review,nct,method,detail
EPILEPSY_NEW_AGENTS_NMA_REVIEW,NCT02224560,M10,"cross-review divergence vs CBD_SEIZURE_REVIEW: (None, 58, None, 29, 4.75) vs (30, 76, 11, 73, 2.66)"
ESKETAMINE_TRD_REVIEW,NCT02422186,M10,"cross-review divergence vs DEPRESSION_NEW_RAPID_REVIEW: (None, 72, None, 65, None) vs (23, 72, 11, 66, 1.92)"
ETRASIMOD_UC_REVIEW,NCT03945188,M10,"cross-review divergence vs IBD_BIOLOGICS_REVIEW: (None, 289, None, 144, 3.89) vs (None, 289, None, 144, 4.49)"
ETRASIMOD_UC_REVIEW,NCT03996369,M10,"cross-review divergence vs MS_S1P_BROAD_REVIEW: (60, 238, 17, 116, 1.72) vs (None, None, None, None, None)"
EVT_EXTENDED_WINDOW_REVIEW,NCT02586415,M10,"cross-review divergence vs STROKE_THROMBECTOMY_BROAD_REVIEW: (None, None, None, None, 2.6) vs (41, 92, 16, 90, 2.51)"
EVT_LARGECORE_REVIEW,NCT04551664,M10,"cross-review divergence vs STROKE_THROMBECTOMY_LATE_NMA_REVIEW: (69, 230, 27, 225, 2.5) vs (78, 230, 35, 226, 2.2)"
EVT_LARGECORE_REVIEW,NCT03876457,M10,"cross-review divergence vs STROKE_THROMBECTOMY_BROAD_REVIEW: (35, 178, 12, 172, 2.82) vs (36, 178, 12, 174, 2.95)"
EVT_LARGECORE_REVIEW,NCT03094715,M10,"cross-review divergence vs STROKE_THROMBECTOMY_BROAD_REVIEW: (50, 125, 18, 128, 2.84) vs (41, 126, 22, 127, 1.88)"
FARICIMAB_NAMD_REVIEW,NCT03823287,M10,"cross-review divergence vs ANTIVEGF_NAMD_NMA_REVIEW: (None, 334, None, 337, None) vs (0, 334, 0, 337, 0.7)"
FARICIMAB_NAMD_REVIEW,NCT03823300,M10,"cross-review divergence vs ANTIVEGF_NAMD_NMA_REVIEW: (None, 331, None, 327, None) vs (0, 331, 0, 327, 0.5)"
FCM_HF_REVIEW,NCT03037931,M10,"cross-review divergence vs IV_IRON_HF_REVIEW: (None, 1532, None, 1473, 0.93) vs (None, 1532, None, 1533, 0.93)"
FCM_HF_REVIEW,NCT01453608,M10,"cross-review divergence vs IV_IRON_HF_REVIEW: (33, 152, 49, 152, 0.61) vs (25, 150, 36, 151, 0.69)"
FCRN_AGONIST_BROAD_NMA_REVIEW,NULLED:NCT03669588,M10,"cross-review divergence vs EFGARTIGIMOD_MG_REVIEW: (56, 84, 25, 83, 2.21) vs (56, 84, 25, 83, 2.28)"
FCRN_AGONIST_BROAD_NMA_REVIEW,NCT04687072,M10,"cross-review divergence vs ITP_NEW_THERAPY_NMA_REVIEW: (None, None, None, None, 4.14) vs (None, None, None, None, 9.64)"
FEZOLINETANT_VMS_REVIEW,NCT04003155,M10,"cross-review divergence vs HOT_FLASH_NK3R_BROAD_NMA_REVIEW: (None, 174, None, 175, None) vs (None, None, None, None, -2.39)"
FEZOLINETANT_VMS_REVIEW,NCT04003142,M10,"cross-review divergence vs HOT_FLASH_NK3R_BROAD_NMA_REVIEW: (None, 167, None, 167, None) vs (None, None, None, None, -2.55)"
FGFR_INHIBITORS_SOLID_REVIEW,NCT02924376,M10,"cross-review divergence vs CHOLANGIO_TARGETED_NMA_REVIEW: (38, 107, 0, 0, None) vs (51, 107, 0, 0, None)"
FINERENONE_REVIEW,NCT02540993,M10,"cross-review divergence vs CARDIORENAL_DKD_NMA_REVIEW: (367, 2833, 420, 2841, 0.86) vs (504, 2833, 600, 2841, 0.82)"
FINERENONE_REVIEW,NCT04435626,M10,"cross-review divergence vs HF_QUADRUPLE_NMA_REVIEW: (624, 3003, 719, 2998, 0.84) vs (624, 3003, 719, 3001, 0.84)"
FRAGILITY_FRACTURE_REVIEW,NCT01631214,M10,"cross-review divergence vs OSTEOPOROSIS_BROAD_NMA_REVIEW: (None, 2046, None, 2047, 0.52) vs (None, 2046, None, 2047, 0.57)"
FRAGILITY_FRACTURE_REVIEW,NCT01575834,M10,"cross-review divergence vs OSTEOPOROSIS_BROAD_NMA_REVIEW: (None, 3589, None, 3591, 0.27) vs (None, 3589, None, 3591, 0.31)"
GASTRIC_FRONTLINE_IO_NMA_REVIEW,NCT02872116,M10,"cross-review divergence vs ANTI_PD1_GASTRIC_REVIEW: (None, 789, None, 792, 0.8) vs (None, 789, None, 792, 0.71)"
GLOMERULONEPHRITIS_BIOLOGICS_REVIEW,NCT03762850,M10,"cross-review divergence vs IGAN_TARGETED_BROAD_NMA_REVIEW: (162, 202, 105, 202, 1.54) vs (76, 202, 132, 202, 0.58)"
GLOMERULONEPHRITIS_BIOLOGICS_REVIEW,NCT04578834,M10,"cross-review divergence vs IGAN_TARGETED_BROAD_NMA_REVIEW: (52, 259, 14, 260, 3.72) vs (82, 235, 130, 235, 0.63)"
GLOMERULONEPHRITIS_BIOLOGICS_REVIEW,NCT03643965,M10,"cross-review divergence vs IGAN_TARGETED_BROAD_NMA_REVIEW: (None, 182, None, 178, 1.47) vs (60, 182, 100, 182, 0.58)"
GLOMERULONEPHRITIS_BIOLOGICS_REVIEW,NCT04573478,M10,"cross-review divergence vs IGAN_TARGETED_BROAD_NMA_REVIEW: (96, 160, 39, 160, 2.46) vs (65, 170, 105, 170, 0.62)"
GLOMERULONEPHRITIS_BIOLOGICS_REVIEW,NCT01639339,M10,"cross-review divergence vs BELIMUMAB_SLE_REVIEW: (96, 224, 64, 224, 1.5) vs (96, 223, 72, 223, 1.34)"
GLP1_CVOT_NMA_REVIEW,NCT01144338,M10,"cross-review divergence vs INCRETINS_T2D_NMA_REVIEW: (839, 7356, 905, 7396, 0.91) vs (0, 7356, 0, 7396, -0.53)"
GLP1_CVOT_REVIEW,NCT01144338,M10,"cross-review divergence vs INCRETINS_T2D_NMA_REVIEW: (839, 7356, 905, 7396, 0.91) vs (0, 7356, 0, 7396, -0.53)"
GLP1_MASH_REVIEW,NCT04166773,M10,"cross-review divergence vs MASH_DRUGS_REVIEW: (None, 64, None, 65, 9.71) vs (None, 110, None, 110, 2.95)"
GLP1_MASH_REVIEW,NCT02970942,M10,"cross-review divergence vs MASH_DRUGS_REVIEW: (59, 80, 17, 80, 10.41) vs (65, 160, 23, 160, 2.83)"
HAP_VAP_NEW_ABX_NMA_REVIEW,NULLED:NCT02168946,M10,"cross-review divergence vs CARBAPENEM_RESISTANT_ABX_REVIEW: (None, None, None, None, 0.77) vs (189, 274, 171, 276, 1.11)"
HBV_FUNCTIONAL_CURE_REVIEW,NCT04449029,M10,"cross-review divergence vs HBV_NEW_AGENTS_NMA_REVIEW: (27, 227, 0, 230, 55.7) vs (35, 227, 0, 230, 35.5)"
HBV_NEW_AGENTS_NMA_REVIEW,NCT04449029,M10,"cross-review divergence vs HBV_FUNCTIONAL_CURE_REVIEW: (35, 227, 0, 230, 35.5) vs (27, 227, 0, 230, 55.7)"
HCV_DAA_NEW_NMA_REVIEW,NCT02201953,M10,"cross-review divergence vs HEPATITIS_HCV_DAA_REVIEW: (None, None, None, None, 99.04) vs (None, 277, None, 275, 1.19)"
HCV_DAA_NEW_NMA_REVIEW,NCT02201940,M10,"cross-review divergence vs HEPATITIS_HCV_DAA_REVIEW: (None, None, None, None, 1.18) vs (619, 624, 0, 116, 99.0)"
HCV_DAA_NEW_NMA_REVIEW,NCT02642432,M10,"cross-review divergence vs HEPATITIS_HCV_DAA_REVIEW: (None, 351, None, 352, 1.02) vs (145, 146, 0, 0, None)"
HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW,NCT03417245,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (None, 80, None, 40, 0.33) vs (None, None, None, None, 0.13)"
HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW,NCT03417102,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (None, 38, None, 19, 0.41) vs (None, None, None, None, 0.66)"
HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW,NCT03549871,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (None, None, None, None, 0.32) vs (None, None, None, None, 0.28)"
HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW,NCT04083781,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (None, 67, None, 66, 0.53) vs (None, 80, None, 53, 0.36)"
HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW,NCT03938792,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (13, 58, 35, 58, 0.37) vs (28, 78, 25, 38, 0.54)"
HEMOPHILIA_GENE_THERAPY_REVIEW,NCT03370913,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (None, None, None, None, -3.84) vs (0.8, 132, 4.8, 134, 0.17)"
HEMOPHILIA_GENE_THERAPY_REVIEW,NCT03569891,M10,"cross-review divergence vs HEMOPHILIA_NEW_AGENTS_NMA_REVIEW: (None, 54, None, 52, None) vs (None, 54, None, 54, 0.36)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT03569891,M10,"cross-review divergence vs HEMOPHILIA_GENE_THERAPY_REVIEW: (None, 54, None, 54, 0.36) vs (None, 54, None, 52, None)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT03370913,M10,"cross-review divergence vs HEMOPHILIA_GENE_THERAPY_REVIEW: (0.8, 132, 4.8, 134, 0.17) vs (None, None, None, None, -3.84)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT03417102,M10,"cross-review divergence vs HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW: (None, None, None, None, 0.66) vs (None, 38, None, 19, 0.41)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT03549871,M10,"cross-review divergence vs HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW: (None, None, None, None, 0.28) vs (None, None, None, None, 0.32)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT03417245,M10,"cross-review divergence vs HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW: (None, None, None, None, 0.13) vs (None, 80, None, 40, 0.33)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT03938792,M10,"cross-review divergence vs HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW: (28, 78, 25, 38, 0.54) vs (13, 58, 35, 58, 0.37)"
HEMOPHILIA_NEW_AGENTS_NMA_REVIEW,NCT04083781,M10,"cross-review divergence vs HEMOPHILIA_FACTOR_PROPHYLAXIS_REVIEW: (None, 80, None, 53, 0.36) vs (None, 67, None, 66, 0.53)"
HEPATITIS_HCV_DAA_REVIEW,NCT02201940,M10,"cross-review divergence vs HCV_DAA_NEW_NMA_REVIEW: (619, 624, 0, 116, 99.0) vs (None, None, None, None, 1.18)"
HEPATITIS_HCV_DAA_REVIEW,NCT02201953,M10,"cross-review divergence vs HCV_DAA_NEW_NMA_REVIEW: (None, 277, None, 275, 1.19) vs (None, None, None, None, 99.04)"
HEPATITIS_HCV_DAA_REVIEW,NCT02642432,M10,"cross-review divergence vs HCV_DAA_NEW_NMA_REVIEW: (145, 146, 0, 0, None) vs (None, 351, None, 352, 1.02)"
HER2_LOW_ADC_REVIEW,NCT03901339,M10,"cross-review divergence vs TROP2_ADC_BROAD_REVIEW: (None, 272, None, 271, 0.66) vs (None, None, None, None, 0.66)"
HF_QUADRUPLE_NMA_REVIEW,NCT04435626,M10,"cross-review divergence vs FINERENONE_REVIEW: (624, 3003, 719, 3001, 0.84) vs (624, 3003, 719, 2998, 0.84)"
HFpEF_DRUGS_NMA_REVIEW,NCT04435626,M10,"cross-review divergence vs HF_QUADRUPLE_NMA_REVIEW: (624, 3003, 719, 2998, 0.84) vs (624, 3003, 719, 3001, 0.84)"
HFpEF_DRUGS_NMA_REVIEW,NCT03988634,M10,"cross-review divergence vs ARNI_HF_REVIEW: (36, 233, 51, 233, 0.85) vs (None, 233, None, 233, None)"
HFpEF_DRUGS_NMA_REVIEW,NCT04788511,M10,"cross-review divergence vs INCRETIN_HFpEF_REVIEW: (None, 263, None, 266, 1.81) vs (None, 263, None, 266, 0.18)"
HFpEF_DRUGS_NMA_REVIEW,NCT04847557,M10,"cross-review divergence vs INCRETIN_HFpEF_REVIEW: (65, 365, 89, 366, 0.62) vs (29, 364, 52, 367, 0.62)"
HIGH_EFFICACY_MS_REVIEW,NCT01247324,M10,"cross-review divergence vs MS_ANTI_CD20_NMA_REVIEW: (None, 410, None, 411, 0.54) vs (None, 410, None, 411, 0.6)"
HIGH_EFFICACY_MS_REVIEW,NCT01412333,M10,"cross-review divergence vs MS_ANTI_CD20_NMA_REVIEW: (None, 417, None, 418, 0.53) vs (None, 417, None, 418, 0.61)"
HIGH_EFFICACY_MS_REVIEW,NCT02792218,M10,"cross-review divergence vs ANTI_CD20_MS_REVIEW: (None, 465, None, 481, 0.49) vs (None, 465, None, 462, 0.49)"
HIGH_EFFICACY_MS_REVIEW,NCT02792231,M10,"cross-review divergence vs ANTI_CD20_MS_REVIEW: (None, 481, None, 474, 0.51) vs (None, 481, None, 474, 0.42)"
HIV_ART_FIRSTLINE_REVIEW,NULLED:NCT03122262,M10,"cross-review divergence vs DOLUTEGRAVIR_ART_SSA_REVIEW: (310, 351, 282, 351, 1.1) vs (285, 351, 257, 351, 1.11)"
HIV_LA_PREP_REVIEW,NCT02720094,M10,"cross-review divergence vs CAB_PREP_HIV_REVIEW: (12, 2283, 39, 2283, 0.34) vs (13, 2282, 39, 2284, 0.34)"
HIV_LA_PREP_REVIEW,NCT04994509,M10,"cross-review divergence vs LENACAPAVIR_PREP_REVIEW: (0, 2134, 39, 2136, 0.0) vs (0, 2134, 39, 3204, 0.02)"
HIV_LA_PREP_REVIEW,NCT04925752,M10,"cross-review divergence vs LENACAPAVIR_PREP_REVIEW: (None, 2179, None, 1086, 0.11) vs (None, 2180, None, 1087, 0.11)"
HIV_PREP_INJECTABLE_REVIEW,NCT02720094,M10,"cross-review divergence vs HIV_LA_PREP_REVIEW: (13, 2282, 39, 2284, 0.34) vs (12, 2283, 39, 2283, 0.34)"
HOT_FLASH_NK3R_BROAD_NMA_REVIEW,NCT04003155,M10,"cross-review divergence vs FEZOLINETANT_VMS_REVIEW: (None, None, None, None, -2.39) vs (None, 174, None, 175, None)"
HOT_FLASH_NK3R_BROAD_NMA_REVIEW,NCT04003142,M10,"cross-review divergence vs FEZOLINETANT_VMS_REVIEW: (None, None, None, None, -2.55) vs (None, 167, None, 167, None)"
HPV_DOSE_REDUCTION_REVIEW,NCT03675256,M10,"cross-review divergence vs HPV_VACCINE_SCHEDULES_REVIEW: (0, 758, 38, 758, 0.025) vs (2, 1492, 32, 759, 0.032)"
HPV_VACCINE_SCHEDULES_REVIEW,NCT03675256,M10,"cross-review divergence vs HPV_DOSE_REDUCTION_REVIEW: (2, 1492, 32, 759, 0.032) vs (0, 758, 38, 758, 0.025)"
IBD_BIOLOGICS_REVIEW,NCT01369329,M10,"cross-review divergence vs CD_BIOLOGICS_NMA_REVIEW: (86, 247, 51, 247, 1.69) vs (67, 249, 37, 247, 1.5)"
IBD_BIOLOGICS_REVIEW,NCT02407236,M10,"cross-review divergence vs UC_BIOLOGICS_NMA_REVIEW: (79, 320, 18, 320, 4.39) vs (49, 322, 17, 319, 3.29)"
IBD_BIOLOGICS_REVIEW,NCT03104413,M10,"cross-review divergence vs RISANKIZUMAB_CD_REVIEW: (None, 372, None, 187, 1.41) vs (None, 206, None, 206, 3.15)"
IBD_BIOLOGICS_REVIEW,NCT03105128,M10,"cross-review divergence vs CD_BIOLOGICS_NMA_REVIEW: (None, 207, None, 204, 2.69) vs (None, 372, None, 175, 1.82)"
IBD_BIOLOGICS_REVIEW,NCT03105102,M10,"cross-review divergence vs RISANKIZUMAB_CD_REVIEW: (121, 247, 79, 251, 1.55) vs (71, 141, 55, 164, 1.79)"
IBD_BIOLOGICS_REVIEW,NCT03518086,M10,"cross-review divergence vs MIRIKIZUMAB_UC_REVIEW: (None, 868, None, 294, 1.18) vs (None, 868, None, 294, 2.08)"
IBD_BIOLOGICS_REVIEW,NCT03524092,M10,"cross-review divergence vs MIRIKIZUMAB_UC_REVIEW: (None, 365, None, 179, 1.78) vs (None, 365, None, 179, 2.97)"
IBD_BIOLOGICS_REVIEW,NCT03945188,M10,"cross-review divergence vs ETRASIMOD_UC_REVIEW: (None, 289, None, 144, 4.49) vs (None, 289, None, 144, 3.89)"
IBD_BIOLOGICS_REVIEW,NCT02819635,M10,"cross-review divergence vs JAK_UC_REVIEW: (75, 319, 6, 154, 6.04) vs (83, 319, 7, 154, 7.77)"
IGAN_TARGETED_BROAD_NMA_REVIEW,NCT03762850,M10,"cross-review divergence vs GLOMERULONEPHRITIS_BIOLOGICS_REVIEW: (76, 202, 132, 202, 0.58) vs (162, 202, 105, 202, 1.54)"
IGAN_TARGETED_BROAD_NMA_REVIEW,NCT04573478,M10,"cross-review divergence vs GLOMERULONEPHRITIS_BIOLOGICS_REVIEW: (65, 170, 105, 170, 0.62) vs (96, 160, 39, 160, 2.46)"
IGAN_TARGETED_BROAD_NMA_REVIEW,NCT04578834,M10,"cross-review divergence vs GLOMERULONEPHRITIS_BIOLOGICS_REVIEW: (82, 235, 130, 235, 0.63) vs (52, 259, 14, 260, 3.72)"
IGAN_TARGETED_BROAD_NMA_REVIEW,NCT03643965,M10,"cross-review divergence vs GLOMERULONEPHRITIS_BIOLOGICS_REVIEW: (60, 182, 100, 182, 0.58) vs (None, 182, None, 178, 1.47)"
IL23_PSA_REVIEW,NCT03158285,M10,"cross-review divergence vs PSA_BIOLOGICS_REVIEW: (None, 246, None, 246, 1.95) vs (None, 245, None, 246, 1.93)"
IL23_PSORIASIS_REVIEW,NCT02207231,M10,"cross-review divergence vs IL_PSORIASIS_NMA_REVIEW: (None, 329, None, 174, 25.8) vs (None, 329, None, 174, 86.76)"
IL23_PSORIASIS_REVIEW,NCT02684370,M10,"cross-review divergence vs IL_PSORIASIS_NMA_REVIEW: (None, 304, None, 102, 59.21) vs (None, 304, None, 102, 74.83)"
IL23_PSORIASIS_REVIEW,NCT01722331,M10,"cross-review divergence vs IL_PSORIASIS_NMA_REVIEW: (None, 308, None, 154, 48.38) vs (None, 308, None, 154, 25.28)"
IL_PSORIASIS_NMA_REVIEW,NCT02207231,M10,"cross-review divergence vs IL23_PSORIASIS_REVIEW: (None, 329, None, 174, 86.76) vs (None, 329, None, 174, 25.8)"
IL_PSORIASIS_NMA_REVIEW,NCT02684370,M10,"cross-review divergence vs IL23_PSORIASIS_REVIEW: (None, 304, None, 102, 74.83) vs (None, 304, None, 102, 59.21)"
IL_PSORIASIS_NMA_REVIEW,NCT03370133,M10,"cross-review divergence vs BIMEKIZUMAB_PSORIASIS_REVIEW: (273, 321, 5, 83, 88.6) vs (273, 321, 4, 83, 17.62)"
IL_PSORIASIS_NMA_REVIEW,NCT03412747,M10,"cross-review divergence vs BIMEKIZUMAB_PSORIASIS_REVIEW: (263, 319, 86, 159, 3.99) vs (275, 319, 75, 159, 1.83)"
IL_PSORIASIS_NMA_REVIEW,NCT01722331,M10,"cross-review divergence vs IL23_PSORIASIS_REVIEW: (None, 308, None, 154, 25.28) vs (None, 308, None, 154, 48.38)"
IL_PSORIASIS_NMA_REVIEW,NCT03410992,M10,"cross-review divergence vs BIMEKIZUMAB_PSORIASIS_REVIEW: (318, 349, 1, 86, 871.9) vs (273, 349, 1, 86, 67.27)"
INAVOLISIB_BC_REVIEW,NCT04191499,M10,"cross-review divergence vs PI3K_AKT_BC_REVIEW: (0, 161, 0, 164, 0.43) vs (76, 161, 124, 164, 0.43)"
INCLISIRAN_REVIEW,NCT03397121,M10,"cross-review divergence vs PCSK9_INHIBITORS_CV_REVIEW: (None, 242, None, 240, None) vs (95, 242, 26, 240, 3.65)"
INCLISIRAN_REVIEW,NCT03399370,M10,"cross-review divergence vs PCSK9_INHIBITORS_CV_REVIEW: (None, 781, None, 780, None) vs (540, 781, 47, 780, 11.5)"
INCLISIRAN_REVIEW,NCT03400800,M10,"cross-review divergence vs PCSK9_INHIBITORS_CV_REVIEW: (None, 810, None, 807, None) vs (624, 810, 64, 807, 9.7)"
INCRETINS_T2D_NMA_REVIEW,NCT03954834,M10,"cross-review divergence vs TIRZEPATIDE_T2D_REVIEW: (0, 121, 0, 113, -1.87) vs (None, 121, None, 115, None)"
INCRETINS_T2D_NMA_REVIEW,NCT01144338,M10,"cross-review divergence vs GLP1_CVOT_NMA_REVIEW: (0, 7356, 0, 7396, -0.53) vs (839, 7356, 905, 7396, 0.91)"
INCRETINS_T2D_NMA_REVIEW,NCT03882970,M10,"cross-review divergence vs TIRZEPATIDE_T2D_REVIEW: (0, 407, 0, 475, -1.04) vs (None, 358, None, 360, None)"
INCRETINS_T2D_NMA_REVIEW,NCT03730662,M10,"cross-review divergence vs TIRZEPATIDE_T2D_REVIEW: (0, 469, 0, 1002, -1.15) vs (0, 997, 0, 1000, -0.99)"
INCRETINS_T2D_NMA_REVIEW,NCT04039503,M10,"cross-review divergence vs TIRZEPATIDE_T2D_REVIEW: (0, 117, 0, 120, -2.5) vs (None, 118, None, 119, None)"
INCRETIN_HFpEF_REVIEW,NCT04788511,M10,"cross-review divergence vs HFpEF_DRUGS_NMA_REVIEW: (None, 263, None, 266, 0.18) vs (None, 263, None, 266, 1.81)"
INCRETIN_HFpEF_REVIEW,NCT04847557,M10,"cross-review divergence vs HFpEF_DRUGS_NMA_REVIEW: (29, 364, 52, 367, 0.62) vs (65, 365, 89, 366, 0.62)"
INSULIN_ICODEC_REVIEW,NCT04770532,M10,"cross-review divergence vs WEEKLY_INSULIN_BROAD_REVIEW: (None, 263, None, 263, None) vs (None, 263, None, 263, 1.12)"
INSULIN_ICODEC_REVIEW,NCT04795531,M10,"cross-review divergence vs WEEKLY_INSULIN_BROAD_REVIEW: (None, 294, None, 294, None) vs (None, 294, None, 294, 1.07)"
IO_CHEMO_NSCLC_1L_REVIEW,NCT02578680,M10,"cross-review divergence vs NSCLC_PD1_1L_REVIEW: (None, 410, None, 206, 0.56) vs (None, 410, None, 206, 0.49)"
IO_CHEMO_NSCLC_1L_REVIEW,NCT02366143,M10,"cross-review divergence vs NSCLC_PD1_1L_REVIEW: (None, 356, None, 336, 0.78) vs (None, 451, None, 228, 0.79)"
IPTACOPAN_IGAN_REVIEW,NCT04578834,M10,"cross-review divergence vs GLOMERULONEPHRITIS_BIOLOGICS_REVIEW: (0, 222, 0, 221, 0.62) vs (52, 259, 14, 260, 3.72)"
ITP_NEW_AGENTS_REVIEW,NCT04562766,M10,"cross-review divergence vs ITP_NEW_THERAPY_NMA_REVIEW: (None, 135, None, 135, 2.6) vs (None, 133, None, 78, 3.45)"
ITP_NEW_THERAPY_NMA_REVIEW,NCT04562766,M10,"cross-review divergence vs ITP_NEW_AGENTS_REVIEW: (None, 133, None, 78, 3.45) vs (None, 135, None, 135, 2.6)"
ITP_NEW_THERAPY_NMA_REVIEW,NCT04687072,M10,"cross-review divergence vs FCRN_AGONIST_BROAD_NMA_REVIEW: (None, None, None, None, 9.64) vs (None, None, None, None, 4.14)"
IV_IRON_HF_REVIEW,NCT01453608,M10,"cross-review divergence vs FCM_HF_REVIEW: (25, 150, 36, 151, 0.69) vs (33, 152, 49, 152, 0.61)"
IV_IRON_HF_REVIEW,NCT03037931,M10,"cross-review divergence vs FCM_HF_REVIEW: (None, 1532, None, 1533, 0.93) vs (None, 1532, None, 1473, 0.93)"
JAKI_AD_REVIEW,NCT03569293,M10,"cross-review divergence vs ATOPIC_DERM_NMA_REVIEW: (None, 281, None, 281, 7.43) vs (None, 281, None, 141, 11.74)"
JAKI_RA_NMA_REVIEW,NCT01710358,M10,"cross-review divergence vs JAK_RA_REVIEW: (None, 487, None, 488, 3.51) vs (None, 487, None, 488, 1.99)"
JAKI_RA_NMA_REVIEW,NCT02629159,M10,"cross-review divergence vs JAK_RA_REVIEW: (None, 651, None, 651, 4.36) vs (None, 651, None, 651, 2.34)"
JAKI_RA_NMA_REVIEW,NCT02889796,M10,"cross-review divergence vs JAK_RA_REVIEW: (None, 475, None, 475, 3.34) vs (None, 475, None, 475, 1.74)"
JAK_RA_REVIEW,NCT01710358,M10,"cross-review divergence vs JAKI_RA_NMA_REVIEW: (None, 487, None, 488, 1.99) vs (None, 487, None, 488, 3.51)"
JAK_RA_REVIEW,NCT02629159,M10,"cross-review divergence vs JAKI_RA_NMA_REVIEW: (None, 651, None, 651, 2.34) vs (None, 651, None, 651, 4.36)"
JAK_RA_REVIEW,NCT02889796,M10,"cross-review divergence vs JAKI_RA_NMA_REVIEW: (None, 475, None, 475, 1.74) vs (None, 475, None, 475, 3.34)"
JAK_UC_REVIEW,NCT01465763,M10,"cross-review divergence vs TOFACITINIB_UC_REVIEW: (None, 476, None, 122, 2.53) vs (None, 476, None, 122, 2.26)"
JAK_UC_REVIEW,NCT02819635,M10,"cross-review divergence vs IBD_BIOLOGICS_REVIEW: (83, 319, 7, 154, 7.77) vs (75, 319, 6, 154, 6.04)"
KRAS_G12C_REVIEW,NCT04303780,M10,"cross-review divergence vs NSCLC_TARGETED_RARE_DRIVER_REVIEW: (0, 171, 0, 174, 0.66) vs (35, 171, 19, 174, None)"
KRAS_G12C_REVIEW,NCT04685135,M10,"cross-review divergence vs NSCLC_TARGETED_RARE_DRIVER_REVIEW: (0, 301, 0, 152, 0.58) vs (None, None, None, None, None)"
LEBRIKIZUMAB_AD_REVIEW,NCT04146363,M10,"cross-review divergence vs ATOPIC_DERM_NMA_REVIEW: (None, None, None, None, 3.38) vs (None, 283, None, 141, 7.4)"
LENACAPAVIR_PREP_REVIEW,NCT04994509,M10,"cross-review divergence vs HIV_LA_PREP_REVIEW: (0, 2134, 39, 3204, 0.02) vs (0, 2134, 39, 2136, 0.0)"
LENACAPAVIR_PREP_REVIEW,NCT04925752,M10,"cross-review divergence vs HIV_LA_PREP_REVIEW: (None, 2180, None, 1087, 0.11) vs (None, 2179, None, 1086, 0.11)"
LIPID_HUB_REVIEW,NULLED:NCT01841944,M10,"cross-review divergence vs OMEGA3_HIGHDOSE_CV_REVIEW: (99, 505, 91, 522, 1.08) vs (108, 514, 102, 513, 1.08)"
LUPUS_NEW_BIOLOGICS_REVIEW,NCT02446912,M10,"cross-review divergence vs ANIFROLUMAB_SLE_REVIEW: (90, 180, 80, 184, 1.15) vs (None, 180, None, 184, 1.55)"
LUPUS_NEW_BIOLOGICS_REVIEW,NCT02446899,M10,"cross-review divergence vs ANIFROLUMAB_SLE_REVIEW: (86, 180, 57, 182, 1.52) vs (86, 180, 57, 182, 1.99)"
LUPUS_NEW_BIOLOGICS_REVIEW,NCT01639339,M10,"cross-review divergence vs BELIMUMAB_SLE_REVIEW: (96, 224, 64, 224, 1.5) vs (96, 223, 72, 223, 1.34)"
LUPUS_NEW_BIOLOGICS_REVIEW,NCT00424476,M10,"cross-review divergence vs BELIMUMAB_SLE_REVIEW: (None, 537, None, 282, 1.3) vs (None, 205, None, 213, 1.32)"
LUPUS_NEW_BIOLOGICS_REVIEW,NCT03021499,M10,"cross-review divergence vs VOCLOSPORIN_LN_REVIEW: (None, None, None, None, 1.38) vs (73, 179, 40, 178, 2.36)"
LU_PSMA_MCRPC_REVIEW,NCT03511664,M10,"cross-review divergence vs PROSTATE_RADIOLIGAND_BROAD_REVIEW: (102, 551, 130, 280, 0.4) vs (254, 551, 162, 280, 0.4)"
LU_PSMA_MCRPC_REVIEW,NCT04689828,M10,"cross-review divergence vs PROSTATE_RADIOLIGAND_BROAD_REVIEW: (65, 234, 150, 234, 0.43) vs (95, 234, 152, 233, 0.41)"
