file,key,claim_name,claim_year,pmid,verdict,claim_nct,pubmed_registered_ncts,match,pubmed_title,pubmed_year
BPAL_MDRTB_REVIEW.html,NCT02589782,TB-PRACTECAL,2022,36546625,OK,NCT02589782,NCT02589782,YES,"A 24-Week, All-Oral Regimen for Rifampin-Resistant Tuberculosis.",2022
BPAL_MDRTB_REVIEW.html,NCT02409290,STREAM-2,2022,36368333,NO_DATABANK,NCT02409290,,,Effects of fish oil on methotrexate-induced reproductive damage in rats.,2022
BPAL_MDRTB_REVIEW.html,NCT02754765,endTB-MDR,2024,39879593,OK,NCT02754765,NCT02754765,YES,"Oral Regimens for Rifampin-Resistant, Fluoroquinolone-Susceptible Tuberculosis.",2025
BTKI_CLL_NMA_REVIEW.html,NCT02475681,ELEVATE-TN,2020,32305093,OK,NCT02475681,NCT02475681,YES,Acalabrutinib with or without obinutuzumab versus chlorambucil and obinutuzmab for treatment-naive c,2020
BTKI_CLL_NMA_REVIEW.html,NCT02477696,ELEVATE-RR,2021,34310172,OK,NCT02477696,NCT02477696,YES,Acalabrutinib Versus Ibrutinib in Previously Treated Chronic Lymphocytic Leukemia: Results of the Fi,2021
BTKI_CLL_NMA_REVIEW.html,NCT03734016,ALPINE,2023,36511784,OK,NCT03734016,NCT03734016,YES,Zanubrutinib or Ibrutinib in Relapsed or Refractory Chronic Lymphocytic Leukemia.,2023
BTKI_CLL_NMA_REVIEW.html,NCT01722487,RESONATE-2,2015,26639149,OK,NCT01722487,NCT01722487,YES,Ibrutinib as Initial Therapy for Patients with Chronic Lymphocytic Leukemia.,2015
BTKI_CLL_NMA_REVIEW.html,NCT03336333,SEQUOIA,2022,35810754,OK,NCT03336333,NCT03336333,YES,Zanubrutinib versus bendamustine and rituximab in untreated chronic lymphocytic leukaemia and small ,2022
BTKI_CLL_NMA_REVIEW.html,NCT01578707,RESONATE,2014,24881631,OK,NCT01578707,NCT01578707,YES,Ibrutinib versus ofatumumab in previously treated chronic lymphoid leukemia.,2014
BTKI_CLL_NMA_REVIEW.html,NCT02970318,ASCEND,2020,32459600,OK,NCT02970318,NCT02970318,YES,"ASCEND: Phase III, Randomized Trial of Acalabrutinib Versus Idelalisib Plus Rituximab or Bendamustin",2020
CAB_PREP_HIV_REVIEW.html,NCT02720094,HPTN 083,2021,34379922,OK,NCT02720094,NCT02720094,YES,Cabotegravir for HIV Prevention in Cisgender Men and Transgender Women.,2021
CAB_PREP_HIV_REVIEW.html,NCT03164564,HPTN 084,2022,35378077,OK,NCT03164564,NCT03164564,YES,"Cabotegravir for the prevention of HIV-1 in women: results from HPTN 084, a phase 3, randomised clin",2022
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT02951052,ATLAS,2020,33136751,OK,NCT02951052,"NCT02938520,NCT02951052",YES,Long-Acting Injectable Cabotegravir + Rilpivirine for HIV Maintenance Therapy: Week 48 Pooled Analys,2020
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT02938520,FLAIR,2020,32130807,NO_DATABANK,NCT02938520,,,Misguided Changes to SNAP - Defending a Public Health Intervention for the Poor.,2020
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT03299049,ATLAS-2M,2021,33308425,OK,NCT03299049,NCT03299049,YES,Long-acting cabotegravir and rilpivirine dosed every 2 months in adults with HIV-1 infection (ATLAS-,2021
CANGRELOR_PCI_REVIEW.html,NCT00305162,CHAMPION-PCI,2009,19915221,OK,NCT00305162,NCT00305162,YES,Platelet inhibition with cangrelor in patients undergoing PCI.,2009
CANGRELOR_PCI_REVIEW.html,NCT00385138,CHAMPION-PLATFORM,2009,19915222,OK,NCT00385138,NCT00385138,YES,Intravenous platelet blockade with cangrelor during PCI.,2009
CANGRELOR_PCI_REVIEW.html,NCT01156571,CHAMPION-PHOENIX,2013,23473369,OK,NCT01156571,NCT01156571,YES,Effect of platelet inhibition with cangrelor during PCI on ischemic events.,2013
CAPIVASERTIB_BC_REVIEW.html,NCT04305496,CAPItello-291,2023,37256974,NO_DATABANK,NCT04305496,,,Tirofiban for Stroke without Large or Medium-Sized Vessel Occlusion.,2023
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02540993,FIDELIO-DKD,2020,33264825,OK,NCT02540993,NCT02540993,YES,Effect of Finerenone on Chronic Kidney Disease Outcomes in Type 2 Diabetes.,2020
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02545049,FIGARO-DKD,2021,34775784,OK,NCT02545049,NCT02545049,YES,Finerenone Reduces Risk of Incident Heart Failure in Patients With Chronic Kidney Disease and Type 2,2022
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02065791,CREDENCE,2019,30990260,OK,NCT02065791,NCT02065791,YES,Canagliflozin and Renal Outcomes in Type 2 Diabetes and Nephropathy.,2019
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03036150,DAPA-CKD,2020,32970396,OK,NCT03036150,NCT03036150,YES,Dapagliflozin in Patients with Chronic Kidney Disease.,2020
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03594110,EMPA-KIDNEY,2022,36331190,OK,NCT03594110,NCT03594110,YES,Empagliflozin in Patients with Chronic Kidney Disease.,2023
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03819153,FLOW,2024,39222642,OK,NCT03819153,"NCT03574597,NCT03819153,NCT04788511,NCT04916470",YES,Semaglutide versus placebo in patients with heart failure and mildly reduced or preserved ejection f,2024
CART_DLBCL_REVIEW.html,NCT03391466,ZUMA-7,2022,34891224,OK,NCT03391466,NCT03391466,YES,Axicabtagene Ciloleucel as Second-Line Therapy for Large B-Cell Lymphoma.,2022
CART_DLBCL_REVIEW.html,NCT03575351,TRANSFORM,2022,35717989,OK,NCT03575351,NCT03575351,YES,Lisocabtagene maraleucel versus standard of care with salvage chemotherapy followed by autologous st,2022
CART_DLBCL_REVIEW.html,NCT03570892,BELINDA,2022,34904798,OK,NCT03570892,NCT03570892,YES,Second-Line Tisagenlecleucel or Standard Care in Aggressive B-Cell Lymphoma.,2022
CART_MM_REVIEW.html,NCT04181827,CARTITUDE-4,2023,37272512,OK,NCT04181827,NCT04181827,YES,Cilta-cel or Standard Care in Lenalidomide-Refractory Multiple Myeloma.,2023
CART_MM_REVIEW.html,NCT03651128,KarMMa-3,2023,36762851,OK,NCT03651128,NCT03651128,YES,Ide-cel or Standard Regimens in Relapsed and Refractory Multiple Myeloma.,2023
CBD_SEIZURE_REVIEW.html,NCT02091375,GWPCARE1,2017,28538134,OK,NCT02091375,NCT02091375,YES,Trial of Cannabidiol for Drug-Resistant Seizures in the Dravet Syndrome.,2017
CBD_SEIZURE_REVIEW.html,NCT02224690,GWPCARE2,2020,29395273,OK,NCT02224690,NCT02224690,YES,Cannabidiol in patients with seizures associated with Lennox-Gastaut syndrome (GWPCARE4): a randomis,2018
CBD_SEIZURE_REVIEW.html,NCT02224560,GWPCARE3,2018,29768152,OK,NCT02224560,NCT02224560,YES,Effect of Cannabidiol on Drop Seizures in the Lennox-Gastaut Syndrome.,2018
CBD_SEIZURE_REVIEW.html,NCT02224703,GWPCARE4,2018,32119035,OK,NCT02224703,NCT02224703,YES,Dose-Ranging Effect of Adjunctive Oral Cannabidiol vs Placebo on Convulsive Seizure Frequency in Dra,2020
CD_BIOLOGICS_NMA_REVIEW.html,LEGACY-PRENCT-CLASSIC-1,CLASSIC-1,2006,19201775,ISRCTN_KEY,,"NCT00077779,NCT00195715",,Adalimumab for the treatment of fistulas in patients with Crohn's disease.,2009
CD_BIOLOGICS_NMA_REVIEW.html,NCT00152490,PRECiSE-1,2007,17634458,OK,NCT00152490,NCT00152490,YES,Certolizumab pegol for the treatment of Crohn's disease.,2007
CD_BIOLOGICS_NMA_REVIEW.html,NCT01224171,GEMINI-2,2013,24859203,OK,NCT01224171,NCT01224171,YES,Effects of vedolizumab induction therapy for patients with Crohn's disease in whom tumor necrosis fa,2014
CD_BIOLOGICS_NMA_REVIEW.html,NCT01369329,UNITI-1,2016,27959607,OK,NCT01369329,"NCT01369329,NCT01369342,NCT01369355",YES,Ustekinumab as Induction and Maintenance Therapy for Crohn's Disease.,2016
CD_BIOLOGICS_NMA_REVIEW.html,NCT03105128,ADVANCE,2022,35644154,OK,NCT03105128,"NCT03104413,NCT03105128",YES,Risankizumab as induction therapy for Crohn's disease: results from the phase 3 ADVANCE and MOTIVATE,2022
CD_BIOLOGICS_NMA_REVIEW.html,NCT03345849,U-EXCEL,2023,37224198,OK,NCT03345849,"NCT03345823,NCT03345836,NCT03345849",YES,Upadacitinib Induction and Maintenance Therapy for Crohn's Disease.,2023
CDK46_MBC_REVIEW.html,NCT01740427,PALOMA-2,2016,27959613,OK,NCT01740427,NCT01740427,YES,Palbociclib and Letrozole in Advanced Breast Cancer.,2016
CDK46_MBC_REVIEW.html,NCT01958021,MONALEESA-2,2016,27717303,OK,NCT01958021,NCT01958021,YES,"Ribociclib as First-Line Therapy for HR-Positive, Advanced Breast Cancer.",2016
CDK46_MBC_REVIEW.html,NCT02246621,MONARCH-3,2017,28968163,NO_DATABANK,NCT02246621,,,MONARCH 3: Abemaciclib As Initial Therapy for Advanced Breast Cancer.,2017
CFTR_CF_REVIEW.html,NCT03525548,VX17-445-103,2019,31679946,OK,NCT03525548,NCT03525548,YES,Efficacy and safety of the elexacaftor plus tezacaftor plus ivacaftor combination regimen in people ,2019
CFTR_MODULATORS_NMA_REVIEW.html,NCT01807923,TRAFFIC,2015,25981758,OK,NCT01807923,"NCT01807923,NCT01807949",YES,Lumacaftor-Ivacaftor in Patients with Cystic Fibrosis Homozygous for Phe508del CFTR.,2015
CFTR_MODULATORS_NMA_REVIEW.html,NCT02347657,EVOLVE,2017,29099344,OK,NCT02347657,NCT02347657,YES,Tezacaftor-Ivacaftor in Patients with Cystic Fibrosis Homozygous for Phe508del.,2017
CFTR_MODULATORS_NMA_REVIEW.html,NCT03525444,VX18-445-102,2019,31697873,OK,NCT03525444,NCT03525444,YES,Elexacaftor-Tezacaftor-Ivacaftor for Cystic Fibrosis with a Single Phe508del Allele.,2019
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02456740,STRIVE,2017,29171821,OK,NCT02456740,NCT02456740,YES,A Controlled Trial of Erenumab for Episodic Migraine.,2017
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02629861,HALO-EM,2018,29800211,OK,NCT02629861,NCT02629861,YES,Effect of Fremanezumab Compared With Placebo for Prevention of Episodic Migraine: A Randomized Clini,2018
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02614183,EVOLVE-1,2018,29813147,OK,NCT02614183,NCT02614183,YES,Evaluation of Galcanezumab for the Prevention of Episodic Migraine: The EVOLVE-1 Randomized Clinical,2018
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02559895,PROMISE-1,2020,32075406,OK,NCT02559895,NCT02559895,YES,"Eptinezumab in episodic migraine: A randomized, double-blind, placebo-controlled study (PROMISE-1).",2020
CGRP_MIGRAINE_REVIEW.html,NCT02456740,STRIVE,2017,29171821,OK,NCT02456740,NCT02456740,YES,A Controlled Trial of Erenumab for Episodic Migraine.,2017
CGRP_MIGRAINE_REVIEW.html,NCT02614183,EVOLVE-1,2018,29813147,OK,NCT02614183,NCT02614183,YES,Evaluation of Galcanezumab for the Prevention of Episodic Migraine: The EVOLVE-1 Randomized Clinical,2018
CGRP_MIGRAINE_REVIEW.html,NCT02629861,HALO-EM,2018,29800211,OK,NCT02629861,NCT02629861,YES,Effect of Fremanezumab Compared With Placebo for Prevention of Episodic Migraine: A Randomized Clini,2018
CHOLERA_OCV_REVIEW.html,NCT02027207,Single-Dose Shanchol Bangladesh,2018,29456042,NO_DATABANK,NCT02027207,,,Evidence to improve the treatment of infections caused by carbapenem-resistant Gram-negative bacteri,2018
COLCHICINE_CVD_REVIEW.html,NCT02551094,COLCOT,2019,31733140,OK,NCT02551094,NCT02551094,YES,Efficacy and Safety of Low-Dose Colchicine after Myocardial Infarction.,2019
COLCHICINE_CVD_REVIEW.html,NCT03048825,CLEAR SYNERGY,2025,39555823,OK,NCT03048825,NCT03048825,YES,Colchicine in Acute Myocardial Infarction.,2025
COLCHICINE_CVD_REVIEW.html,NCT02898610,CONVINCE,2024,38857611,OK,NCT02898610,NCT02898610,YES,Long-term colchicine for the prevention of vascular recurrent events in non-cardioembolic stroke (CO,2024
COPD_TRIPLE_REVIEW.html,NCT02164513,IMPACT,2018,31281061,OK,NCT02164513,NCT02164513,YES,Blood eosinophils and treatment response with triple and dual combination therapy in chronic obstruc,2019
COPD_TRIPLE_REVIEW.html,NCT02465567,ETHOS,2020,32579807,OK,NCT02465567,NCT02465567,YES,Triple Inhaled Therapy at Two Glucocorticoid Doses in Moderate-to-Very-Severe COPD.,2020
COPD_TRIPLE_REVIEW.html,NCT02497001,KRONOS,2018,30232048,OK,NCT02497001,NCT02497001,YES,Triple therapy with budesonide/glycopyrrolate/formoterol fumarate with co-suspension delivery techno,2018
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04960202,EPIC-HR,2022,35172054,OK,NCT04960202,NCT04960202,YES,"Oral Nirmatrelvir for High-Risk, Nonhospitalized Adults with Covid-19.",2022
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04575597,MOVe-OUT,2022,34914868,OK,NCT04575597,NCT04575597,YES,Molnupiravir for Oral Treatment of Covid-19 in Nonhospitalized Patients.,2022
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-45035509-ACTA,ACTA (Molloy 2018),2018,29539276,ISRCTN_KEY,,,,Lithium-Induced Nephropathy.,2018
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,LEGACY-ISRCTN-72509687-AMBITION-CM,AMBITION-cm (Jarvis 2022),2022,35320648,ISRCTN_KEY,,,,"Toward Simpler, Safer Treatment of Cryptococcal Meningitis.",2022
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,NCT01075152,COAT (ART timing in CM),2014,24941068,NO_DATABANK,NCT01075152,,,Computational model of erratic arrhythmias in a cardiac cell network: the role of gap junctions.,2014
DELANDISTROGENE_DMD_REVIEW.html,NCT05096221,EMBARK,2024,39320319,NO_DATABANK,NCT05096221,,,Differences Between French and English in the Use of Suprasegmental Cues for the Short-Term Recall o,2024
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT01627249,Protocol T DRCR (Wells 2015),2015,25692915,OK,NCT01627249,NCT01627249,YES,"Aflibercept, bevacizumab, or ranibizumab for diabetic macular edema.",2015
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT03622580,YOSEMITE (Wykoff 2022),2022,35085503,OK,NCT03622580,"NCT03622580,NCT03622593",YES,"Efficacy, durability, and safety of intravitreal faricimab with extended dosing up to every 16 weeks",2022
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT03622593,RHINE (Wykoff 2022),2022,35085503,OK,NCT03622593,"NCT03622580,NCT03622593",YES,"Efficacy, durability, and safety of intravitreal faricimab with extended dosing up to every 16 weeks",2022
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT01489189,Protocol S DRCR (Gross 2015),2015,26565927,OK,NCT01489189,NCT01489189,YES,Panretinal Photocoagulation vs Intravitreous Ranibizumab for Proliferative Diabetic Retinopathy: A R,2015
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT02718326,PANORAMA (Brown 2021),2021,33890860,NO_DATABANK,NCT02718326,,,Development and Implementation of a Multidisciplinary Electronic Discharge Readiness Tool: User-Cent,2021
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT02634333,Protocol W DRCR (Maturi 2021),2021,34727134,NO_DATABANK,NCT02634333,,,Remote delivery of alcohol and/or substance misuse interventions for adults: A systematic review pro,2021
DOAC_AF_NMA_REVIEW.html,NCT00262600,RE-LY,2009,19717844,OK,NCT00262600,NCT00262600,YES,Dabigatran versus warfarin in patients with atrial fibrillation.,2009
DOAC_AF_NMA_REVIEW.html,NCT00403767,ROCKET-AF,2011,21830957,OK,NCT00403767,NCT00403767,YES,Rivaroxaban versus warfarin in nonvalvular atrial fibrillation.,2011
DOAC_AF_NMA_REVIEW.html,NCT00412984,ARISTOTLE,2011,21870978,OK,NCT00412984,NCT00412984,YES,Apixaban versus warfarin in patients with atrial fibrillation.,2011
DOAC_AF_NMA_REVIEW.html,NCT00781391,ENGAGE-AF-TIMI-48,2013,24251359,OK,NCT00781391,NCT00781391,YES,Edoxaban versus warfarin in patients with atrial fibrillation.,2013
DOAC_AF_REVIEW.html,NCT00262600,RE-LY,2009,19717844,OK,NCT00262600,NCT00262600,YES,Dabigatran versus warfarin in patients with atrial fibrillation.,2009
DOAC_AF_REVIEW.html,NCT00403767,ROCKET-AF,2011,21830957,OK,NCT00403767,NCT00403767,YES,Rivaroxaban versus warfarin in nonvalvular atrial fibrillation.,2011
DOAC_AF_REVIEW.html,NCT00412984,ARISTOTLE,2011,21870978,OK,NCT00412984,NCT00412984,YES,Apixaban versus warfarin in patients with atrial fibrillation.,2011
DOAC_AF_REVIEW.html,NCT00781391,ENGAGE AF-TIMI 48,2013,24251359,OK,NCT00781391,NCT00781391,YES,Edoxaban versus warfarin in patients with atrial fibrillation.,2013
DOAC_VTE_NMA_REVIEW.html,NCT00291330,RE-COVER,2009,19966341,OK,NCT00291330,NCT00291330,YES,Dabigatran versus warfarin in the treatment of acute venous thromboembolism.,2009
DOAC_VTE_NMA_REVIEW.html,NCT00440193,EINSTEIN-DVT,2010,21128814,OK,NCT00440193,"NCT00439725,NCT00440193",YES,Oral rivaroxaban for symptomatic venous thromboembolism.,2010
DOAC_VTE_NMA_REVIEW.html,NCT00643201,AMPLIFY,2013,23808982,OK,NCT00643201,NCT00643201,YES,Oral apixaban for the treatment of acute venous thromboembolism.,2013
DOAC_VTE_NMA_REVIEW.html,NCT00986154,HOKUSAI-VTE,2013,23991658,OK,NCT00986154,NCT00986154,YES,Edoxaban versus warfarin for the treatment of symptomatic venous thromboembolism.,2013
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03122262,ADVANCE,2019,31339677,OK,NCT03122262,NCT03122262,YES,Dolutegravir plus Two Different Prodrugs of Tenofovir to Treat HIV.,2019
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT02777229,NAMSAL,2019,31339674,NO_DATABANK,NCT02777229,,,Health Care Autonomy of Women Living with HIV.,2019
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03048422,IMPAACT 2010,2021,33812489,NO_DATABANK,NCT03048422,,,Psoriasis.,2021
DONANEMAB_AD_SOLO_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ 2,2023,37459141,OK,NCT04437511,NCT04437511,YES,Donanemab in Early Symptomatic Alzheimer Disease: The TRAILBLAZER-ALZ 2 Randomized Clinical Trial.,2023
DORAVIRINE_HIV_REVIEW.html,NCT02403674,DRIVE-AHEAD,2019,30184165,OK,NCT02403674,NCT02403674,YES,Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate is Non-inferior to Efavirenz/Emtricitabine/Tenof,2019
DORAVIRINE_HIV_REVIEW.html,NCT02275780,DRIVE-FORWARD,2018,29592840,OK,NCT02275780,NCT02275780,YES,Doravirine versus ritonavir-boosted darunavir in antiretroviral-naive adults with HIV-1 (DRIVE-FORWA,2018
DORAVIRINE_HIV_REVIEW.html,NCT02397096,DRIVE-SHIFT,2019,30985556,OK,NCT02397096,NCT02397096,YES,Switching to Doravirine/Lamivudine/Tenofovir Disoproxil Fumarate (DOR/3TC/TDF) Maintains HIV-1 Virol,2019
DUPILUMAB_AD_REVIEW.html,NCT02277743,SOLO-1,2016,27690741,OK,NCT02277743,"NCT02277743,NCT02277769",YES,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016
DUPILUMAB_AD_REVIEW.html,NCT02277769,SOLO-2,2016,27690741,OK,NCT02277769,"NCT02277743,NCT02277769",YES,Two Phase 3 Trials of Dupilumab versus Placebo in Atopic Dermatitis.,2016
DUPILUMAB_AD_REVIEW.html,NCT02260986,CHRONOS,2017,28478972,OK,NCT02260986,NCT02260986,YES,Long-term management of moderate-to-severe atopic dermatitis with dupilumab and concomitant topical ,2017
DUPILUMAB_COPD_REVIEW.html,NCT03930732,BOREAS,2023,37272521,OK,NCT03930732,NCT03930732,YES,Dupilumab for COPD with Type 2 Inflammation Indicated by Eosinophil Counts.,2023
DUPILUMAB_COPD_REVIEW.html,NCT04456673,NOTUS,2024,38767614,OK,NCT04456673,NCT04456673,YES,Dupilumab for COPD with Blood Eosinophil Evidence of Type 2 Inflammation.,2024
EBOLA_VACCINE_REVIEW.html,NCT02378753,STRIVE Sierra Leone (rVSV\u0394G-ZEBOV),2018,29929129,NO_DATABANK,NCT02378753,,,Root iron plaque alleviates cadmium toxicity to rice (Oryza sativa) seedlings.,2018
EBOLA_VACCINE_REVIEW.html,LEGACY-PACTR-EBOLA-CI-RING,Ebola ça Suffit Guinea Ring (Henao-Restrepo 2017),2017,28017403,ISRCTN_KEY,,,,Efficacy and effectiveness of an rVSV-vectored vaccine in preventing Ebola virus disease: final resu,2017
EFGARTIGIMOD_MG_REVIEW.html,NCT03669588,ADAPT,2021,34146511,OK,NCT03669588,"NCT03669588,NCT03770403",YES,"Safety, efficacy, and tolerability of efgartigimod in patients with generalised myasthenia gravis (A",2021
ELACESTRANT_BC_REVIEW.html,NCT03778931,EMERALD,2022,35584336,OK,NCT03778931,NCT03778931,YES,Elacestrant (oral selective estrogen receptor degrader) Versus Standard Endocrine Therapy for Estrog,2022
ENSIFENTRINE_COPD_REVIEW.html,NCT04535986,ENHANCE-1,2024,37938943,NO_DATABANK,NCT04535986,,,A Wearable Device Towards Automatic Detection and Treatment of Opioid Overdose.,2024
ENSIFENTRINE_COPD_REVIEW.html,NCT04542057,ENHANCE-2,2024,37938943,NO_DATABANK,NCT04542057,,,A Wearable Device Towards Automatic Detection and Treatment of Opioid Overdose.,2024
ESKETAMINE_TRD_REVIEW.html,NCT02418585,TRANSFORM-2,2019,30447328,NO_DATABANK,NCT02418585,,,A new generation of antidepressants: an update on the pharmaceutical pipeline for novel and rapid-ac,2019
ESKETAMINE_TRD_REVIEW.html,NCT02422186,TRANSFORM-3,2020,30447328,NO_DATABANK,NCT02422186,,,A new generation of antidepressants: an update on the pharmaceutical pipeline for novel and rapid-ac,2019
ETRASIMOD_UC_REVIEW.html,NCT03945188,ELEVATE UC 52,2023,36871574,OK,NCT03945188,"NCT03945188,NCT03996369",YES,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, dou",2023
ETRASIMOD_UC_REVIEW.html,NCT03996369,ELEVATE UC 12,2023,36871574,OK,NCT03996369,"NCT03945188,NCT03996369",YES,"Etrasimod as induction and maintenance therapy for ulcerative colitis (ELEVATE): two randomised, dou",2023
EVT_BASILAR_REVIEW.html,NCT04751708,ATTENTION,2022,36239644,OK,NCT04751708,NCT04751708,YES,Trial of Endovascular Treatment of Acute Basilar-Artery Occlusion.,2022
