file,nct,name,our_hr,aact_param_type,aact_value,aact_lci,aact_uci,aact_method,verdict,notes
CART_DLBCL_REVIEW.html,NCT03575351,TRANSFORM,0.35,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
CART_DLBCL_REVIEW.html,NCT03570892,BELINDA,1.07,Unadjusted stratified cox model hazard r,1.07,0.82,1.4,Stratified log-rank test one-sided,OK,
CART_MM_REVIEW.html,NCT04181827,CARTITUDE-4,0.26,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
CART_MM_REVIEW.html,NCT03651128,KarMMa-3,0.49,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
CBD_SEIZURE_REVIEW.html,NCT02091375,GWPCARE1,1.57,Median Difference (Final Values),-22.79,-41.06,-5.43,Wilcoxon rank-sum test,DEFECT,"SIGN_DIFFER(our=1.57,aact=-22.79)"
CBD_SEIZURE_REVIEW.html,NCT02224690,GWPCARE2,1.77,Median Difference (Final Values),-17.21,-30.32,-4.09,Wilcoxon rank-sum test,DEFECT,"SIGN_DIFFER(our=1.77,aact=-17.21)"
CBD_SEIZURE_REVIEW.html,NCT02224560,GWPCARE3,2.66,Median Difference (Final Values),-21.57,-34.79,-6.67,Wilcoxon rank-sum test,DEFECT,"SIGN_DIFFER(our=2.66,aact=-21.57)"
CBD_SEIZURE_REVIEW.html,NCT02224703,GWPCARE4,1.88,Treatment Ratio,0.743,0.568,0.971,Negative binomial regression,DEFECT,"SIGN_DIFFER(our=1.88,aact=0.743);MAGNITUDE_DIFFER(our=1.88,aact=0.74)"
CD_BIOLOGICS_NMA_REVIEW.html,NCT00152490,PRECiSE-1,1.53,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
CD_BIOLOGICS_NMA_REVIEW.html,NCT01224171,GEMINI-2,2.54,Risk Difference (RD),3.0,-4.5,10.5,Cochran-Mantel-Haenszel,OK,
CD_BIOLOGICS_NMA_REVIEW.html,NCT01369329,UNITI-1,1.5,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
CD_BIOLOGICS_NMA_REVIEW.html,NCT03105128,ADVANCE,1.82,Adjusted Risk Difference,20.7,12.4,29.0,Cochran-Mantel-Haenszel,OK,
CD_BIOLOGICS_NMA_REVIEW.html,NCT03345849,U-EXCEL,4.69,Adjusted Response Rate Difference,20.8,12.7,28.8,Cochran-Mantel-Haenszel,OK,
CDK46_MBC_REVIEW.html,NCT01740427,PALOMA-2,0.58,Hazard Ratio (HR),0.576,0.463,0.718,Stratified Log Rank,OK,
CDK46_MBC_REVIEW.html,NCT01958021,MONALEESA-2,0.56,Hazard Ratio (HR),0.556,0.429,0.72,Log Rank,OK,
CDK46_MBC_REVIEW.html,NCT02246621,MONARCH-3,0.54,Hazard Ratio (HR),0.54,0.418,0.698,Log Rank,OK,
CFTR_MODULATORS_NMA_REVIEW.html,NCT01807923,TRAFFIC,2.7,Least Squares (LS) Mean Difference,4.03,2.62,5.44,MMRM,OK,
CFTR_MODULATORS_NMA_REVIEW.html,NCT02347657,EVOLVE,4.0,Least Squares (LS) Mean Difference,4.0,3.1,4.8,Mixed model for repeated measures (MMRM),OK,
CFTR_MODULATORS_NMA_REVIEW.html,NCT03525444,VX18-445-102,13.8,Least Squares (LS) Mean Difference,13.8,12.1,15.4,Mixed-effects model for repeated measure,OK,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02456740,STRIVE,-3.7,LS Mean Difference,-1.4,-1.88,-0.92,Generalized Linear Mixed Model,OK,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02629861,HALO-EM,-1.3,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02614183,EVOLVE-1,-1.9,Mean Difference (Final Values),-1.92,-2.48,-1.37,Mixed Models Analysis,OK,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02559895,PROMISE-1,-0.69,Mean Difference (Final Values),-1.11,-1.68,-0.54,ANCOVA,OK,
CHOLERA_OCV_REVIEW.html,NCT02027207,Single-Dose Shanchol Banglades,0.5,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
COLCHICINE_CVD_REVIEW.html,NCT02551094,COLCOT,0.77,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
COLCHICINE_CVD_REVIEW.html,NCT03048825,CLEAR SYNERGY,0.99,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
COLCHICINE_CVD_REVIEW.html,NCT02898610,CONVINCE,0.84,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
COPD_TRIPLE_REVIEW.html,NCT02164513,IMPACT,0.75,Rate ratio,0.75,0.7,0.81,Negative binomial model,OK,
COPD_TRIPLE_REVIEW.html,NCT02465567,ETHOS,0.76,Rate Ratio,0.76,0.69,0.83,Negative Binomial Regression,OK,
COPD_TRIPLE_REVIEW.html,NCT02497001,KRONOS,0.52,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04960202,EPIC-HR,0.11,Percentage difference,-6.137,-8.208,-4.066,Normal approximation,DEFECT,"SIGN_DIFFER(our=0.11,aact=-6.137)"
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04575597,MOVe-OUT,0.69,Difference in Rates %,-4.1,-12.2,2.5,,DEFECT,"SIGN_DIFFER(our=0.69,aact=-4.1)"
CRYPTOCOCCAL_MENINGITIS_AFRICA_NMA_REVIEW.html,NCT01075152,COAT (ART timing in CM),1.73,Hazard Ratio (HR),1.73,1.06,2.82,"Regression, Cox",OK,
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT01627249,Protocol T DRCR (Wells 2015),2.1,Mean Difference (Final Values),3.5,1.4,5.7,ANCOVA,OK,
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT03622580,YOSEMITE (Wykoff 2022),-0.2,Adjusted mean difference,-0.2,-2.0,1.6,,OK,
DIABETIC_MACULAR_EDEMA_NMA_REVIEW.html,NCT03622593,RHINE (Wykoff 2022),1.5,Adjusted mean difference,1.5,-0.1,3.2,,OK,
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT01489189,Protocol S DRCR (Gross 2015),2.2,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT02718326,PANORAMA (Brown 2021),2.44,percentage difference,52.3,45.2,59.5,Cochran-Mantel-Haenszel,OK,
DIABETIC_RETINOPATHY_NMA_REVIEW.html,NCT02634333,Protocol W DRCR (Maturi 2021),0.54,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
DOAC_AF_NMA_REVIEW.html,NCT00262600,RE-LY,0.66,Cox Proportional Hazard,0.9,0.74,1.1,"Regression, Cox",OK,
DOAC_AF_NMA_REVIEW.html,NCT00403767,ROCKET-AF,0.88,Hazard Ratio (HR),0.79,0.66,0.96,Cox Proportional Hazards model,OK,
DOAC_AF_NMA_REVIEW.html,NCT00412984,ARISTOTLE,0.79,Hazard Ratio (HR),0.79,0.66,0.95,Cox Proportional Hazards Model,OK,
DOAC_AF_NMA_REVIEW.html,NCT00781391,ENGAGE-AF-TIMI-48,0.79,Hazard Ratio (HR),0.79,0.632,0.985,Cox proportional hazards model,OK,
DOAC_AF_REVIEW.html,NCT00262600,RE-LY,0.66,Cox Proportional Hazard,0.9,0.74,1.1,"Regression, Cox",OK,
DOAC_AF_REVIEW.html,NCT00403767,ROCKET-AF,0.88,Hazard Ratio (HR),0.79,0.66,0.96,Cox Proportional Hazards model,OK,
DOAC_AF_REVIEW.html,NCT00412984,ARISTOTLE,0.79,Hazard Ratio (HR),0.79,0.66,0.95,Cox Proportional Hazards Model,OK,
DOAC_AF_REVIEW.html,NCT00781391,ENGAGE AF-TIMI 48,0.79,Hazard Ratio (HR),0.79,0.632,0.985,Cox proportional hazards model,OK,
DOAC_VTE_NMA_REVIEW.html,NCT00291330,RE-COVER,1.1,Hazard Ratio (HR),1.05,0.65,1.7,"Regression, Cox",OK,
DOAC_VTE_NMA_REVIEW.html,NCT00440193,EINSTEIN-DVT,0.68,Hazard Ratio (HR),0.68,0.44,1.04,"Regression, Cox",OK,
DOAC_VTE_NMA_REVIEW.html,NCT00643201,AMPLIFY,0.84,Risk Ratio (RR),0.839,0.5965,1.1802,Yanagawa-Tango-Hiejima,OK,
DOAC_VTE_NMA_REVIEW.html,NCT00986154,HOKUSAI-VTE,0.89,Hazard Ratio (HR),0.89,0.703,1.128,"Regression, Cox",OK,
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03122262,ADVANCE,1.11,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT02777229,NAMSAL,1.08,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03048422,IMPAACT 2010,1.13,Risk Difference (RD),6.5,2.0,10.7,,OK,
DONANEMAB_AD_SOLO_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ 2,0.84,LS Mean change difference (Final Values),2.92,1.508,4.331,Mixed Models Analysis,OK,
DORAVIRINE_HIV_REVIEW.html,NCT02403674,DRIVE-AHEAD,1.04,Difference in percentages,3.537,-1.951,9.026,,OK,
DORAVIRINE_HIV_REVIEW.html,NCT02275780,DRIVE-FORWARD,1.05,Treatment Difference,3.913,-1.59,9.415,,OK,
DORAVIRINE_HIV_REVIEW.html,NCT02397096,DRIVE-SHIFT,0.96,Treatment Difference,-3.784,-7.877,0.31,,DEFECT,"SIGN_DIFFER(our=0.96,aact=-3.784)"
DUPILUMAB_AD_REVIEW.html,NCT02277743,SOLO-1,5.68,difference in percentages,27.7,20.18,35.17,Cochran-Mantel-Haenszel,OK,
DUPILUMAB_AD_REVIEW.html,NCT02277769,SOLO-2,6.4,difference in percentages,27.6,20.46,34.69,Cochran-Mantel-Haenszel,OK,
DUPILUMAB_AD_REVIEW.html,NCT02260986,CHRONOS,4.64,difference in percentages,26.3,16.34,36.26,Cochran-Mantel-Haenszel,OK,
DUPILUMAB_COPD_REVIEW.html,NCT03930732,BOREAS,0.7,Risk Difference (RD),-0.324,-0.508,-0.14,Negative binomial model,DEFECT,"SIGN_DIFFER(our=0.7,aact=-0.324)"
DUPILUMAB_COPD_REVIEW.html,NCT04456673,NOTUS,0.66,Risk Difference (RD),-0.435,-0.682,-0.188,Negative binomial model,DEFECT,"SIGN_DIFFER(our=0.66,aact=-0.435)"
EBOLA_VACCINE_REVIEW.html,NCT02378753,STRIVE Sierra Leone (rVSV\u039,1.0,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EFGARTIGIMOD_MG_REVIEW.html,NCT03669588,ADAPT,2.28,Odds Ratio (OR),4.951,2.213,11.528,"Regression, Logistic",DEFECT,"MAGNITUDE_DIFFER(our=2.28,aact=4.95)"
ELACESTRANT_BC_REVIEW.html,NCT03778931,EMERALD,0.7,Hazard Ratio (HR),0.546,0.387,0.768,Log Rank,OK,
ENSIFENTRINE_COPD_REVIEW.html,NCT04535986,ENHANCE-1,0.64,LS mean difference,0.0868,0.0551,0.1185,ANCOVA,OK,
ENSIFENTRINE_COPD_REVIEW.html,NCT04542057,ENHANCE-2,0.57,LS mean difference,0.0941,0.0647,0.1236,ANCOVA,OK,
ETRASIMOD_UC_REVIEW.html,NCT03945188,ELEVATE UC 52,3.89,Risk Difference (RD),19.75,12.88,26.63,Cochran-Mantel-Haenszel,OK,
ETRASIMOD_UC_REVIEW.html,NCT03996369,ELEVATE UC 12,1.72,Risk Difference (RD),9.69,1.14,18.23,Cochran-Mantel-Haenszel,OK,
EVT_BASILAR_REVIEW.html,NCT04751708,ATTENTION,2.43,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_BASILAR_REVIEW.html,NCT02737189,BAOCHE,1.91,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_BASILAR_REVIEW.html,NCT01717755,BASICS,1.17,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02142283,DAWN,3.71,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02586415,DEFUSE 3,2.6,Odds Ratio (OR),2.77,1.63,4.7,Cochran-Mantel-Haenszel,OK,
EVT_EXTENDED_WINDOW_REVIEW.html,NCT03098355,MR CLEAN-LATE,1.43,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_LARGECORE_REVIEW.html,NCT03702413,RESCUE-Japan LIMIT,1.75,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_LARGECORE_REVIEW.html,NCT04551664,ANGEL-ASPECT,2.5,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_LARGECORE_REVIEW.html,NCT03876457,SELECT2,2.82,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_LARGECORE_REVIEW.html,NCT03094715,TENSION,2.84,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_LARGECORE_REVIEW.html,NCT03811769,LASTE,2.3,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
EVT_LARGECORE_REVIEW.html,NCT03805308,TESLA,1.22,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02682927,Study 1 (Dravet),5.4,Percentage difference from Placebo,62.29,47.72,72.8,,OK,
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02926898,Study 2 (Dravet+stiripentol),11.77,Percent difference,-54.0,-67.2,-35.6,ANCOVA,DEFECT,"SIGN_DIFFER(our=11.77,aact=-54.0)"
FENFLURAMINE_SEIZURE_REVIEW.html,NCT03355209,LGS Study 1,2.44,Median Difference (A-P),-19.88,-31.02,-8.74,Wilcoxon (Mann-Whitney),DEFECT,"SIGN_DIFFER(our=2.44,aact=-19.88)"
FINERENONE_REVIEW.html,NCT02540993,FIDELIO-DKD,0.86,Hazard Ratio (HR),0.825,0.732,0.928,Log Rank,OK,
FINERENONE_REVIEW.html,NCT02545049,FIGARO-DKD,0.87,Hazard Ratio (HR),0.87,0.76,0.98,Log Rank,OK,
FINERENONE_REVIEW.html,NCT04435626,FINEARTS-HF,0.84,Rate ratio,0.84,0.74,0.95,stratified Andersen-Gill model,OK,
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT01631214,ARCH,0.52,Odds Ratio (OR),0.48,0.36,0.64,"Regression, Logistic",OK,
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT01575834,FRAME,0.27,Odds Ratio (OR),0.27,0.15,0.47,"Regression, Logistic",OK,
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00321620,ACTIVE,0.2,Hazard Ratio (HR),0.82,0.71,0.95,"Regression, Cox",DEFECT,"MAGNITUDE_DIFFER(our=0.20,aact=0.82)"
FRAGILITY_FRACTURE_NMA_REVIEW.html,NCT00089791,FREEDOM,0.32,Risk Ratio (RR),0.32,0.26,0.41,Mantel Haenszel,OK,
GLP1_CVOT_NMA_REVIEW.html,NCT01179048,LEADER,0.87,Hazard Ratio (HR),0.868,0.778,0.968,"Regression, Cox",OK,
GLP1_CVOT_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,0.74,Hazard Ratio (HR),0.74,0.58,0.95,"Regression, Cox",OK,
GLP1_CVOT_NMA_REVIEW.html,NCT01394952,REWIND,0.88,Hazard Ratio (HR),0.88,0.79,0.99,"Regression, Cox",OK,
GLP1_CVOT_NMA_REVIEW.html,NCT02692716,PIONEER-6,0.79,Hazard Ratio (HR),0.79,0.57,1.11,"Regression, Cox",OK,
GLP1_CVOT_NMA_REVIEW.html,NCT01147250,ELIXA,1.02,Hazard Ratio (HR),1.017,0.886,1.168,,OK,
GLP1_CVOT_NMA_REVIEW.html,NCT02465515,HARMONY-Outcomes,0.78,Hazard Ratio (HR),0.78,0.68,0.9,Wald test,OK,
GLP1_CVOT_NMA_REVIEW.html,NCT01144338,EXSCEL,0.91,Hazard Ratio (HR),0.91,0.832,1.004,"Regression, Cox",OK,
GLP1_CVOT_NMA_REVIEW.html,NCT03496298,AMPLITUDE-O,0.73,Hazard Ratio (HR),0.732,0.583,0.918,Log Rank,OK,
GLP1_CVOT_REVIEW.html,NCT01147250,ELIXA,1.02,Hazard Ratio (HR),1.017,0.886,1.168,,OK,
GLP1_CVOT_REVIEW.html,NCT01179048,LEADER,0.87,Hazard Ratio (HR),0.868,0.778,0.968,"Regression, Cox",OK,
GLP1_CVOT_REVIEW.html,NCT01720446,SUSTAIN-6,0.74,Hazard Ratio (HR),0.74,0.58,0.95,"Regression, Cox",OK,
GLP1_CVOT_REVIEW.html,NCT01144338,EXSCEL,0.91,Hazard Ratio (HR),0.91,0.832,1.004,"Regression, Cox",OK,
GLP1_CVOT_REVIEW.html,NCT02465515,HARMONY Outcomes,0.78,Hazard Ratio (HR),0.78,0.68,0.9,Wald test,OK,
GLP1_CVOT_REVIEW.html,NCT01394952,REWIND,0.88,Hazard Ratio (HR),0.88,0.79,0.99,"Regression, Cox",OK,
GLP1_CVOT_REVIEW.html,NCT02692716,PIONEER 6,0.79,Hazard Ratio (HR),0.79,0.57,1.11,"Regression, Cox",OK,
GLP1_CVOT_REVIEW.html,NCT03574597,SELECT,0.8,Hazard Ratio (HR),0.8,0.72,0.89,"Regression, Cox",OK,
GLP1_CVOT_REVIEW.html,NCT03496298,AMPLITUDE-O,0.73,Hazard Ratio (HR),0.732,0.583,0.918,Log Rank,OK,
GLP1_CVOT_REVIEW.html,NCT03914326,SOUL,0.86,Hazard Ratio (HR),0.86,0.77,0.96,"Regression, Cox",OK,
GLP1_MASH_NMA_REVIEW.html,NCT04822181,ESSENCE,3.18,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
GLP1_MASH_NMA_REVIEW.html,NCT04166773,SYNERGY-NASH,9.71,Odds Ratio (OR),7.45,2.27,24.44,"Regression, Logistic",OK,
GLP1_MASH_NMA_REVIEW.html,NCT02970942,Newsome NAFLD,10.41,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HCC_1L_NMA_REVIEW.html,NCT03434379,IMbrave150,0.66,Hazard Ratio (HR),0.58,0.42,0.79,Log Rank,OK,
HCC_1L_NMA_REVIEW.html,NCT03298451,HIMALAYA,0.78,Hazard Ratio (HR),0.78,0.66,0.92,"Regression, Cox",OK,
HCC_1L_NMA_REVIEW.html,NCT04039607,CheckMate 9DW,0.79,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HCC_1L_NMA_REVIEW.html,NCT03713593,LEAP-002,0.84,Hazard Ratio (HR),0.834,0.712,0.978,,OK,
HEMOPHILIA_GENE_THERAPY_NMA_REVIEW.html,NCT03370913,GENEr8-1 (Ozelo 2022),-3.84,% Reduction from Baseline,-77.0,,,"t-test, 2 sided",OK,
HEMOPHILIA_GENE_THERAPY_NMA_REVIEW.html,NCT03569891,HOPE-B (Pipe 2023),0.36,Rate Ratio,0.36,0.2,0.64,,OK,
HEMOPHILIA_GENE_THERAPY_NMA_REVIEW.html,NCT04370054,AFFINE (giroctocogene fitelpar,0.13,Mean Difference (Final Values),-3.49,-6.06,-0.91,Generalized linear model (GLM),DEFECT,"SIGN_DIFFER(our=0.13,aact=-3.49)"
HEPATITIS_B_TAF_TDF_REVIEW.html,NCT01940341,"GS-US-320-0108 (TAF vs TDF, HB",1.01,Difference in proportions,1.8,-3.6,7.2,,OK,
HEPATITIS_B_TAF_TDF_REVIEW.html,NCT01940471,"GS-US-320-0110 (TAF vs TDF, HB",0.96,Difference in proportions,-3.6,-9.8,2.6,,OK,
HEPATITIS_HCV_DAA_NMA_REVIEW.html,NCT02201940,ASTRAL-1,99.0,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HEPATITIS_HCV_DAA_NMA_REVIEW.html,NCT02201953,ASTRAL-3,1.19,Difference in proportions,14.4,9.2,19.6,,DEFECT,"MAGNITUDE_DIFFER(our=1.19,aact=14.40)"
HEPATITIS_HCV_DAA_NMA_REVIEW.html,NCT02642432,EXPEDITION-1,0.993,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HER2_LOW_ADC_NMA_REVIEW.html,NCT03734029,DESTINY-Breast04,0.5,Cox Proportional Hazard,0.5085,0.4012,0.6444,Log Rank,OK,
HER2_LOW_ADC_NMA_REVIEW.html,NCT04494425,DESTINY-Breast06,0.62,Hazard Ratio (HR),0.62,0.52,0.75,Log Rank,OK,
HER2_LOW_ADC_NMA_REVIEW.html,NCT03901339,TROPiCS-02,0.66,Hazard Ratio (HR),0.653,0.526,0.812,Log Rank,OK,
HER2_LOW_ADC_NMA_REVIEW.html,NCT05374512,TROPION-Breast01,0.63,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HF_QUADRUPLE_NMA_REVIEW.html,NCT03036124,DAPA-HF,0.74,Hazard Ratio (HR),0.74,0.65,0.85,"Regression, Cox",OK,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,0.75,Hazard Ratio (HR),0.75,0.65,0.86,"Regression, Cox",OK,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03619213,DELIVER,0.82,Hazard Ratio (HR),0.82,0.73,0.92,"Regression, Cox",OK,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,0.79,Hazard Ratio (HR),0.79,0.69,0.9,"Regression, Cox",OK,
HF_QUADRUPLE_NMA_REVIEW.html,NCT01035255,PARADIGM-HF,0.8,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HF_QUADRUPLE_NMA_REVIEW.html,NCT04435626,FINEARTS-HF,0.84,Rate ratio,0.84,0.74,0.95,stratified Andersen-Gill model,OK,
HIDRADENITIS_SUPPURATIVA_NMA_REVIEW.html,NCT01468207,PIONEER I (Kimball 2016),1.61,Adjusted mean difference,15.9,5.3,26.5,Cochran-Mantel-Haenszel,OK,
HIDRADENITIS_SUPPURATIVA_NMA_REVIEW.html,NCT01468233,PIONEER II (Kimball 2016),2.13,Adjusted mean difference,31.5,20.7,42.2,Cochran-Mantel-Haenszel,OK,
HIDRADENITIS_SUPPURATIVA_NMA_REVIEW.html,NCT04242446,BE HEARD I (Kimball 2024),1.2,Odds Ratio (OR),2.0,0.979,4.089,"Regression, Logistic",OK,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02879305,ASCEND-D,0.93,Hazard Ratio (HR),0.93,0.81,1.07,,OK,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02876835,ASCEND-ND,1.03,Hazard Ratio (HR),1.03,0.89,1.19,,OK,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02648347,PRO2TECT,1.17,Least squares mean difference,0.05,-0.04,0.15,,OK,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02892149,INNO2VATE,0.96,Least squares mean difference,-0.17,-0.23,-0.1,,DEFECT,"SIGN_DIFFER(our=0.96,aact=-0.17)"
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02052310,HIMALAYAS,0.96,LS Mean Difference,0.18,0.079,0.287,ANCOVA,OK,
HIGH_EFFICACY_MS_REVIEW.html,NCT01247324,OPERA-I,0.54,Rate Ratio,0.536,0.4,0.719,Negative Binomial Model,OK,
HIGH_EFFICACY_MS_REVIEW.html,NCT01412333,OPERA-II,0.53,Rate Ratio,0.532,0.397,0.714,Negative Binomial Model,OK,
HIGH_EFFICACY_MS_REVIEW.html,NCT02792218,ASCLEPIOS-I,0.49,rate ratio,0.495,0.375,0.655,negative binomial regression model,OK,
HIGH_EFFICACY_MS_REVIEW.html,NCT02792231,ASCLEPIOS-II,0.51,rate ratio,0.416,0.309,0.56,negative binomial regression model,OK,
HIV_ART_FIRSTLINE_NMA_REVIEW.html,NCT03122262,ADVANCE DTG/TAF,1.1,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HIV_ART_TIMING_NMA_REVIEW.html,NCT00867048,START (INSIGHT 2015),0.43,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HIV_ART_TIMING_NMA_REVIEW.html,NCT00495651,TEMPRANO (ANRS 12136),0.56,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HIV_ART_TIMING_NMA_REVIEW.html,NCT00074581,HPTN 052 (Cohen 2011/2016),0.07,Hazard Ratio (HR),0.07,0.02,0.22,"Regression, Cox",OK,
HIV_LA_PREP_NMA_REVIEW.html,NCT02720094,HPTN 083,0.34,A bias-adjusted hazard ratio,0.34,0.18,0.62,"Regression, Cox",OK,
HIV_LA_PREP_NMA_REVIEW.html,NCT03164564,HPTN 084,0.12,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HIV_LA_PREP_NMA_REVIEW.html,NCT04994509,PURPOSE-1,0.0,Rate Ratio,0.0,0.0,0.042,Likelihood ratio test,OK,
HIV_LA_PREP_NMA_REVIEW.html,NCT04925752,PURPOSE-2,0.11,Rate Ratio,0.043,0.01,0.182,Wald test,DEFECT,"MAGNITUDE_DIFFER(our=0.11,aact=0.04)"
HIV_PREP_INJECTABLE_NMA_REVIEW.html,NCT02720094,HPTN 083,0.34,A bias-adjusted hazard ratio,0.34,0.18,0.62,"Regression, Cox",OK,
HIV_PREP_INJECTABLE_NMA_REVIEW.html,NCT03164564,HPTN 084,0.12,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HIV_PREP_INJECTABLE_NMA_REVIEW.html,NCT02842086,DISCOVER (F/TAF vs F/TDF),0.47,Rate Ratio,0.468,0.191,1.149,,OK,
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00091936,SAPiT (Karim 2010+2011),0.56,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00108862,STRIDE / ACTG A5221 (Havlir 20,0.81,Mean Difference (Final Values),3.0,-2.0,8.0,"Z-test, 2-sided",OK,
HIV_TB_COINFECTION_ART_TIMING_NMA_REVIEW.html,NCT00226434,CAMELIA (Blanc 2011),0.62,,,,,,AACT_NO_PRIMARY_RESULT,No primary-outcome analysis with numeric param_value+CI in AACT
