file,base_nct,names,total,ctg_enrollment,ctg_acronym,ctg_title,ratio,category
IL_PSORIASIS_NMA_REVIEW.html,NCT01722331,reSURFACE-1,462,772,reSURFACE 1,"A Study to Evaluate the Efficacy and Safety of Subcutaneous MK-3222, Followed by",0.598,OK
IL_PSORIASIS_NMA_REVIEW.html,NCT01729754,reSURFACE-2,627,1090,reSURFACE 2,A Study to Evaluate the Efficacy and Safety/Tolerability of Subcutaneous Tildrak,0.575,OK
IL_PSORIASIS_NMA_REVIEW.html,NCT01708603,AMAGINE-2,1071,1831,AMAGINE-2,P3 Study Brodalumab in Treatment of Moderate to Severe Plaque Psoriasis,0.585,OK
IL_PSORIASIS_NMA_REVIEW.html,NCT02074982,CLEAR,668,676,,Efficacy of Secukinumab Compared to Ustekinumab in Patients With Plaque-type Pso,0.988,OK
IL_PSORIASIS_NMA_REVIEW.html,NCT03410992,BE READY,435,435,BE READY,A Study With a Initial Treatment Period Followed by a Randomized-withdrawal Peri,1.0,OK
INAVOLISIB_BC_REVIEW.html,NCT04191499,INAVO120,325,325,INAVO120,A Study Evaluating the Efficacy and Safety of Inavolisib + Palbociclib + Fulvest,1.0,OK
INCLISIRAN_REVIEW.html,NCT03397121,ORION-9,482,482,ORION-9,Trial to Evaluate the Effect of Inclisiran Treatment on Low Density Lipoprotein ,1.0,OK
INCLISIRAN_REVIEW.html,NCT03399370,ORION-10,1561,1561,ORION-10,Inclisiran for Participants With Atherosclerotic Cardiovascular Disease and Elev,1.0,OK
INCLISIRAN_REVIEW.html,NCT03400800,ORION-11,1617,1617,ORION-11,Inclisiran for Subjects With ASCVD or ASCVD-Risk Equivalents and Elevated Low-de,1.0,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT03954834,SURPASS-1,234,478,SURPASS-1,A Study of Tirzepatide (LY3298176) in Participants With Type 2 Diabetes Not Cont,0.49,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT03987919,SURPASS-2,939,1879,SURPASS-2,A Study of Tirzepatide (LY3298176) Versus Semaglutide Once Weekly as Add-on Ther,0.5,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT02054897,SUSTAIN-1,258,388,SUSTAIN™1,Efficacy and Safety of Semaglutide Once-weekly Versus Placebo in Drug-naïve Subj,0.665,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT01885208,SUSTAIN-3,809,813,SUSTAIN™ 3,Efficacy and Safety of Semaglutide Once-weekly Versus Exenatide ER 2.0 mg Once-w,0.995,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT02648204,SUSTAIN-7,600,1201,SUSTAIN 7,Efficacy and Safety of Semaglutide Versus Dulaglutide as add-on to Metformin in ,0.5,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT00518882,LEAD-6,464,467,LEAD-6,Effect of Liraglutide or Exenatide Added to an Ongoing Treatment on Blood Glucos,0.994,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT01624259,AWARD-6,599,599,AWARD-6,A Study Comparing the Effect of Dulaglutide With Liraglutide in Type 2 Diabetes,1.0,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT00318461,LEAD-2,364,1091,LEAD-2,To Compare the Effect of Liraglutide When Given Together With Metformin With the,0.334,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,3297,3297,SUSTAIN™ 6,Trial to Evaluate Cardiovascular and Other Long-term Outcomes With Semaglutide i,1.0,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT01144338,EXSCEL,14752,14752,,Exenatide Study of Cardiovascular Event Lowering Trial (EXSCEL): A Trial To Eval,1.0,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT02863419,PIONEER-4,569,711,PIONEER 4,Efficacy and Safety of Oral Semaglutide Versus Liraglutide and Versus Placebo in,0.8,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT02607865,PIONEER-3,931,1864,PIONEER 3,Efficacy and Long-term Safety of Oral Semaglutide Versus Sitagliptin in Subjects,0.499,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT01930188,SUSTAIN-2,815,1231,SUSTAIN™ 2,Efficacy and Safety of Semaglutide Once-weekly Versus Sitagliptin Once-daily as ,0.662,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT03882970,SURPASS-3,882,1444,SURPASS-3,A Study of Tirzepatide (LY3298176) Versus Insulin Degludec in Participants With ,0.611,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT03730662,SURPASS-4,1471,2002,SURPASS-4,A Study of Tirzepatide (LY3298176) Once a Week Versus Insulin Glargine Once a Da,0.735,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT04039503,SURPASS-5,237,475,SURPASS-5,A Study of Tirzepatide (LY3298176) Versus Placebo in Participants With Type 2 Di,0.499,OK
INCRETINS_T2D_NMA_REVIEW.html,NCT04537923,SURPASS-6,488,1428,SURPASS-6,A Study of Tirzepatide (LY3298176) Versus Insulin Lispro (U100) in Participants ,0.342,OK
INSULIN_ICODEC_REVIEW.html,NCT04460885,ONWARDS-1,984,984,ONWARDS 1,"A Research Study to Compare Two Types of Insulin, a New Insulin, Insulin Icodec ",1.0,OK
INSULIN_ICODEC_REVIEW.html,NCT04770532,ONWARDS-2,526,526,ONWARDS 2,"A Research Study to Compare Two Types of Insulin, a New Weekly Insulin, Insulin ",1.0,OK
INSULIN_ICODEC_REVIEW.html,NCT04795531,ONWARDS-3,588,588,ONWARDS 3,"A Research Study to Compare Two Types of Insulin, a New Insulin, Insulin Icodec ",1.0,OK
INTENSIVE_BP_REVIEW.html,NCT01206062,"SPRINT-SENIOR,SPRINT-CKD",2646,9361,SPRINT,Systolic Blood Pressure Intervention Trial,0.283,OUTLIER
INTENSIVE_BP_REVIEW.html,NCT00000620,ACCORD-BP,4733,10251,ACCORD,Action to Control Cardiovascular Risk in Diabetes (ACCORD),0.462,OK
INTENSIVE_BP_REVIEW.html,NCT03015311,STEP,8511,8000,STEP,Strategy of Blood Pressure Intervention in the Elderly Hypertensive Patients,1.064,OK
INTENSIVE_BP_REVIEW.html,NCT00059306,SPS3-BP,3020,3020,SPS3,Secondary Prevention of Small Subcortical Strokes Trial,1.0,OK
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02578680,KEYNOTE-189,616,616,,Study of Pemetrexed+Platinum Chemotherapy With or Without Pembrolizumab (MK-3475,1.0,OK
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02775435,KEYNOTE-407,559,559,,A Study of Carboplatin-Paclitaxel/Nab-Paclitaxel Chemotherapy With or Without Pe,1.0,OK
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02366143,IMpower150,692,1202,IMpower150,A Study of Atezolizumab in Combination With Carboplatin Plus (+) Paclitaxel With,0.576,OK
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT03164616,POSEIDON,675,1186,POSEIDON,Study of Durvalumab + Tremelimumab With Chemotherapy or Durvalumab With Chemothe,0.569,OK
IPTACOPAN_IGAN_REVIEW.html,NCT04578834,APPLAUSE-IgAN,443,518,APPLAUSE-IgAN,Study of Efficacy and Safety of LNP023 in Primary IgA Nephropathy Patients,0.855,OK
JAK_RA_REVIEW.html,NCT01710358,RA-BEAM,975,1307,RA-BEAM,A Study in Moderate to Severe Rheumatoid Arthritis,0.746,OK
JAK_RA_REVIEW.html,NCT02675426,SELECT-NEXT,442,661,SELECT-NEXT,A Study Comparing Upadacitinib (ABT-494) to Placebo in Adults With Rheumatoid Ar,0.669,OK
JAK_RA_REVIEW.html,NCT02889796,FINCH-1,950,1759,FINCH 1,Filgotinib in Combination With Methotrexate in Adults With Moderately to Severel,0.54,OK
JAK_UC_REVIEW.html,NCT01465763,OCTAVE Induction 1,598,614,OCTAVE,"A Study Evaluating The Efficacy And Safety Of CP-690,550 In Patients With Modera",0.974,OK
JAK_UC_REVIEW.html,NCT02819635,U-ACHIEVE Induction,473,1302,,A Study to Evaluate the Safety and Efficacy of Upadacitinib (ABT-494) for Induct,0.363,OK
JAK_UC_REVIEW.html,NCT02914522,SELECTION Induction A,343,1351,SELECTION,Study to Evaluate the Efficacy and Safety of Filgotinib in the Induction and Mai,0.254,OUTLIER
JAKI_AD_NMA_REVIEW.html,NCT03349060,JADE-MONO-1,232,387,JADE Mono-1,Study to Evaluate Efficacy and Safety of PF-04965842 in Subjects Aged 12 Years A,0.599,OK
JAKI_AD_NMA_REVIEW.html,NCT03575871,JADE-MONO-2,232,391,JADE Mono-2,Study Evaluating Efficacy and Safety of PF-04965842 in Subjects Aged 12 Years An,0.593,OK
JAKI_AD_NMA_REVIEW.html,NCT03569293,Measure Up 1,566,912,Measure Up 1,Evaluation of Upadacitinib in Adolescent and Adult Patients With Moderate to Sev,0.621,OK
JAKI_AD_NMA_REVIEW.html,NCT03607422,Measure Up 2,560,912,,A Study to Evaluate Upadacitinib in Adolescents and Adults With Moderate to Seve,0.614,OK
JAKI_AD_NMA_REVIEW.html,NCT03334396,BREEZE-AD1,300,660,BREEZE-AD1,A Study of Baricitinib (LY3009104) in Patients With Moderate to Severe Atopic De,0.455,OK
JAKI_AD_NMA_REVIEW.html,NCT03334422,BREEZE-AD2,307,615,BREEZE-AD2,Study of Baricitinib (LY3009104) in Patients With Moderate to Severe Atopic Derm,0.499,OK
JAKI_AD_REVIEW.html,NCT03349060,JADE MONO-1,232,387,JADE Mono-1,Study to Evaluate Efficacy and Safety of PF-04965842 in Subjects Aged 12 Years A,0.599,OK
JAKI_AD_REVIEW.html,NCT03575871,JADE MONO-2,233,391,JADE Mono-2,Study Evaluating Efficacy and Safety of PF-04965842 in Subjects Aged 12 Years An,0.596,OK
JAKI_AD_REVIEW.html,NCT03569293,MEASURE-UP 1,562,912,Measure Up 1,Evaluation of Upadacitinib in Adolescent and Adult Patients With Moderate to Sev,0.616,OK
JAKI_AD_REVIEW.html,NCT03607422,MEASURE-UP 2,554,912,,A Study to Evaluate Upadacitinib in Adolescents and Adults With Moderate to Seve,0.607,OK
JAKI_RA_NMA_REVIEW.html,NCT00853385,ORAL-Standard,306,717,,"A Phase 3 Study Comparing 2 Doses Of CP-690,550 And The Active Comparator, Humir",0.427,OK
JAKI_RA_NMA_REVIEW.html,NCT01710358,RA-BEAM,975,1307,RA-BEAM,A Study in Moderate to Severe Rheumatoid Arthritis,0.746,OK
JAKI_RA_NMA_REVIEW.html,NCT02629159,SELECT-Compare,1302,1629,SELECT-COMPARE,A Study Comparing Upadacitinib (ABT-494) to Placebo and to Adalimumab in Adults ,0.799,OK
JAKI_RA_NMA_REVIEW.html,NCT02889796,FINCH-1,950,1759,FINCH 1,Filgotinib in Combination With Methotrexate in Adults With Moderately to Severel,0.54,OK
KARXT_SCZ_REVIEW.html,NCT04659161,EMERGENT-2,252,252,,A Study to Assess Efficacy and Safety of KarXT in Acutely Psychotic Hospitalized,1.0,OK
KARXT_SCZ_REVIEW.html,NCT04738123,EMERGENT-3,256,256,,A Study to Assess Efficacy and Safety of KarXT in Acutely Psychotic Hospitalized,1.0,OK
KRAS_G12C_NMA_REVIEW.html,NCT04303780,CodeBreaK 200,345,345,,"Study to Compare AMG 510 ""Proposed INN Sotorasib"" With Docetaxel in Non Small Ce",1.0,OK
KRAS_G12C_NMA_REVIEW.html,NCT04685135,KRYSTAL-12,453,453,KRYSTAL-12,Phase 3 Study of MRTX849 (Adagrasib) vs Docetaxel in Patients With Advanced Non-,1.0,OK
LEBRIKIZUMAB_AD_REVIEW.html,NCT04146363,ADvocate1,352,424,,Evaluation of the Efficacy and Safety of Lebrikizumab (LY3650150) in Moderate to,0.83,OK
LEBRIKIZUMAB_AD_REVIEW.html,NCT04178967,ADvocate2,353,445,ADvocate2,Evaluation of the Efficacy and Safety of Lebrikizumab (LY3650150) in Moderate to,0.793,OK
LEBRIKIZUMAB_AD_REVIEW.html,NCT04250337,ADhere,211,228,ADhere,Safety and Efficacy of Lebrikizumab (LY3650150) in Combination With Topical Cort,0.925,OK
LENACAPAVIR_PREP_REVIEW.html,NCT04994509,PURPOSE-1,5338,5368,PURPOSE 1,Pre-Exposure Prophylaxis Study of Lenacapavir and Emtricitabine/Tenofovir Alafen,0.994,OK
LENACAPAVIR_PREP_REVIEW.html,NCT04925752,PURPOSE-2,3267,3292,PURPOSE 2,Study of Lenacapavir for HIV Pre-Exposure Prophylaxis in People Who Are at Risk ,0.992,OK
LU_PSMA_MCRPC_REVIEW.html,NCT03511664,VISION,831,861,VISION,Study of 177Lu-PSMA-617 In Metastatic Castrate-Resistant Prostate Cancer,0.965,OK
LU_PSMA_MCRPC_REVIEW.html,NCT04689828,PSMAfore,468,469,PSMAfore,177Lu-PSMA-617 vs. Androgen Receptor-Directed Therapy in the Treatment of Progre,0.998,OK
MALARIA_ACT_NMA_REVIEW.html,NCT01704508,Bandim AL-vs-DP,346,346,,Improving Anti-malarial Treatment Options in Guinea-Bissau - Part A,1.0,OK
MALARIA_ACT_NMA_REVIEW.html,NCT06076213,TES2022 DRC,1260,1260,TES2022,Test Efficacy Study on the Recommended Antimalarial Drugs in the Democratic Repu,1.0,OK
MALARIA_ACT_NMA_REVIEW.html,NCT04565184,Yaounde TES Cameroon,242,242,,Effectiveness and Safety of Artesunate-Amodiaquine and Artemether-Lumefantrine f,1.0,OK
MALARIA_ACT_NMA_REVIEW.html,NCT05192265,Nigeria PA-vs-AL,172,172,,Efficacy and Safety of Pyronaridine-Artesunate Versus Artemether-Lumefantrine,1.0,OK
MALARIA_ACT_NMA_REVIEW.html,NCT04767191,Siaya-Bungoma TES Kenya,400,400,Kenya-TES,Malaria Therapeutic Efficacy Study (TES) Kenya,1.0,OK
MALARIA_VACCINES_NMA_REVIEW.html,NCT00866619,"RTS,S Phase 3",11899,15459,,Efficacy of GSK Biologicals' Candidate Malaria Vaccine 257049 Against Malaria Di,0.77,OK
MALARIA_VACCINES_NMA_REVIEW.html,NCT03896724,R21 Phase 2b,300,450,,"Safety, Immunogenicity and Efficacy of R21 Matrix-M in 5-17 Month Old Children i",0.667,OK
MALARIA_VACCINES_NMA_REVIEW.html,NCT04704830,R21 Phase 3,3200,4800,,R21/Matrix-M in African Children Against Clinical Malaria,0.667,OK
MDRTB_BPAL_REVIEW.html,NCT03086486,ZeNix,91,181,ZeNix,Various Doses and Durations of Linezolid Plus Bedaquiline & Pretomanid in Partic,0.503,OK
MDRTB_BPAL_REVIEW.html,NCT02589782,TB-PRACTECAL,275,552,TB-PRACTECAL,Pragmatic Clinical Trial for a More Effective Concise and Less Toxic MDR-TB Trea,0.498,OK
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03461757,ACHIEVE I,854,1811,,Trial in Adult Subjects With Acute Migraines,0.472,OK
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03235479,ACHIEVE II,920,1485,,Safety and Efficacy Study in Adult Subjects With Acute Migraines,0.62,OK
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT02867709,SAMURAI,1158,1686,ACHIEVE II,"Efficacy, Safety, and Tolerability of Oral Ubrogepant in the Acute Treatment of ",0.687,OK
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03872453,Rimegepant Study 303,1084,2154,,Acute Treatment Trial in Adult Subjects With Migraines,0.503,OK
MIRIKIZUMAB_UC_REVIEW.html,NCT03518086,LUCENT-1,1162,1281,,An Induction Study of Mirikizumab in Participants With Moderately to Severely Ac,0.907,OK
MIRIKIZUMAB_UC_REVIEW.html,NCT03524092,LUCENT-2,544,1177,LUCENT 2,A Maintenance Study of Mirikizumab in Participants With Moderately to Severely A,0.462,OK
MIRVETUXIMAB_OVARIAN_REVIEW.html,NCT04209855,MIRASOL,453,453,MIRASOL,A Study of Mirvetuximab Soravtansine vs. Investigator's Choice (IC) of Chemother,1.0,OK
MITAPIVAT_THALASSEMIA_REVIEW.html,NCT04770753,ENERGIZE,194,194,,A Study Evaluating the Efficacy and Safety of Mitapivat in Participants With Non,1.0,OK
MITRAL_FUNCMR_REVIEW.html,NCT01626079,COAPT,614,776,COAPT,Cardiovascular Outcomes Assessment of the MitraClip Percutaneous Therapy for Hea,0.791,OK
MITRAL_FUNCMR_REVIEW.html,NCT01920698,MITRA-FR,307,304,MITRA-FR,Multicentre Study of Percutaneous Mitral Valve Repair MitraClip Device in Patien,1.01,OK
MITRAL_FUNCMR_REVIEW.html,NCT02444338,RESHAPE-HF2,505,505,Reshape-HF2,A Clinical Evaluation of the Safety and Effectiveness of the MitraClip System in,1.0,OK
MM_1L_NMA_REVIEW.html,NCT02252172,MAIA,737,737,,"Study Comparing Daratumumab, Lenalidomide, and Dexamethasone With Lenalidomide a",1.0,OK
MM_1L_NMA_REVIEW.html,NCT02195479,ALCYONE,706,706,,A Study of Combination of Daratumumab and Velcade (Bortezomib) Melphalan-Prednis,1.0,OK
MM_1L_NMA_REVIEW.html,NCT02541383,CASSIOPEIA,1085,1085,Cassiopeia,A Study to Evaluate Daratumumab in Transplant Eligible Participants With Previou,1.0,OK
MM_1L_NMA_REVIEW.html,NCT03319667,IMROZ,530,475,IMROZ,A Study to Investigate the Clinical Benefit of Isatuximab in Combination With Bo,1.116,OUTLIER
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT02998528,CheckMate-816,358,505,CheckMate 816,A Neoadjuvant Study of Nivolumab Plus Ipilimumab or Nivolumab Plus Chemotherapy ,0.709,OK
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03425643,KEYNOTE-671,797,797,,Efficacy and Safety of Pembrolizumab (MK-3475) With Platinum Doublet Chemotherap,1.0,OK
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03800134,AEGEAN,802,825,AEGEAN,A Study of Neoadjuvant/Adjuvant Durvalumab for the Treatment of Patients With Re,0.972,OK
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT02878330,Nirsevimab Phase 2b,1453,1453,MEDI8897 Ph2b,A Study to Evaluate the Safety and Efficacy of MEDI8897 for the Prevention of Me,1.0,OK
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT03979313,MELODY,1490,3012,MELODY,A Study to Evaluate the Safety and Efficacy of MEDI8897 for the Prevention of Me,0.495,OK
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT05437510,HARMONIE,8058,8057,,Study of a Single Intramuscular Dose of Nirsevimab in the Prevention of Hospital,1.0,OK
OBESITY_DRUGS_NMA_REVIEW.html,NCT04184622,SURMOUNT-1,3162,2539,SURMOUNT-1,A Study of Tirzepatide (LY3298176) in Participants With Obesity or Overweight,1.245,OUTLIER
OBESITY_DRUGS_NMA_REVIEW.html,NCT03548935,STEP 1,1961,1961,STEP 1,STEP 1: Research Study Investigating How Well Semaglutide Works in People Suffer,1.0,OK
OBESITY_DRUGS_NMA_REVIEW.html,NCT01272219,SCALE Obesity,3731,3731,,Effect of Liraglutide on Body Weight in Non-diabetic Obese Subjects or Overweigh,1.0,OK
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02151981,AURA3,419,421,AURA3,AZD9291 (Osimertinib) Versus Platinum-Based Doublet-Chemotherapy in Locally Adva,0.995,OK
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02296125,FLAURA,556,674,FLAURA,AZD9291 Versus Gefitinib or Erlotinib in Patients With Locally Advanced or Metas,0.825,OK
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02511106,ADAURA,682,682,ADAURA,AZD9291 Versus Placebo in Patients With Stage IB-IIIA Non-small Cell Lung Carcin,1.0,OK
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT04035486,FLAURA2,557,587,FLAURA2,A Study of Osimertinib With or Without Chemotherapy as 1st Line Treatment in Pat,0.949,OK
PAH_THERAPY_NMA_REVIEW.html,NCT04576988,STELLAR,323,324,,A Study of Sotatercept for the Treatment of Pulmonary Arterial Hypertension (MK-,0.997,OK
PAH_THERAPY_NMA_REVIEW.html,NCT01106014,GRIPHON,1156,1156,GRIPHON,Selexipag (ACT-293987) in Pulmonary Arterial Hypertension,1.0,OK
PAH_THERAPY_NMA_REVIEW.html,NCT00810693,PATENT-1,380,445,PATENT-1,A Study to Evaluate Efficacy and Safety of Oral BAY63-2521 in Patients With Pulm,0.854,OK
PAH_THERAPY_NMA_REVIEW.html,NCT00660179,SERAPHIN,492,742,SERAPHIN,Study of Macitentan (ACT-064992) on Morbidity and Mortality in Patients With Sym,0.663,OK
PARP_ARPI_MCRPC_REVIEW.html,NCT03732820,PROpel,796,895,,Study on Olaparib Plus Abiraterone as First-line Therapy in Men With Metastatic ,0.889,OK
PARP_ARPI_MCRPC_REVIEW.html,NCT03748641,MAGNITUDE,423,765,MAGNITUDE,A Study of Niraparib in Combination With Abiraterone Acetate and Prednisone Vers,0.553,OK
PARP_ARPI_MCRPC_REVIEW.html,NCT03395197,TALAPRO-2,805,1054,TALAPRO-2,Talazoparib + Enzalutamide vs. Enzalutamide Monotherapy in mCRPC,0.764,OK
PARP_OVARIAN_REVIEW.html,NCT01844986,SOLO-1,391,450,SOLO-1,Olaparib Maintenance Monotherapy in Patients With BRCA Mutated Ovarian Cancer Fo,0.869,OK
PARP_OVARIAN_REVIEW.html,NCT02477644,PAOLA-1,806,806,PAOLA-1,"Platine, Avastin and OLAparib in 1st Line",1.0,OK
PARP_OVARIAN_REVIEW.html,NCT02655016,PRIMA,733,733,,A Study of Niraparib (GSK3985771) Maintenance Treatment in Participants With Adv,1.0,OK
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT01960348,APOLLO,225,225,,"APOLLO: The Study of an Investigational Drug, Patisiran (ALN-TTR02), for the Tre",1.0,OK
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT03759379,HELIOS-A,199,164,,HELIOS-A: A Study of Vutrisiran (ALN-TTRSC02) in Patients With Hereditary Transt,1.213,OUTLIER
PBC_PPAR_REVIEW.html,NCT04526665,ELATIVE,161,161,ELATIVE,Study of Elafibranor in Patients With Primary Biliary Cholangitis (PBC),1.0,OK
PBC_PPAR_REVIEW.html,NCT04620733,RESPONSE,193,193,,RESPONSE: Response to Seladelpar in Subjects With Primary Biliary Cholangitis (P,1.0,OK
PCSK9_LIPID_NMA_REVIEW.html,NCT01327846,IMPROVE-IT,18144,10066,CANTOS,Cardiovascular Risk Reduction Study (Reduction in Recurrent Major CV Disease Eve,1.803,OUTLIER
PCSK9_LIPID_NMA_REVIEW.html,NCT01764633,FOURIER,27564,27564,FOURIER,Further Cardiovascular Outcomes Research With PCSK9 Inhibition in Subjects With ,1.0,OK
PCSK9_LIPID_NMA_REVIEW.html,NCT01663402,ODYSSEY-OUTCOMES,18924,18924,,ODYSSEY Outcomes: Evaluation of Cardiovascular Outcomes After an Acute Coronary ,1.0,OK
PCSK9_LIPID_NMA_REVIEW.html,NCT02993406,CLEAR-OUTCOMES,13970,13970,CLEAR Outcomes,"Evaluation of Major Cardiovascular Events in Participants With, or at High Risk ",1.0,OK
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613,"OAKS-PM,OAKS-PEOM",412,637,,A Study to Compare the Efficacy and Safety of Intravitreal APL-2 Therapy With Sh,0.647,OK
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600,"DERBY-PM,DERBY-PEOM",396,621,,Study to Compare the Efficacy and Safety of Intravitreal APL-2 Therapy With Sham,0.638,OK
PI3K_AKT_BC_REVIEW.html,NCT02437318,SOLAR-1,341,572,SOLAR-1,Study Assessing the Efficacy and Safety of Alpelisib Plus Fulvestrant in Men and,0.596,OK
PI3K_AKT_BC_REVIEW.html,NCT04305496,CAPItello-291,708,818,CAPItello-291,Capivasertib+Fulvestrant vs Placebo+Fulvestrant as Treatment for Locally Advance,0.866,OK
PI3K_AKT_BC_REVIEW.html,NCT04191499,INAVO120,325,325,INAVO120,A Study Evaluating the Efficacy and Safety of Inavolisib + Palbociclib + Fulvest,1.0,OK
PPH_BUNDLE_NMA_REVIEW.html,NCT00872469,WOMAN,20021,20060,WOMAN,World Maternal Antifibrinolytic Trial,0.998,OK
PPH_BUNDLE_NMA_REVIEW.html,NCT03475342,WOMAN-2,8403,15068,WOMAN-2,World Maternal Antifibrinolytic Trial_2,0.558,OK
PPH_BUNDLE_NMA_REVIEW.html,NCT04341662,E-MOTIVE,105423,99659,E-MOTIVE,A Clinical Trial to Study the Effectiveness of a Care Bundle to Prevent Bleeding,1.058,OK
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT01365598,Eziefula 2014 Uganda,232,468,,Evaluation of the Gametocytocidal Efficacy and Safety of Primaquine in Uncomplic,0.496,OK
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT02174900,SAFEPRIM Burkina Faso,50,70,,Safety of Primaquine + Artemether-lumefantrine in G6PD Deficient Males With an A,0.714,OK
PSA_BIOLOGICS_NMA_REVIEW.html,NCT01695239,SPIRIT-P1,213,417,SPIRIT-P1,A Study of Ixekizumab in Participants With Active Psoriatic Arthritis,0.511,OK
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03158285,DISCOVER-2,491,741,,A Study Evaluating the Efficacy and Safety of Guselkumab Administered Subcutaneo,0.663,OK
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03895203,BE OPTIMAL,712,852,BE OPTIMAL,A Study to Test the Efficacy and Safety of Bimekizumab in the Treatment of Subje,0.836,OK
PSA_BIOLOGICS_NMA_REVIEW.html,NCT03104400,SELECT-PsA 1,848,1705,SELECT - PsA 1,A Study Comparing Upadacitinib (ABT-494) to Placebo and to Adalimumab in Partici,0.497,OK
RCC_1L_NMA_REVIEW.html,NCT03141177,CheckMate 9ER,651,701,CheckMate 9ER,A Study of Nivolumab Combined With Cabozantinib Compared to Sunitinib in Previou,0.929,OK
RCC_1L_NMA_REVIEW.html,NCT02853331,KEYNOTE-426,861,861,,Study to Evaluate the Efficacy and Safety of Pembrolizumab (MK-3475) in Combinat,1.0,OK
RCC_1L_NMA_REVIEW.html,NCT02811861,CLEAR,712,1069,CLEAR,Lenvatinib/Everolimus or Lenvatinib/Pembrolizumab Versus Sunitinib Alone as Trea,0.666,OK
RCC_1L_NMA_REVIEW.html,NCT02231749,CheckMate 214,847,1390,,Nivolumab Combined With Ipilimumab Versus Sunitinib in Previously Untreated Adva,0.609,OK
RESMETIROM_MASH_REVIEW.html,NCT03900429,MAESTRO-NASH,644,1759,MAESTRO-NASH,A Phase 3 Study to Evaluate the Efficacy and Safety of MGL-3196 (Resmetirom) in ,0.366,OK
RISANKIZUMAB_CD_REVIEW.html,NCT03105128,ADVANCE,511,931,,A Study of the Efficacy and Safety of Risankizumab in Participants With Moderate,0.549,OK
RISANKIZUMAB_CD_REVIEW.html,NCT03104413,MOTIVATE,412,618,,A Study to Assess the Efficacy and Safety of Risankizumab in Participants With M,0.667,OK
RISANKIZUMAB_CD_REVIEW.html,NCT03105102,FORTIFY,305,1336,FORTIFY,A Study of the Efficacy and Safety of Risankizumab in Participants With Crohn's ,0.228,OUTLIER
ROMOSOZUMAB_OP_REVIEW.html,NCT01575834,FRAME,7180,7180,FRAME,Efficacy and Safety of Romosozumab Treatment in Postmenopausal Women With Osteop,1.0,OK
ROMOSOZUMAB_OP_REVIEW.html,NCT01631214,ARCH,4093,4093,ARCH,Study to Determine the Efficacy and Safety of Romosozumab in the Treatment of Po,1.0,OK
ROMOSOZUMAB_OP_REVIEW.html,NCT02186171,BRIDGE,245,245,BRIDGE,A Study to Compare the Safety and Efficacy of Romosozumab (AMG 785) Versus Place,1.0,OK
RSV_VACCINE_OLDER_REVIEW.html,NCT05035212,RENOIR,34284,38861,RENOIR,"Study to Evaluate the Efficacy, Immunogenicity, and Safety of RSVpreF in Adults.",0.882,OK
