file,key,claim_name,claim_year,pmid,verdict,pubmed_title,pubmed_year,pubmed_journal,pubmed_first_author,year_diff,title_token_overlap,authors_in_snippet
INCRETINS_T2D_NMA_REVIEW.html,NCT01885208,SUSTAIN-3,2018,29766634,OK,Semaglutide induces weight loss in subjects with type 2 diabetes regardless of baseline BMI or gastr,2018,Diabetes Obes Metab,Ahrén B,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT02648204,SUSTAIN-7,2018,29397376,OK,Semaglutide versus dulaglutide once weekly in patients with type 2 diabetes (SUSTAIN 7): a randomise,2018,Lancet Diabetes Endocrinol,Pratley RE,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT00518882,LEAD-6,2009,19515413,OK,"Liraglutide once a day versus exenatide twice a day for type 2 diabetes: a 26-week randomised, paral",2009,Lancet,Buse JB,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT01624259,AWARD-6,2014,25018121,OK,Once-weekly dulaglutide versus once-daily liraglutide in metformin-treated patients with type 2 diab,2014,Lancet,Dungan KM,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT00318461,LEAD-2,2009,18931095,OK,"Efficacy and safety comparison of liraglutide, glimepiride, and placebo, all in combination with met",2009,Diabetes Care,Nauck M,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,2016,27633186,TRIAL_PMID_MISALIGNED,Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes.,2016,N Engl J Med,Marso SP,0,0,0
INCRETINS_T2D_NMA_REVIEW.html,NCT01144338,EXSCEL,2017,28910237,TRIAL_PMID_MISALIGNED,Effects of Once-Weekly Exenatide on Cardiovascular Outcomes in Type 2 Diabetes.,2017,N Engl J Med,Holman RR,0,0,0
INCRETINS_T2D_NMA_REVIEW.html,NCT02863419,PIONEER-4,2019,31186120,OK,Oral semaglutide versus subcutaneous liraglutide and placebo in type 2 diabetes (PIONEER 4): a rando,2019,Lancet,Pratley R,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT02607865,PIONEER-3,2019,30903796,OK,Effect of Additional Oral Semaglutide vs Sitagliptin on Glycated Hemoglobin in Adults With Type 2 Di,2019,JAMA,Rosenstock J,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT01930188,SUSTAIN-2,2017,28385659,OK,Efficacy and safety of once-weekly semaglutide versus once-daily sitagliptin as an add-on to metform,2017,Lancet Diabetes Endocrinol,Ahrén B,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT03882970,SURPASS-3,2021,34370970,OK,Once-weekly tirzepatide versus once-daily insulin degludec as add-on to metformin with or without SG,2021,Lancet,Ludvik B,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT03730662,SURPASS-4,2021,34672967,OK,Tirzepatide versus insulin glargine in type 2 diabetes and increased cardiovascular risk (SURPASS-4),2021,Lancet,Del Prato S,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT04039503,SURPASS-5,2022,35133415,OK,Effect of Subcutaneous Tirzepatide vs Placebo Added to Titrated Insulin Glargine on Glycemic Control,2022,JAMA,Dahl D,0,1,0
INCRETINS_T2D_NMA_REVIEW.html,NCT04537923,SURPASS-6,2023,37786396,OK,Tirzepatide vs Insulin Lispro Added to Basal Insulin in Type 2 Diabetes: The SURPASS-6 Randomized Cl,2023,JAMA,Rosenstock J,0,1,0
INSULIN_ICODEC_REVIEW.html,NCT04460885,ONWARDS-1,2023,37356066,TRIAL_PMID_MISALIGNED,Weekly Icodec versus Daily Glargine U100 in Type 2 Diabetes without Previous Insulin.,2023,N Engl J Med,Rosenstock J,0,0,0
INSULIN_ICODEC_REVIEW.html,NCT04770532,ONWARDS-2,2023,37148899,OK,Switching to once-weekly insulin icodec versus once-daily insulin degludec in individuals with basal,2023,Lancet Diabetes Endocrinol,Philis-Tsimikas A,0,1,0
INSULIN_ICODEC_REVIEW.html,NCT04795531,ONWARDS-3,2023,37354562,OK,Once-Weekly Insulin Icodec vs Once-Daily Insulin Degludec in Adults With Insulin-Naive Type 2 Diabet,2023,JAMA,Lingvay I,0,1,0
INTENSIVE_BP_REVIEW.html,NCT00000620,ACCORD-BP,2010,20228401,TRIAL_PMID_MISALIGNED,Effects of intensive blood-pressure control in type 2 diabetes mellitus.,2010,N Engl J Med,ACCORD Study Group,0,0,0
INTENSIVE_BP_REVIEW.html,NCT03015311,STEP,2021,34491661,TRIAL_PMID_MISALIGNED,Trial of Intensive Blood-Pressure Control in Older Patients with Hypertension.,2021,N Engl J Med,Zhang W,0,0,0
INTENSIVE_BP_REVIEW.html,NCT00059306,SPS3-BP,2013,23726159,OK,Blood-pressure targets in patients with recent lacunar stroke: the SPS3 randomised trial.,2013,Lancet,SPS3 Study Group,0,1,0
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02578680,KEYNOTE-189,2018,29658856,TRIAL_PMID_MISALIGNED,Pembrolizumab plus Chemotherapy in Metastatic Non-Small-Cell Lung Cancer.,2018,N Engl J Med,Gandhi L,0,0,0
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02775435,KEYNOTE-407,2018,30280635,TRIAL_PMID_MISALIGNED,Pembrolizumab plus Chemotherapy for Squamous Non-Small-Cell Lung Cancer.,2018,N Engl J Med,Paz-Ares L,0,0,0
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02366143,IMpower150,2018,29863955,TRIAL_PMID_MISALIGNED,Atezolizumab for First-Line Treatment of Metastatic Nonsquamous NSCLC.,2018,N Engl J Med,Socinski MA,0,0,0
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT03164616,POSEIDON,2023,36327426,OK,Durvalumab With or Without Tremelimumab in Combination With Chemotherapy as First-Line Therapy for M,2023,J Clin Oncol,Johnson ML,0,1,0
IPTACOPAN_IGAN_REVIEW.html,NCT04578834,APPLAUSE-IgAN,2024,39259640,TRIAL_PMID_MISALIGNED,Effects of Individual Research Practices on fNIRS Signal Quality and Latent Characteristics.,2024,IEEE Trans Neural Syst Rehabil Eng,Bizzego A,0,0,0
JAK_RA_REVIEW.html,NCT01710358,RA-BEAM,2017,28199814,TRIAL_PMID_MISALIGNED,Baricitinib versus Placebo or Adalimumab in Rheumatoid Arthritis.,2017,N Engl J Med,Taylor PC,0,0,0
JAK_RA_REVIEW.html,NCT02675426,SELECT-NEXT,2018,29908669,OK,Safety and efficacy of upadacitinib in patients with rheumatoid arthritis and inadequate response to,2018,Lancet,Burmester GR,0,2,0
JAK_RA_REVIEW.html,NCT02889796,FINCH-1,2021,33504485,TRIAL_PMID_MISALIGNED,Filgotinib versus placebo or adalimumab in patients with rheumatoid arthritis and inadequate respons,2021,Ann Rheum Dis,Combe B,0,0,0
JAK_UC_REVIEW.html,NCT01465763,OCTAVE Induction 1,2017,28467869,OK,Tofacitinib as Induction and Maintenance Therapy for Ulcerative Colitis.,2017,N Engl J Med,Sandborn WJ,0,1,0
JAK_UC_REVIEW.html,NCT02819635,U-ACHIEVE Induction,2022,35644166,OK,Upadacitinib as induction and maintenance therapy for moderately to severely active ulcerative colit,2022,Lancet,Danese S,0,1,0
JAK_UC_REVIEW.html,NCT02914522,SELECTION Induction A,2021,34090625,OK,Filgotinib as induction and maintenance therapy for ulcerative colitis (SELECTION): a phase 2b/3 dou,2021,Lancet,Feagan BG,0,2,0
JAKI_AD_NMA_REVIEW.html,NCT03349060,JADE-MONO-1,2020,32711801,OK,Efficacy and safety of abrocitinib in adults and adolescents with moderate-to-severe atopic dermatit,2020,Lancet,Simpson EL,0,2,0
JAKI_AD_NMA_REVIEW.html,NCT03575871,JADE-MONO-2,2020,32492087,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Abrocitinib in Patients With Moderate-to-Severe Atopic Dermatitis: A Randomiz,2020,JAMA Dermatol,Silverberg JI,0,0,0
JAKI_AD_NMA_REVIEW.html,NCT03569293,Measure Up 1,2021,34087125,TRIAL_PMID_MISALIGNED,BRCA2: a 25-year journey from gene identification to targeted cancer treatment.,2021,Lancet Oncol,Grinda T,0,0,0
JAKI_AD_NMA_REVIEW.html,NCT03607422,Measure Up 2,2021,34087125,TRIAL_PMID_MISALIGNED,BRCA2: a 25-year journey from gene identification to targeted cancer treatment.,2021,Lancet Oncol,Grinda T,0,0,0
JAKI_AD_NMA_REVIEW.html,NCT03334396,BREEZE-AD1,2020,32328972,TRIAL_PMID_MISALIGNED,Ketamine as an Anesthetic for Patients with Acute Brain Injury: A Systematic Review.,2020,Neurocrit Care,Gregers MCT,0,0,0
JAKI_AD_NMA_REVIEW.html,NCT03334422,BREEZE-AD2,2020,32328972,TRIAL_PMID_MISALIGNED,Ketamine as an Anesthetic for Patients with Acute Brain Injury: A Systematic Review.,2020,Neurocrit Care,Gregers MCT,0,0,0
JAKI_AD_REVIEW.html,NCT03349060,JADE MONO-1,2020,32711801,OK,Efficacy and safety of abrocitinib in adults and adolescents with moderate-to-severe atopic dermatit,2020,Lancet,Simpson EL,0,2,0
JAKI_AD_REVIEW.html,NCT03575871,JADE MONO-2,2020,32492087,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Abrocitinib in Patients With Moderate-to-Severe Atopic Dermatitis: A Randomiz,2020,JAMA Dermatol,Silverberg JI,0,0,0
JAKI_AD_REVIEW.html,NCT03569293,MEASURE-UP 1,2021,35262646,OK,Efficacy and Safety of Upadacitinib in Patients With Moderate to Severe Atopic Dermatitis: Analysis ,2022,JAMA Dermatol,Simpson EL,1,1,0
JAKI_AD_REVIEW.html,NCT03607422,MEASURE-UP 2,2021,35262646,OK,Efficacy and Safety of Upadacitinib in Patients With Moderate to Severe Atopic Dermatitis: Analysis ,2022,JAMA Dermatol,Simpson EL,1,1,0
JAKI_RA_NMA_REVIEW.html,NCT00853385,ORAL-Standard,2012,22873531,TRIAL_PMID_MISALIGNED,Tofacitinib or adalimumab versus placebo in rheumatoid arthritis.,2012,N Engl J Med,van Vollenhoven RF,0,0,0
JAKI_RA_NMA_REVIEW.html,NCT01710358,RA-BEAM,2017,28199814,TRIAL_PMID_MISALIGNED,Baricitinib versus Placebo or Adalimumab in Rheumatoid Arthritis.,2017,N Engl J Med,Taylor PC,0,0,0
JAKI_RA_NMA_REVIEW.html,NCT02629159,SELECT-Compare,2019,31362993,OK,Safety and effectiveness of upadacitinib or adalimumab plus methotrexate in patients with rheumatoid,2019,Ann Rheum Dis,Fleischmann RM,0,0,1
JAKI_RA_NMA_REVIEW.html,NCT02889796,FINCH-1,2021,33504485,TRIAL_PMID_MISALIGNED,Filgotinib versus placebo or adalimumab in patients with rheumatoid arthritis and inadequate respons,2021,Ann Rheum Dis,Combe B,0,0,0
KARXT_SCZ_REVIEW.html,NCT04659161,EMERGENT-2,2024,38104575,OK,Efficacy and safety of the muscarinic receptor agonist KarXT (xanomeline-trospium) in schizophrenia ,2024,Lancet,Kaul I,0,1,0
KARXT_SCZ_REVIEW.html,NCT04738123,EMERGENT-3,2024,38691387,TRIAL_PMID_MISALIGNED,Efficacy and Safety of Xanomeline-Trospium Chloride in Schizophrenia: A Randomized Clinical Trial.,2024,JAMA Psychiatry,Kaul I,0,0,0
KRAS_G12C_NMA_REVIEW.html,NCT04303780,CodeBreaK 200,2023,37582415,TRIAL_PMID_MISALIGNED,Extramitochondrial ATP as [Ca(2+)](m) and cardiolipin content regulator.,2023,Biochim Biophys Acta Biomembr,Babich LG,0,0,0
KRAS_G12C_NMA_REVIEW.html,NCT04685135,KRYSTAL-12,2024,38937977,TRIAL_PMID_MISALIGNED,Clinicogenomic predictors of outcomes in patients with hepatocellular carcinoma treated with immunot,2024,Oncologist,Cowzer D,0,0,0
LEBRIKIZUMAB_AD_REVIEW.html,NCT04146363,ADvocate1,2023,36920778,TRIAL_PMID_MISALIGNED,Two Phase 3 Trials of Lebrikizumab for Moderate-to-Severe Atopic Dermatitis.,2023,N Engl J Med,Silverberg JI,0,0,0
LEBRIKIZUMAB_AD_REVIEW.html,NCT04178967,ADvocate2,2023,36920778,TRIAL_PMID_MISALIGNED,Two Phase 3 Trials of Lebrikizumab for Moderate-to-Severe Atopic Dermatitis.,2023,N Engl J Med,Silverberg JI,0,0,0
LEBRIKIZUMAB_AD_REVIEW.html,NCT04250337,ADhere,2023,36630140,OK,Efficacy and Safety of Lebrikizumab in Combination With Topical Corticosteroids in Adolescents and A,2023,JAMA Dermatol,Simpson EL,0,1,0
LENACAPAVIR_PREP_REVIEW.html,NCT04994509,PURPOSE-1,2024,39046157,TRIAL_PMID_MISALIGNED,Twice-Yearly Lenacapavir or Daily F/TAF for HIV Prevention in Cisgender Women.,2024,N Engl J Med,Bekker LG,0,0,0
LENACAPAVIR_PREP_REVIEW.html,NCT04925752,PURPOSE-2,2024,39602624,TRIAL_PMID_MISALIGNED,Twice-Yearly Lenacapavir for HIV Prevention in Men and Gender-Diverse Persons.,2025,N Engl J Med,Kelley CF,1,0,0
LIPID_HUB_REVIEW.html,NCT01492361,REDUCE-IT,2019,30415628,TRIAL_PMID_MISALIGNED,Cardiovascular Risk Reduction with Icosapent Ethyl for Hypertriglyceridemia.,2019,N Engl J Med,Bhatt DL,0,0,0
LIPID_HUB_REVIEW.html,NCT02104817,STRENGTH,2020,33190147,OK,Effect of High-Dose Omega-3 Fatty Acids vs Corn Oil on Major Adverse Cardiovascular Events in Patien,2020,JAMA,Nicholls SJ,0,1,0
LIPID_HUB_REVIEW.html,NCT01169259,VITAL,2019,33206192,OK,Effect of Vitamin D3 Supplements on Development of Advanced Cancer: A Secondary Analysis of the VITA,2020,JAMA Netw Open,Chandler PD,1,1,0
LIPID_HUB_REVIEW.html,NCT01841944,OMEMI,2021,33191772,TRIAL_PMID_MISALIGNED,"Effects of n-3 Fatty Acid Supplements in Elderly Patients After Myocardial Infarction: A Randomized,",2021,Circulation,Kalstad AA,0,0,0
LIPID_HUB_REVIEW.html,NCT02944682,RESPECT-EPA,2022,36214599,TRIAL_PMID_MISALIGNED,Liquefied Petroleum Gas or Biomass for Cooking and Effects on Birth Weight.,2022,N Engl J Med,Clasen TF,0,0,0
LU_PSMA_MCRPC_REVIEW.html,NCT03511664,VISION,2021,34161051,TRIAL_PMID_MISALIGNED,Lutetium-177-PSMA-617 for Metastatic Castration-Resistant Prostate Cancer.,2021,N Engl J Med,Sartor O,0,0,0
LU_PSMA_MCRPC_REVIEW.html,NCT04689828,PSMAfore,2024,39293462,OK,(177)Lu-PSMA-617 versus a change of androgen receptor pathway inhibitor therapy for taxane-naive pat,2024,Lancet,Morris MJ,0,1,0
MALARIA_ACT_NMA_REVIEW.html,NCT01704508,Bandim AL-vs-DP,2017,28335780,TRIAL_PMID_MISALIGNED,Considerable interobserver variation in delineation of pancreatic cancer on 3DCT and 4DCT: a multi-i,2017,Radiat Oncol,Versteijne E,0,0,0
MALARIA_VACCINE_NMA_REVIEW.html,NCT00866619,"RTS,S/AS01 Phase 3",2015,25913272,OK,"Efficacy and safety of RTS,S/AS01 malaria vaccine with or without a booster dose in infants and chil",2015,Lancet,"RTS,S Clinical Trials Partnership",0,2,1
MALARIA_VACCINE_NMA_REVIEW.html,NCT03896724,R21/Matrix-M Phase 2b (Datoo 2021),2021,33964223,OK,"Efficacy of a low-dose candidate malaria vaccine, R21 in adjuvant Matrix-M, with seasonal administra",2021,Lancet,Datoo MS,0,2,2
MALARIA_VACCINE_NMA_REVIEW.html,NCT04704830,R21/Matrix-M Phase 3 (Datoo 2024),2024,38310910,OK,"Safety and efficacy of malaria vaccine candidate R21/Matrix-M in African children: a multicentre, do",2024,Lancet,Datoo MS,0,2,3
MALARIA_VACCINES_NMA_REVIEW.html,NCT00866619,"RTS,S Phase 3",2015,25913272,OK,"Efficacy and safety of RTS,S/AS01 malaria vaccine with or without a booster dose in infants and chil",2015,Lancet,"RTS,S Clinical Trials Partnership",0,1,1
MALARIA_VACCINES_NMA_REVIEW.html,NCT03896724,R21 Phase 2b,2021,33964223,OK,"Efficacy of a low-dose candidate malaria vaccine, R21 in adjuvant Matrix-M, with seasonal administra",2021,Lancet,Datoo MS,0,1,0
MALARIA_VACCINES_NMA_REVIEW.html,NCT04704830,R21 Phase 3,2024,38346856,TRIAL_PMID_MISALIGNED,Statement of Retraction: Liver X Receptors Activation Attenuates Ischemia Reperfusion Injury of Live,2024,J Invest Surg,,0,0,0
MDR_TB_SHORTENED_NMA_REVIEW.html,NCT02589782,TB-PRACTECAL (BPaLM vs SOC),2022,36546625,TRIAL_PMID_MISALIGNED,"A 24-Week, All-Oral Regimen for Rifampin-Resistant Tuberculosis.",2022,N Engl J Med,Nyang'wa BT,0,0,0
MDR_TB_SHORTENED_NMA_REVIEW.html,NCT02333799,Nix-TB (BPaL single-arm XDR-TB),2020,32130813,OK,Treatment of Highly Drug-Resistant Pulmonary Tuberculosis.,2020,N Engl J Med,Conradie F,0,0,3
MDR_TB_SHORTENED_NMA_REVIEW.html,NCT03086486,ZeNix (BPaL dose-finding),2022,36167739,TRIAL_PMID_MISALIGNED,"Corrigendum to ""D-578, an orally active triple monoamine reuptake inhibitor, displays antidepressant",2022,Eur J Pharmacol,Dutta AK,0,0,0
MDRTB_BPAL_REVIEW.html,NCT02333799,Nix-TB,2020,32130813,OK,Treatment of Highly Drug-Resistant Pulmonary Tuberculosis.,2020,N Engl J Med,Conradie F,0,0,1
MDRTB_BPAL_REVIEW.html,NCT03086486,ZeNix,2022,36099496,TRIAL_PMID_MISALIGNED,Prophylaxis of Post-Endoscopic Retrograde Cholangiopancreatography Pancreatitis Using Temporary Panc,2022,Pancreas,Koshitani T,0,0,0
MDRTB_BPAL_REVIEW.html,NCT02589782,TB-PRACTECAL,2022,36342063,TRIAL_PMID_MISALIGNED,Dietary ingredient change induces a transient MyD88-dependent mucosal enteric glial cell response an,2023,Nutr Neurosci,Liu Z,1,0,0
MEDITERRANEAN_DIET_CV_NMA_REVIEW.html,LEGACY-ISRCTN-35739639-PREDIMED,PREDIMED (Estruch 2018 reanalysis),2018,29897866,OK,Primary Prevention of Cardiovascular Disease with a Mediterranean Diet Supplemented with Extra-Virgi,2018,N Engl J Med,Estruch R,0,0,2
MEDITERRANEAN_DIET_CV_NMA_REVIEW.html,NCT00924937,CORDIOPREV (Delgado-Lista 2022),2022,35525596,TRIAL_PMID_MISALIGNED,Target-triggered cascade signal amplification for sensitive electrochemical detection of SARS-CoV-2 ,2022,Anal Chim Acta,Deng Y,0,0,0
MEDITERRANEAN_DIET_CV_NMA_REVIEW.html,LEGACY-ISRCTN-89898870-PREDIMEDPLUS,PREDIMED-Plus (Salas-Salvado 2024),2024,38924767,TRIAL_PMID_MISALIGNED,Accidental uterine extensions in cesarean deliveries - outcome of subsequent pregnancy.,2024,J Perinat Med,Toussia-Cohen S,0,0,0
MENTAL_HEALTH_FRIENDSHIP_BENCH_REVIEW.html,LEGACY-PACTR-FRIENDSHIP-BENCH,Friendship Bench Zimbabwe,2016,28027368,OK,Effect of a Primary Care-Based Psychological Intervention on Symptoms of Common Mental Disorders in ,2016,JAMA,Chibanda D,0,1,1
MHEALTH_ART_ADHERENCE_REVIEW.html,NCT00830622,WelTel Kenya 1,2010,21071074,OK,Effects of a mobile phone short message service on antiretroviral treatment adherence in Kenya (WelT,2010,Lancet,Lester RT,0,2,1
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03461757,ACHIEVE I,2019,31816158,TRIAL_PMID_MISALIGNED,Volunteering at CerviCusco in Peru.,2020,Cancer Cytopathol,Pantanowitz L,1,0,0
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03235479,ACHIEVE II,2019,31821278,TRIAL_PMID_MISALIGNED,Post-operative periprosthetic humeral fractures after reverse shoulder arthroplasty: a review of the,2019,Acta Biomed,Canton G,0,0,0
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT02867709,SAMURAI,2019,31466997,TRIAL_PMID_MISALIGNED,Stress urinary incontinence: study finds fourfold variation in use of surgery across England.,2019,BMJ,Dijk S,0,0,0
MIGRAINE_ACUTE_NMA_REVIEW.html,NCT03872453,Rimegepant Study 303,2019,30699266,TRIAL_PMID_MISALIGNED,[Elimination of cervical cancer in Latin America].,2018,Salud Publica Mex,Herrero R,-1,0,0
MIRIKIZUMAB_UC_REVIEW.html,NCT03518086,LUCENT-1,2023,37379135,TRIAL_PMID_MISALIGNED,Mirikizumab as Induction and Maintenance Therapy for Ulcerative Colitis.,2023,N Engl J Med,D'Haens G,0,0,0
MIRIKIZUMAB_UC_REVIEW.html,NCT03524092,LUCENT-2,2023,37379135,TRIAL_PMID_MISALIGNED,Mirikizumab as Induction and Maintenance Therapy for Ulcerative Colitis.,2023,N Engl J Med,D'Haens G,0,0,0
MIRVETUXIMAB_OVARIAN_REVIEW.html,NCT04209855,MIRASOL,2024,38567989,TRIAL_PMID_MISALIGNED,Detection of uridine diphosphate glucuronosyltransferase 1A1 for pancreatic cancer imaging and treat,2024,Analyst,Wang L,0,0,0
MITAPIVAT_THALASSEMIA_REVIEW.html,NCT04770753,ENERGIZE,2024,39349100,TRIAL_PMID_MISALIGNED,Dysmenorrhea-Related Impact on Functioning Scale: Development and Measurement Properties for Cisgend,2025,Value Health,Arruda GT,1,0,0
MITRAL_FUNCMR_REVIEW.html,NCT01626079,COAPT,2018,30280640,TRIAL_PMID_MISALIGNED,Transcatheter Mitral-Valve Repair in Patients with Heart Failure.,2018,N Engl J Med,Stone GW,0,0,0
MITRAL_FUNCMR_REVIEW.html,NCT01920698,MITRA-FR,2018,30145927,TRIAL_PMID_MISALIGNED,Percutaneous Repair or Medical Treatment for Secondary Mitral Regurgitation.,2018,N Engl J Med,Obadia JF,0,0,0
MITRAL_FUNCMR_REVIEW.html,NCT02444338,RESHAPE-HF2,2024,39216092,TRIAL_PMID_MISALIGNED,Transcatheter Valve Repair in Heart Failure with Moderate to Severe Mitral Regurgitation.,2024,N Engl J Med,Anker SD,0,0,0
MM_1L_NMA_REVIEW.html,NCT02252172,MAIA,2019,30790663,TRIAL_PMID_MISALIGNED,Molecular cloning and expression analysis of MyD88 and TRAF6 in Qihe crucian carp Carassius auratus.,2019,Fish Shellfish Immunol,Zhang J,0,0,0
MM_1L_NMA_REVIEW.html,NCT02195479,ALCYONE,2018,29231133,TRIAL_PMID_MISALIGNED,"Daratumumab plus Bortezomib, Melphalan, and Prednisone for Untreated Myeloma.",2018,N Engl J Med,Mateos MV,0,0,0
MM_1L_NMA_REVIEW.html,NCT02541383,CASSIOPEIA,2019,31171419,OK,"Bortezomib, thalidomide, and dexamethasone with or without daratumumab before and after autologous s",2019,Lancet,Moreau P,0,1,0
MM_1L_NMA_REVIEW.html,NCT03319667,IMROZ,2024,38842558,TRIAL_PMID_MISALIGNED,Comparison of Ductal Stent Versus Surgical Shunt as Initial Intervention for Neonates with Pulmonary,2024,Pediatr Cardiol,Puente BN,0,0,0
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT02998528,CheckMate-816,2022,35403841,TRIAL_PMID_MISALIGNED,Neoadjuvant Nivolumab plus Chemotherapy in Resectable Lung Cancer.,2022,N Engl J Med,Forde PM,0,0,0
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03425643,KEYNOTE-671,2023,37272513,TRIAL_PMID_MISALIGNED,Perioperative Pembrolizumab for Early-Stage Non-Small-Cell Lung Cancer.,2023,N Engl J Med,Wakelee H,0,0,0
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03800134,AEGEAN,2023,37870974,TRIAL_PMID_MISALIGNED,Perioperative Durvalumab for Resectable Non-Small-Cell Lung Cancer.,2023,N Engl J Med,Heymach JV,0,0,0
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT02878330,Nirsevimab Phase 2b,2020,32726528,OK,Single-Dose Nirsevimab for Prevention of RSV in Preterm Infants.,2020,N Engl J Med,Griffin MP,0,1,0
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT03979313,MELODY,2022,35235726,TRIAL_PMID_MISALIGNED,Nirsevimab for Prevention of RSV in Healthy Late-Preterm and Term Infants.,2022,N Engl J Med,Hammitt LL,0,0,0
OBESITY_DRUGS_NMA_REVIEW.html,NCT04184622,SURMOUNT-1,2022,35658024,TRIAL_PMID_MISALIGNED,Tirzepatide Once Weekly for the Treatment of Obesity.,2022,N Engl J Med,Jastreboff AM,0,0,0
OBESITY_DRUGS_NMA_REVIEW.html,NCT03548935,STEP 1,2021,33567185,TRIAL_PMID_MISALIGNED,Once-Weekly Semaglutide in Adults with Overweight or Obesity.,2021,N Engl J Med,Wilding JPH,0,0,0
OBESITY_DRUGS_NMA_REVIEW.html,NCT01272219,SCALE Obesity,2015,26132939,TRIAL_PMID_MISALIGNED,"A Randomized, Controlled Trial of 3.0 mg of Liraglutide in Weight Management.",2015,N Engl J Med,Pi-Sunyer X,0,0,0
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02151981,AURA3,2017,27959700,TRIAL_PMID_MISALIGNED,Osimertinib or Platinum-Pemetrexed in EGFR T790M-Positive Lung Cancer.,2017,N Engl J Med,Mok TS,0,0,0
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02296125,FLAURA,2018,29151359,TRIAL_PMID_MISALIGNED,Osimertinib in Untreated EGFR-Mutated Advanced Non-Small-Cell Lung Cancer.,2018,N Engl J Med,Soria JC,0,0,0
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02511106,ADAURA,2020,32955177,TRIAL_PMID_MISALIGNED,Osimertinib in Resected EGFR-Mutated Non-Small-Cell Lung Cancer.,2020,N Engl J Med,Wu YL,0,0,0
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT04035486,FLAURA2,2023,37937763,TRIAL_PMID_MISALIGNED,Osimertinib with or without Chemotherapy in EGFR-Mutated Advanced NSCLC.,2023,N Engl J Med,Planchard D,0,0,0
PAH_THERAPY_NMA_REVIEW.html,NCT04576988,STELLAR,2023,36877098,TRIAL_PMID_MISALIGNED,Phase 3 Trial of Sotatercept for Treatment of Pulmonary Arterial Hypertension.,2023,N Engl J Med,Hoeper MM,0,0,0
PAH_THERAPY_NMA_REVIEW.html,NCT01106014,GRIPHON,2015,26699168,TRIAL_PMID_MISALIGNED,Selexipag for the Treatment of Pulmonary Arterial Hypertension.,2015,N Engl J Med,Sitbon O,0,0,0
PAH_THERAPY_NMA_REVIEW.html,NCT00810693,PATENT-1,2013,23883378,TRIAL_PMID_MISALIGNED,Riociguat for the treatment of pulmonary arterial hypertension.,2013,N Engl J Med,Ghofrani HA,0,0,0
PAH_THERAPY_NMA_REVIEW.html,NCT00660179,SERAPHIN,2013,23984728,TRIAL_PMID_MISALIGNED,Macitentan and morbidity and mortality in pulmonary arterial hypertension.,2013,N Engl J Med,Pulido T,0,0,0
PARP_ARPI_MCRPC_REVIEW.html,NCT03732820,PROpel,2022,37714168,OK,Olaparib plus abiraterone versus placebo plus abiraterone in metastatic castration-resistant prostat,2023,Lancet Oncol,Saad F,1,1,0
PARP_ARPI_MCRPC_REVIEW.html,NCT03748641,MAGNITUDE,2023,37399894,OK,Niraparib plus abiraterone acetate with prednisone in patients with metastatic castration-resistant ,2023,Ann Oncol,Chi KN,0,1,0
PARP_ARPI_MCRPC_REVIEW.html,NCT03395197,TALAPRO-2,2023,37285865,OK,Talazoparib plus enzalutamide in men with first-line metastatic castration-resistant prostate cancer,2023,Lancet,Agarwal N,0,1,0
PARP_OVARIAN_REVIEW.html,NCT01844986,SOLO-1,2018,30345884,TRIAL_PMID_MISALIGNED,Maintenance Olaparib in Patients with Newly Diagnosed Advanced Ovarian Cancer.,2018,N Engl J Med,Moore K,0,0,0
