file,nct,name,rob_class,rob_raw
HIGH_EFFICACY_MS_REVIEW.html,NCT02792218,ASCLEPIOS-I,NO_ROB,
HIGH_EFFICACY_MS_REVIEW.html,NCT02792231,ASCLEPIOS-II,NO_ROB,
HIV_ART_FIRSTLINE_REVIEW.html,NCT03122262,ADVANCE DTG/TAF,NO_ROB,
HIV_ART_FIRSTLINE_REVIEW.html,NCT03122262_TDF,ADVANCE DTG/TDF,NO_ROB,
HIV_ART_TIMING_REVIEW.html,NCT00867048,START (INSIGHT 2015),NO_ROB,
HIV_ART_TIMING_REVIEW.html,NCT00495651,TEMPRANO (ANRS 12136),NO_ROB,
HIV_ART_TIMING_REVIEW.html,NCT00074581,HPTN 052 (Cohen 2011/2016),NO_ROB,
HIV_LA_PREP_REVIEW.html,NCT02720094,HPTN 083,NO_ROB,
HIV_LA_PREP_REVIEW.html,NCT03164564,HPTN 084,NO_ROB,
HIV_LA_PREP_REVIEW.html,NCT04994509,PURPOSE-1,NO_ROB,
HIV_LA_PREP_REVIEW.html,NCT04925752,PURPOSE-2,NO_ROB,
HIV_PREP_INJECTABLE_REVIEW.html,NCT02720094,HPTN 083,NO_ROB,
HIV_PREP_INJECTABLE_REVIEW.html,NCT03164564,HPTN 084,NO_ROB,
HIV_PREP_INJECTABLE_REVIEW.html,NCT02842086,DISCOVER (F/TAF vs F/TDF),NO_ROB,
HIV_TB_COINFECTION_ART_TIMING_REVIEW.html,NCT00091936,SAPiT (Karim 2010+2011),NO_ROB,
HIV_TB_COINFECTION_ART_TIMING_REVIEW.html,NCT00108862,STRIDE / ACTG A5221 (Havlir 2011),NO_ROB,
HIV_TB_COINFECTION_ART_TIMING_REVIEW.html,NCT00226434,CAMELIA (Blanc 2011),NO_ROB,
HPV_DOSE_REDUCTION_REVIEW.html,NCT03675256,KEN-SHE bivalent,NO_ROB,
HPV_DOSE_REDUCTION_REVIEW.html,NCT03675256_NONAV,KEN-SHE nonavalent,NO_ROB,
HPV_DOSE_REDUCTION_REVIEW.html,NCT02834637,DoRIS 1d-vs-3d bivalent,NO_ROB,
HPV_VACCINE_SCHEDULES_REVIEW.html,NCT00122681,PATRICIA Cervarix 3-dose,NO_ROB,
HPV_VACCINE_SCHEDULES_REVIEW.html,NCT00092534,FUTURE II Gardasil-4 3-dose,NO_ROB,
HPV_VACCINE_SCHEDULES_REVIEW.html,NCT03675256,KEN SHE single-dose (Barnabas 2022),NO_ROB,
HYDROCORTISONE_SEPTIC_SHOCK_REVIEW.html,NCT01448109,ADRENAL (Venkatesh 2018),NO_ROB,
HYDROCORTISONE_SEPTIC_SHOCK_REVIEW.html,NCT00625209,APROCCHSS (Annane 2018),NO_ROB,
HYDROCORTISONE_SEPTIC_SHOCK_REVIEW.html,NCT00670254,HYPRESS (Keh 2016),NO_ROB,
ICU_SEDATION_REVIEW.html,NCT01728558,SPICE-III (Shehabi 2019),NO_ROB,
ICU_SEDATION_REVIEW.html,NCT00466492,Strom 2010 no-sedation,NO_ROB,
ICU_SEDATION_REVIEW.html,NCT03653832,A2B Trial (Lewis 2025),NO_ROB,
IL23_PSA_REVIEW.html,NCT03675308,KEEPsAKE-1,NO_ROB,
IL23_PSA_REVIEW.html,NCT03671148,KEEPsAKE-2,NO_ROB,
IL23_PSA_REVIEW.html,NCT03162796,DISCOVER-1,NO_ROB,
IL23_PSA_REVIEW.html,NCT03158285,DISCOVER-2,NO_ROB,
IL23_PSORIASIS_REVIEW.html,NCT02207231,VOYAGE 1,NO_ROB,
IL23_PSORIASIS_REVIEW.html,NCT02684370,UltIMMa-1,NO_ROB,
IL23_PSORIASIS_REVIEW.html,NCT01722331,reSURFACE 1,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT02207231,VOYAGE 1,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT02684370,UltIMMa-1,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01474512,UNCOVER-1,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01597245,UNCOVER-2,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01646177,UNCOVER-3,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01365455,ERASURE,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01358578,FIXTURE,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT03536884,BE RADIANT,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT03370133,BE VIVID,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT03412747,BE SURE,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT02207244,VOYAGE 2,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT02684357,UltIMMa-2,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01708590,AMAGINE-1,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01722331,reSURFACE-1,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01729754,reSURFACE-2,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT01708603,AMAGINE-2,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT02074982,CLEAR,NO_ROB,
IL_PSORIASIS_NMA_REVIEW.html,NCT03410992,BE READY,NO_ROB,
INAVOLISIB_BC_REVIEW.html,NCT04191499,INAVO120,NO_ROB,
INCLISIRAN_REVIEW.html,NCT03397121,ORION-9,NO_ROB,
INCLISIRAN_REVIEW.html,NCT03399370,ORION-10,NO_ROB,
INCLISIRAN_REVIEW.html,NCT03400800,ORION-11,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT03954834,SURPASS-1,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT03987919,SURPASS-2,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT02054897,SUSTAIN-1,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT01885208,SUSTAIN-3,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT02648204,SUSTAIN-7,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT00518882,LEAD-6,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT01624259,AWARD-6,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT00318461,LEAD-2,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT01144338,EXSCEL,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT02863419,PIONEER-4,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT02607865,PIONEER-3,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT01930188,SUSTAIN-2,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT03882970,SURPASS-3,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT03730662,SURPASS-4,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT04039503,SURPASS-5,NO_ROB,
INCRETINS_T2D_NMA_REVIEW.html,NCT04537923,SURPASS-6,NO_ROB,
INSULIN_ICODEC_REVIEW.html,NCT04460885,ONWARDS-1,NO_ROB,
INSULIN_ICODEC_REVIEW.html,NCT04770532,ONWARDS-2,NO_ROB,
INSULIN_ICODEC_REVIEW.html,NCT04795531,ONWARDS-3,NO_ROB,
INTENSIVE_BP_REVIEW.html,NCT01206062_SENIOR,SPRINT-SENIOR,NO_ROB,
INTENSIVE_BP_REVIEW.html,NCT01206062_CKD,SPRINT-CKD,NO_ROB,
INTENSIVE_BP_REVIEW.html,NCT00000620,ACCORD-BP,NO_ROB,
INTENSIVE_BP_REVIEW.html,NCT03015311,STEP,NO_ROB,
INTENSIVE_BP_REVIEW.html,NCT00059306,SPS3-BP,NO_ROB,
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02578680,KEYNOTE-189,NO_ROB,
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02775435,KEYNOTE-407,NO_ROB,
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT02366143,IMpower150,NO_ROB,
IO_CHEMO_NSCLC_1L_REVIEW.html,NCT03164616,POSEIDON,NO_ROB,
IPTACOPAN_IGAN_REVIEW.html,NCT04578834,APPLAUSE-IgAN,NO_ROB,
JAK_RA_REVIEW.html,NCT01710358,RA-BEAM,NO_ROB,
JAK_RA_REVIEW.html,NCT02675426,SELECT-NEXT,NO_ROB,
JAK_RA_REVIEW.html,NCT02889796,FINCH-1,NO_ROB,
JAK_UC_REVIEW.html,NCT01465763,OCTAVE Induction 1,NO_ROB,
JAK_UC_REVIEW.html,NCT02819635,U-ACHIEVE Induction,NO_ROB,
JAK_UC_REVIEW.html,NCT02914522,SELECTION Induction A,NO_ROB,
JAKI_AD_REVIEW.html,NCT03349060,JADE MONO-1,NO_ROB,
JAKI_AD_REVIEW.html,NCT03575871,JADE MONO-2,NO_ROB,
JAKI_AD_REVIEW.html,NCT03569293,MEASURE-UP 1,NO_ROB,
JAKI_AD_REVIEW.html,NCT03607422,MEASURE-UP 2,NO_ROB,
JAKI_RA_NMA_REVIEW.html,NCT00853385,ORAL-Standard,NO_ROB,
JAKI_RA_NMA_REVIEW.html,NCT01710358,RA-BEAM,NO_ROB,
JAKI_RA_NMA_REVIEW.html,NCT02629159,SELECT-Compare,NO_ROB,
JAKI_RA_NMA_REVIEW.html,NCT02889796,FINCH-1,NO_ROB,
JAKI_RA_NMA_REVIEW.html,NCT02889796B,FINCH-1 (Ada arm),NO_ROB,
KARXT_SCZ_REVIEW.html,NCT04659161,EMERGENT-2,NO_ROB,
KARXT_SCZ_REVIEW.html,NCT04738123,EMERGENT-3,NO_ROB,
KRAS_G12C_REVIEW.html,NCT04303780,CodeBreaK 200,NO_ROB,
KRAS_G12C_REVIEW.html,NCT04685135,KRYSTAL-12,NO_ROB,
LEBRIKIZUMAB_AD_REVIEW.html,NCT04146363,ADvocate1,NO_ROB,
LEBRIKIZUMAB_AD_REVIEW.html,NCT04178967,ADvocate2,NO_ROB,
LEBRIKIZUMAB_AD_REVIEW.html,NCT04250337,ADhere,NO_ROB,
LENACAPAVIR_PREP_REVIEW.html,NCT04994509,PURPOSE-1,NO_ROB,
LENACAPAVIR_PREP_REVIEW.html,NCT04925752,PURPOSE-2,NO_ROB,
LIPID_HUB_REVIEW.html,NCT01492361,REDUCE-IT,NO_ROB,
LIPID_HUB_REVIEW.html,NCT02104817,STRENGTH,NO_ROB,
LIPID_HUB_REVIEW.html,NCT01169259,VITAL,NO_ROB,
LIPID_HUB_REVIEW.html,NCT01841944,OMEMI,NO_ROB,
LIPID_HUB_REVIEW.html,NCT02944682,RESPECT-EPA,NO_ROB,
LU_PSMA_MCRPC_REVIEW.html,NCT03511664,VISION,NO_ROB,
LU_PSMA_MCRPC_REVIEW.html,NCT04689828,PSMAfore,NO_ROB,
MALARIA_ACT_REVIEW.html,NCT01704508,Bandim AL-vs-DP,NO_ROB,
MALARIA_ACT_REVIEW.html,NCT06076213,TES2022 DRC,NO_ROB,
MALARIA_ACT_REVIEW.html,NCT04565184,Yaounde TES Cameroon,NO_ROB,
MALARIA_ACT_REVIEW.html,NCT05192265,Nigeria PA-vs-AL,NO_ROB,
MALARIA_ACT_REVIEW.html,NCT04767191,Siaya-Bungoma TES Kenya,NO_ROB,
MALARIA_VACCINE_REVIEW.html,NCT00866619,"RTS,S/AS01 Phase 3",NO_ROB,
MALARIA_VACCINE_REVIEW.html,NCT03896724,R21/Matrix-M Phase 2b (Datoo 2021),NO_ROB,
MALARIA_VACCINE_REVIEW.html,NCT04704830,R21/Matrix-M Phase 3 (Datoo 2024),NO_ROB,
MALARIA_VACCINES_REVIEW.html,NCT00866619,"RTS,S Phase 3",NO_ROB,
MALARIA_VACCINES_REVIEW.html,NCT03896724,R21 Phase 2b,NO_ROB,
MALARIA_VACCINES_REVIEW.html,NCT04704830,R21 Phase 3,NO_ROB,
MDR_TB_SHORTENED_REVIEW.html,NCT02589782,TB-PRACTECAL (BPaLM vs SOC),NO_ROB,
MDR_TB_SHORTENED_REVIEW.html,NCT02333799,Nix-TB (BPaL single-arm XDR-TB),NO_ROB,
MDR_TB_SHORTENED_REVIEW.html,NCT03086486,ZeNix (BPaL dose-finding),NO_ROB,
MDRTB_BPAL_REVIEW.html,NCT02333799,Nix-TB,NO_ROB,
MDRTB_BPAL_REVIEW.html,NCT03086486,ZeNix,NO_ROB,
MDRTB_BPAL_REVIEW.html,NCT02589782,TB-PRACTECAL,NO_ROB,
MEDITERRANEAN_DIET_CV_REVIEW.html,LEGACY-ISRCTN-35739639-PREDIMED,PREDIMED (Estruch 2018 reanalysis),NO_ROB,
MEDITERRANEAN_DIET_CV_REVIEW.html,NCT00924937,CORDIOPREV (Delgado-Lista 2022),NO_ROB,
MEDITERRANEAN_DIET_CV_REVIEW.html,LEGACY-ISRCTN-89898870-PREDIMEDPLUS,PREDIMED-Plus (Salas-Salvado 2024),NO_ROB,
MENTAL_HEALTH_FRIENDSHIP_BENCH_REVIEW.html,LEGACY-PACTR-FRIENDSHIP-BENCH,Friendship Bench Zimbabwe,NO_ROB,
MHEALTH_ART_ADHERENCE_REVIEW.html,NCT00830622,WelTel Kenya 1,NO_ROB,
MIGRAINE_ACUTE_REVIEW.html,NCT03461757,ACHIEVE I,NO_ROB,
MIGRAINE_ACUTE_REVIEW.html,NCT03235479,ACHIEVE II,NO_ROB,
MIGRAINE_ACUTE_REVIEW.html,NCT02867709,SAMURAI,NO_ROB,
MIGRAINE_ACUTE_REVIEW.html,NCT03872453,Rimegepant Study 303,NO_ROB,
MIRIKIZUMAB_UC_REVIEW.html,NCT03518086,LUCENT-1,NO_ROB,
MIRIKIZUMAB_UC_REVIEW.html,NCT03524092,LUCENT-2,NO_ROB,
MIRVETUXIMAB_OVARIAN_REVIEW.html,NCT04209855,MIRASOL,NO_ROB,
MITAPIVAT_THALASSEMIA_REVIEW.html,NCT04770753,ENERGIZE,NO_ROB,
MITRAL_FUNCMR_REVIEW.html,NCT01626079,COAPT,NO_ROB,
MITRAL_FUNCMR_REVIEW.html,NCT01920698,MITRA-FR,NO_ROB,
MITRAL_FUNCMR_REVIEW.html,NCT02444338,RESHAPE-HF2,NO_ROB,
MM_1L_REVIEW.html,NCT02252172,MAIA,NO_ROB,
MM_1L_REVIEW.html,NCT02195479,ALCYONE,NO_ROB,
MM_1L_REVIEW.html,NCT02541383,CASSIOPEIA,NO_ROB,
MM_1L_REVIEW.html,NCT03319667,IMROZ,NO_ROB,
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT02998528,CheckMate-816,NO_ROB,
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03425643,KEYNOTE-671,NO_ROB,
NEOADJUVANT_IO_NSCLC_REVIEW.html,NCT03800134,AEGEAN,NO_ROB,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT02878330,Nirsevimab Phase 2b,NO_ROB,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT03979313,MELODY,NO_ROB,
NIRSEVIMAB_INFANT_RSV_REVIEW.html,NCT05437510,HARMONIE,NO_ROB,
OBESITY_DRUGS_REVIEW.html,NCT04184622,SURMOUNT-1,NO_ROB,
OBESITY_DRUGS_REVIEW.html,NCT03548935,STEP 1,NO_ROB,
OBESITY_DRUGS_REVIEW.html,NCT01272219,SCALE Obesity,NO_ROB,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02151981,AURA3,NO_ROB,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02296125,FLAURA,NO_ROB,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT02511106,ADAURA,NO_ROB,
OSIMERTINIB_EGFR_NSCLC_REVIEW.html,NCT04035486,FLAURA2,NO_ROB,
PAH_THERAPY_REVIEW.html,NCT04576988,STELLAR,NO_ROB,
PAH_THERAPY_REVIEW.html,NCT01106014,GRIPHON,NO_ROB,
PAH_THERAPY_REVIEW.html,NCT00810693,PATENT-1,NO_ROB,
PAH_THERAPY_REVIEW.html,NCT00660179,SERAPHIN,NO_ROB,
PARP_ARPI_MCRPC_REVIEW.html,NCT03732820,PROpel,NO_ROB,
PARP_ARPI_MCRPC_REVIEW.html,NCT03748641,MAGNITUDE,NO_ROB,
PARP_ARPI_MCRPC_REVIEW.html,NCT03395197,TALAPRO-2,NO_ROB,
PARP_OVARIAN_REVIEW.html,NCT01844986,SOLO-1,NO_ROB,
PARP_OVARIAN_REVIEW.html,NCT02477644,PAOLA-1,NO_ROB,
PARP_OVARIAN_REVIEW.html,NCT02655016,PRIMA,NO_ROB,
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT01960348,APOLLO,NO_ROB,
PATISIRAN_POLYNEUROPATHY_REVIEW.html,NCT03759379,HELIOS-A,NO_ROB,
PBC_PPAR_REVIEW.html,NCT04526665,ELATIVE,NO_ROB,
PBC_PPAR_REVIEW.html,NCT04620733,RESPONSE,NO_ROB,
PCSK9_LIPID_NMA_REVIEW.html,NCT00202878,IMPROVE-IT,NO_ROB,
PCSK9_LIPID_NMA_REVIEW.html,NCT01764633,FOURIER,NO_ROB,
PCSK9_LIPID_NMA_REVIEW.html,NCT01663402,ODYSSEY-OUTCOMES,NO_ROB,
PCSK9_LIPID_NMA_REVIEW.html,NCT02993406,CLEAR-OUTCOMES,NO_ROB,
PEDIATRIC_HIV_ART_REVIEW.html,NCT02259127,"ODYSSEY (DTG vs SOC, paeds)",NO_ROB,
PEDIATRIC_HIV_ART_REVIEW.html,LEGACY-ISRCTN-69078957-CHAPAS-3,CHAPAS-3 (NRTI backbone in paeds),NO_ROB,
PEDIATRIC_HIV_ART_REVIEW.html,LEGACY-ISRCTN-24791884-ARROW,ARROW (clinical vs lab monitoring),NO_ROB,
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613,OAKS-PM,NO_ROB,
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600,DERBY-PM,NO_ROB,
PEGCETACOPLAN_GA_REVIEW.html,NCT03525613_PEOM,OAKS-PEOM,NO_ROB,
PEGCETACOPLAN_GA_REVIEW.html,NCT03525600_PEOM,DERBY-PEOM,NO_ROB,
PHYSICAL_REHAB_OLDER_REVIEW.html,NCT02196038,REHAB-HF (Kitzman 2021),NO_ROB,
PHYSICAL_REHAB_OLDER_REVIEW.html,NCT01072500,LIFE (Pahor 2014),NO_ROB,
PHYSICAL_REHAB_OLDER_REVIEW.html,NCT00871715,ICARE (Winstein 2016),NO_ROB,
PI3K_AKT_BC_REVIEW.html,NCT02437318,SOLAR-1,NO_ROB,
PI3K_AKT_BC_REVIEW.html,NCT04305496,CAPItello-291,NO_ROB,
PI3K_AKT_BC_REVIEW.html,NCT04191499,INAVO120,NO_ROB,
PNEUMONIA_AMOXICILLIN_DURATION_REVIEW.html,LEGACY-ISRCTN-76888927-CAP-IT,CAP-IT (Bielicki 2021),NO_ROB,
POLYCYTHEMIA_VERA_REVIEW.html,NCT01243944,RESPONSE (Vannucchi 2015),NO_ROB,
POLYCYTHEMIA_VERA_REVIEW.html,NCT02038036,RESPONSE-2 (Passamonti 2017),NO_ROB,
POLYCYTHEMIA_VERA_REVIEW.html,NCT01949805,PROUD-PV (Gisslinger 2020),NO_ROB,
POSTPARTUM_HEMORRHAGE_REVIEW.html,NCT04341662,E-MOTIVE (PPH bundle),NO_ROB,
POSTPARTUM_HEMORRHAGE_REVIEW.html,LEGACY-ISRCTN-76912190-WOMAN,WOMAN trial (TXA for PPH),NO_ROB,
POSTPARTUM_HEMORRHAGE_REVIEW.html,LEGACY-ISRCTN-95444399-CHAMPION,CHAMPION (heat-stable carbetocin),NO_ROB,
PPH_BUNDLE_REVIEW.html,NCT00872469,WOMAN,NO_ROB,
PPH_BUNDLE_REVIEW.html,NCT03475342,WOMAN-2,NO_ROB,
PPH_BUNDLE_REVIEW.html,NCT04341662,E-MOTIVE,NO_ROB,
PREGNANCY_HIV_VESTED_REVIEW.html,NCT03048422,IMPAACT 2010 / VESTED,NO_ROB,
PREGNANCY_IRON_FCM_REVIEW.html,LEGACY-ANZCTR-12618001268235-FCM,Pasricha 2023 Malawi (FCM vs oral iron),NO_ROB,
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT01365598,Eziefula 2014 Uganda,NO_ROB,
PRIMAQUINE_GAMETOCYTE_DR_REVIEW.html,NCT02174900,SAFEPRIM Burkina Faso,NO_ROB,
PSA_BIOLOGICS_REVIEW.html,NCT01695239,SPIRIT-P1,NO_ROB,
PSA_BIOLOGICS_REVIEW.html,NCT03158285,DISCOVER-2,NO_ROB,
PSA_BIOLOGICS_REVIEW.html,NCT03895203,BE OPTIMAL,NO_ROB,
PSA_BIOLOGICS_REVIEW.html,NCT03104400,SELECT-PsA 1,NO_ROB,
RCC_1L_REVIEW.html,NCT03141177,CheckMate 9ER,NO_ROB,
RCC_1L_REVIEW.html,NCT02853331,KEYNOTE-426,NO_ROB,
RCC_1L_REVIEW.html,NCT02811861,CLEAR,NO_ROB,
RCC_1L_REVIEW.html,NCT02231749,CheckMate 214,NO_ROB,
RESMETIROM_MASH_REVIEW.html,NCT03900429,MAESTRO-NASH,NO_ROB,
RISANKIZUMAB_CD_REVIEW.html,NCT03105128,ADVANCE,NO_ROB,
RISANKIZUMAB_CD_REVIEW.html,NCT03104413,MOTIVATE,NO_ROB,
RISANKIZUMAB_CD_REVIEW.html,NCT03105102,FORTIFY,NO_ROB,
ROMOSOZUMAB_OP_REVIEW.html,NCT01575834,FRAME,NO_ROB,
ROMOSOZUMAB_OP_REVIEW.html,NCT01631214,ARCH,NO_ROB,
ROMOSOZUMAB_OP_REVIEW.html,NCT02186171,BRIDGE,NO_ROB,
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,NCT00241644,Rotarix Africa (Madhi 2010),NO_ROB,
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,NCT00362648,RotaTeq Africa (Armah 2010),NO_ROB,
ROTAVIRUS_VACCINE_AFRICA_REVIEW.html,NCT02145000,Rotasiil ROSE Niger (Isanaka 2017),NO_ROB,
RSV_VACCINE_OLDER_REVIEW.html,NCT05035212,RENOIR,NO_ROB,
RSV_VACCINE_OLDER_REVIEW.html,NCT04886596,AReSVi-006,NO_ROB,
RSV_VACCINE_OLDER_REVIEW.html,NCT05127434,ConquerRSV,NO_ROB,
RUSFERTIDE_PV_REVIEW.html,NCT05210790,VERIFY,NO_ROB,
SAM_SIMPLIFIED_PROTOCOL_REVIEW.html,NCT04698070,OptiMA Niger (ComPAS vs Standard),NO_ROB,
SCD_DISEASE_MOD_REVIEW.html,NCT01966731,"REACH (hydroxyurea, Africa)",NO_ROB,
SCD_DISEASE_MOD_REVIEW.html,NCT01179217,L-glutamine (Endari),NO_ROB,
SCD_DISEASE_MOD_REVIEW.html,NCT03745287,CLIMB-121 (exa-cel/Casgevy),NO_ROB,
SCHISTOSOMIASIS_ARPRAZIQUANTEL_REVIEW.html,NCT03845140,L-PZQ ODT (arpraziquantel) phase 3,NO_ROB,
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03548935,STEP-1,NO_ROB,
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03611582,STEP-3,NO_ROB,
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03693430,STEP-5,NO_ROB,
SEMAGLUTIDE_OBESITY_REVIEW.html,NCT03552757,STEP-2,NO_ROB,
SEPSIS_RESUSCITATION_REVIEW.html,NCT01945983,CENSER (Permpikul 2019),NO_ROB,
SEPSIS_RESUSCITATION_REVIEW.html,NCT03434028,CLOVERS (Shapiro 2023),NO_ROB,
SEPSIS_RESUSCITATION_REVIEW.html,NCT03668236,CLASSIC (Meyhoff 2022),NO_ROB,
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01691521,MENSA,NO_ROB,
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01287039,Castro-2015-Resliz,NO_ROB,
SEVERE_ASTHMA_NMA_REVIEW.html,NCT01928771,SIROCCO,NO_ROB,
SEVERE_ASTHMA_NMA_REVIEW.html,NCT02414854,QUEST,NO_ROB,
SEVERE_ASTHMA_NMA_REVIEW.html,NCT03347279,NAVIGATOR,NO_ROB,
SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW.html,LEGACY-ISRCTN-50258054-AQUAMAT,AQUAMAT (IV artesunate vs IV quinine),NO_ROB,
SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW.html,LEGACY-ISRCTN-69856593-FEAST,FEAST (fluid bolus severe sepsis),NO_ROB,
SEVERE_PEDIATRIC_FEBRILE_AFRICA_REVIEW.html,LEGACY-ISRCTN-84086586-TRACT,TRACT (transfusion threshold anaemic),NO_ROB,
SGLT2_HF_REVIEW.html,NCT03036124,DAPA-HF,NO_ROB,
SGLT2_HF_REVIEW.html,NCT03057977,EMPEROR-Reduced,NO_ROB,
SGLT2_HF_REVIEW.html,NCT03057951,EMPEROR-Preserved,NO_ROB,
SGLT2_HF_REVIEW.html,NCT03619213,DELIVER,NO_ROB,
SGLT2_HF_REVIEW.html,NCT03521934,SOLOIST-WHF,NO_ROB,
SGLT2_MACE_CVOT_REVIEW.html,NCT01131676,EMPA-REG OUTCOME,NO_ROB,
SGLT2_MACE_CVOT_REVIEW.html,NCT01032629,CANVAS,NO_ROB,
SGLT2_MACE_CVOT_REVIEW.html,NCT01730534,DECLARE-TIMI 58,NO_ROB,
SGLT2_MACE_CVOT_REVIEW.html,NCT01986881,VERTIS-CV,NO_ROB,
SGLT2I_HF_NMA_REVIEW.html,NCT03036124,DAPA-HF,NO_ROB,
SGLT2I_HF_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,NO_ROB,
SGLT2I_HF_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,NO_ROB,
SGLT2I_HF_NMA_REVIEW.html,NCT03619213,DELIVER,NO_ROB,
SGLT2I_HF_NMA_REVIEW.html,NCT03521934,SOLOIST-WHF,NO_ROB,
SGLT2I_HF_NMA_REVIEW.html,NCT03315143,SCORED,NO_ROB,
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03521934,SOLOIST-WHF,NO_ROB,
SOTAGLIFLOZIN_HF_REVIEW.html,NCT03315143,SCORED,NO_ROB,
SOTATERCEPT_PAH_REVIEW.html,NCT04576988,STELLAR,NO_ROB,
SPARSENTAN_IGAN_REVIEW.html,NCT03762850,PROTECT,NO_ROB,
SPONDYLOARTHRITIS_REVIEW.html,NCT02696785,MEASURE 4,NO_ROB,
SPONDYLOARTHRITIS_REVIEW.html,NCT03928704,BE MOBILE 1,NO_ROB,
SPONDYLOARTHRITIS_REVIEW.html,NCT03928743,BE MOBILE 2,NO_ROB,
SPONDYLOARTHRITIS_REVIEW.html,NCT04169373,SELECT-AXIS 2,NO_ROB,
TARLATAMAB_SCLC_REVIEW.html,NCT05060016,DeLLphi-301,NO_ROB,
TAVR_LOWRISK_REVIEW.html,NCT02675114,PARTNER 3,NO_ROB,
TAVR_LOWRISK_REVIEW.html,NCT02701283,Evolut Low Risk,NO_ROB,
TAVR_LOWRISK_REVIEW.html,NCT01057173,NOTION,NO_ROB,
TB_DRUG_SUSCEPTIBLE_4MO_REVIEW.html,NCT02410772,Study 31 / A5349 (4-month rifapentine-moxifloxacin),NO_ROB,
TB_PREVENTION_REVIEW.html,NCT01404312,BRIEF-TB / A5279,NO_ROB,
TDXD_HER2LOW_BC_REVIEW.html,NCT03734029,DESTINY-Breast04,NO_ROB,
TDXD_HER2LOW_BC_REVIEW.html,NCT04494425,DESTINY-Breast06,NO_ROB,
