file,nct,name,rob_class,rob_raw
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT03443973,GRADUATE II,NO_ROB,
ANTIAMYLOID_AD_NMA_REVIEW.html,NCT01900665,EXPEDITION 3,NO_ROB,
ANTIAMYLOID_AD_REVIEW.html,NCT03887455,Clarity-AD,NO_ROB,
ANTIAMYLOID_AD_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ2,NO_ROB,
ANTIAMYLOID_AD_REVIEW.html,NCT02477800,EMERGE,NO_ROB,
ANTIAMYLOID_AD_REVIEW.html,NCT02484547,ENGAGE,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-OLANZAPINE-PIVOTAL,Olanzapine-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-RISPERIDONE-PIVOTAL,Risperidone-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-QUETIAPINE-PIVOTAL,Quetiapine-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-ARIPIPRAZOLE-PIVOTAL,Aripiprazole-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-ZIPRASIDONE-PIVOTAL,Ziprasidone-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-PALIPERIDONE-PIVOTAL,Paliperidone-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-LURASIDONE-PIVOTAL,Lurasidone-Pivotal,NO_ROB,
ANTIPSYCHOTICS_SCHIZO_REVIEW.html,LEGACY-HALOPERIDOL-PIVOTAL,Haloperidol-Pivotal,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00509795,VIEW-1,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00637377,VIEW-2,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT03823287,TENAYA,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT03823300,LUCERNE,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT04423718,PULSAR,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT02307682,HAWK,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT02434328,HARRIER,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00593450,CATT,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00056836,MARINA,NO_ROB,
ANTIVEGF_NAMD_NMA_REVIEW.html,NCT00061594,ANCHOR,NO_ROB,
ARPI_mHSPC_REVIEW.html,NCT02677896,ARCHES,NO_ROB,
ARPI_mHSPC_REVIEW.html,NCT02446405,ENZAMET,NO_ROB,
ARPI_mHSPC_REVIEW.html,NCT02489318,TITAN,NO_ROB,
ARPI_mHSPC_REVIEW.html,NCT02799602,ARASENS,NO_ROB,
ARPI_mHSPC_REVIEW.html,NCT01715285,LATITUDE,NO_ROB,
ARPI_NMCRPC_REVIEW.html,NCT01946204,SPARTAN,NO_ROB,
ARPI_NMCRPC_REVIEW.html,NCT02003924,PROSPER,NO_ROB,
ARPI_NMCRPC_REVIEW.html,NCT02200614,ARAMIS,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT02277743,SOLO-1-Dupi,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT03131648,ECZTRA-1,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT04146363,ADvocate1,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT03985943,ARCADIA-1,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT03349060,JADE-MONO-1,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT03569293,MeasureUp-1,NO_ROB,
ATOPIC_DERM_NMA_REVIEW.html,NCT03334396,BREEZE-AD1,NO_ROB,
ATTR_PN_REVIEW.html,NCT01960348,APOLLO,NO_ROB,
ATTR_PN_REVIEW.html,NCT03759379,HELIOS-A,NO_ROB,
ATTR_PN_REVIEW.html,NCT04136184,NEURO-TTRansform,NO_ROB,
AVACINCAPTAD_GA_REVIEW.html,NCT02686658,GATHER-1,NO_ROB,
AVACINCAPTAD_GA_REVIEW.html,NCT04435366,GATHER-2,NO_ROB,
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,NCT02047981,MORDOR-I,NO_ROB,
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,NCT02048007,MORDOR-II,NO_ROB,
AZITHROMYCIN_CHILD_MORTALITY_REVIEW.html,NCT04224987,AVENIR,NO_ROB,
BELIMUMAB_SLE_REVIEW.html,NCT00424476,BLISS-52,NO_ROB,
BELIMUMAB_SLE_REVIEW.html,NCT00410384,BLISS-76,NO_ROB,
BELIMUMAB_SLE_REVIEW.html,NCT01484496,BLISS-SC,NO_ROB,
BELIMUMAB_SLE_REVIEW.html,NCT01639339,BLISS-LN,NO_ROB,
BIMEKIZUMAB_PSORIASIS_REVIEW.html,NCT03370133,BE-VIVID,NO_ROB,
BIMEKIZUMAB_PSORIASIS_REVIEW.html,NCT03410992,BE-READY,NO_ROB,
BIMEKIZUMAB_PSORIASIS_REVIEW.html,NCT03412747,BE-SURE,NO_ROB,
BIOLOGIC_ASTHMA_REVIEW.html,NCT01691521,MENSA,NO_ROB,
BIOLOGIC_ASTHMA_REVIEW.html,NCT01914757,CALIMA,NO_ROB,
BIOLOGIC_ASTHMA_REVIEW.html,NCT02414854,QUEST,NO_ROB,
BIOLOGIC_ASTHMA_REVIEW.html,NCT03347279,NAVIGATOR,NO_ROB,
BPAL_MDRTB_REVIEW.html,NCT02589782,TB-PRACTECAL,NO_ROB,
BPAL_MDRTB_REVIEW.html,NCT02409290,STREAM-2,NO_ROB,
BPAL_MDRTB_REVIEW.html,NCT02754765,endTB-MDR,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT02475681,ELEVATE-TN,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT02477696,ELEVATE-RR,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT03734016,ALPINE,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT01722487,RESONATE-2,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT03336333,SEQUOIA,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT01578707,RESONATE,NO_ROB,
BTKI_CLL_NMA_REVIEW.html,NCT02970318,ASCEND,NO_ROB,
CAB_PREP_HIV_REVIEW.html,NCT02720094,HPTN 083,NO_ROB,
CAB_PREP_HIV_REVIEW.html,NCT03164564,HPTN 084,NO_ROB,
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT02951052,ATLAS,NO_ROB,
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT02938520,FLAIR,NO_ROB,
CABOTEGRAVIR_HIV_ART_REVIEW.html,NCT03299049,ATLAS-2M,NO_ROB,
CANGRELOR_PCI_REVIEW.html,NCT00305162,CHAMPION-PCI,NO_ROB,
CANGRELOR_PCI_REVIEW.html,NCT00385138,CHAMPION-PLATFORM,NO_ROB,
CANGRELOR_PCI_REVIEW.html,NCT01156571,CHAMPION-PHOENIX,NO_ROB,
CAPIVASERTIB_BC_REVIEW.html,NCT04305496,CAPItello-291,NO_ROB,
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02540993,FIDELIO-DKD,NO_ROB,
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02545049,FIGARO-DKD,NO_ROB,
CARDIORENAL_DKD_NMA_REVIEW.html,NCT02065791,CREDENCE,NO_ROB,
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03036150,DAPA-CKD,NO_ROB,
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03594110,EMPA-KIDNEY,NO_ROB,
CARDIORENAL_DKD_NMA_REVIEW.html,NCT03819153,FLOW,NO_ROB,
CART_DLBCL_REVIEW.html,NCT03391466,ZUMA-7,NO_ROB,
CART_DLBCL_REVIEW.html,NCT03575351,TRANSFORM,NO_ROB,
CART_DLBCL_REVIEW.html,NCT03570892,BELINDA,NO_ROB,
CART_MM_REVIEW.html,NCT04181827,CARTITUDE-4,NO_ROB,
CART_MM_REVIEW.html,NCT03651128,KarMMa-3,NO_ROB,
CBD_SEIZURE_REVIEW.html,NCT02091375,GWPCARE1,NO_ROB,
CBD_SEIZURE_REVIEW.html,NCT02224690,GWPCARE2,NO_ROB,
CBD_SEIZURE_REVIEW.html,NCT02224560,GWPCARE3,NO_ROB,
CBD_SEIZURE_REVIEW.html,NCT02224703,GWPCARE4,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,LEGACY-PRENCT-ACCENT-1,ACCENT-1,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,LEGACY-PRENCT-CLASSIC-1,CLASSIC-1,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,NCT00152490,PRECiSE-1,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,NCT01224171,GEMINI-2,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,NCT01369329,UNITI-1,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,NCT03105128,ADVANCE,NO_ROB,
CD_BIOLOGICS_NMA_REVIEW.html,NCT03345849,U-EXCEL,NO_ROB,
CDK46_MBC_REVIEW.html,NCT01740427,PALOMA-2,NO_ROB,
CDK46_MBC_REVIEW.html,NCT01958021,MONALEESA-2,NO_ROB,
CDK46_MBC_REVIEW.html,NCT02246621,MONARCH-3,NO_ROB,
CFTR_CF_REVIEW.html,NCT00909532,STRIVE-CF,NO_ROB,
CFTR_CF_REVIEW.html,NCT03525444,VX17-445-102,NO_ROB,
CFTR_CF_REVIEW.html,NCT03525548,VX17-445-103,NO_ROB,
CFTR_MODULATORS_NMA_REVIEW.html,NCT01807923,TRAFFIC,NO_ROB,
CFTR_MODULATORS_NMA_REVIEW.html,NCT02347657,EVOLVE,NO_ROB,
CFTR_MODULATORS_NMA_REVIEW.html,NCT03525444,VX18-445-102,NO_ROB,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02456740,STRIVE,NO_ROB,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02629861,HALO-EM,NO_ROB,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02614183,EVOLVE-1,NO_ROB,
CGRP_MIGRAINE_NMA_REVIEW.html,NCT02559895,PROMISE-1,NO_ROB,
CGRP_MIGRAINE_REVIEW.html,NCT02456740,STRIVE,NO_ROB,
CGRP_MIGRAINE_REVIEW.html,NCT02614183,EVOLVE-1,NO_ROB,
CGRP_MIGRAINE_REVIEW.html,NCT02629861,HALO-EM,NO_ROB,
CHOLERA_OCV_REVIEW.html,NCT02027207,Single-Dose Shanchol Bangladesh,NO_ROB,
COLCHICINE_CVD_REVIEW.html,NCT02551094,COLCOT,NO_ROB,
COLCHICINE_CVD_REVIEW.html,NCT03048825,CLEAR SYNERGY,NO_ROB,
COLCHICINE_CVD_REVIEW.html,NCT02898610,CONVINCE,NO_ROB,
COPD_TRIPLE_REVIEW.html,NCT02164513,IMPACT,NO_ROB,
COPD_TRIPLE_REVIEW.html,NCT02465567,ETHOS,NO_ROB,
COPD_TRIPLE_REVIEW.html,NCT02497001,KRONOS,NO_ROB,
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04960202,EPIC-HR,NO_ROB,
COVID_ORAL_ANTIVIRALS_REVIEW.html,NCT04575597,MOVe-OUT,NO_ROB,
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,LEGACY-ISRCTN-45035509-ACTA,ACTA (Molloy 2018),NO_ROB,
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,LEGACY-ISRCTN-72509687-AMBITION-CM,AMBITION-cm (Jarvis 2022),NO_ROB,
CRYPTOCOCCAL_MENINGITIS_AFRICA_REVIEW.html,NCT01075152,COAT (ART timing in CM),NO_ROB,
DELANDISTROGENE_DMD_REVIEW.html,NCT05096221,EMBARK,NO_ROB,
DIABETIC_MACULAR_EDEMA_REVIEW.html,NCT01627249,Protocol T DRCR (Wells 2015),NO_ROB,
DIABETIC_MACULAR_EDEMA_REVIEW.html,NCT03622580,YOSEMITE (Wykoff 2022),NO_ROB,
DIABETIC_MACULAR_EDEMA_REVIEW.html,NCT03622593,RHINE (Wykoff 2022),NO_ROB,
DIABETIC_RETINOPATHY_REVIEW.html,NCT01489189,Protocol S DRCR (Gross 2015),NO_ROB,
DIABETIC_RETINOPATHY_REVIEW.html,NCT02718326,PANORAMA (Brown 2021),NO_ROB,
DIABETIC_RETINOPATHY_REVIEW.html,NCT02634333,Protocol W DRCR (Maturi 2021),NO_ROB,
DOAC_AF_NMA_REVIEW.html,NCT00262600,RE-LY,NO_ROB,
DOAC_AF_NMA_REVIEW.html,NCT00403767,ROCKET-AF,NO_ROB,
DOAC_AF_NMA_REVIEW.html,NCT00412984,ARISTOTLE,NO_ROB,
DOAC_AF_NMA_REVIEW.html,NCT00781391,ENGAGE-AF-TIMI-48,NO_ROB,
DOAC_AF_REVIEW.html,NCT00262600,RE-LY,NO_ROB,
DOAC_AF_REVIEW.html,NCT00403767,ROCKET-AF,NO_ROB,
DOAC_AF_REVIEW.html,NCT00412984,ARISTOTLE,NO_ROB,
DOAC_AF_REVIEW.html,NCT00781391,ENGAGE AF-TIMI 48,NO_ROB,
DOAC_VTE_NMA_REVIEW.html,NCT00291330,RE-COVER,NO_ROB,
DOAC_VTE_NMA_REVIEW.html,NCT00440193,EINSTEIN-DVT,NO_ROB,
DOAC_VTE_NMA_REVIEW.html,NCT00643201,AMPLIFY,NO_ROB,
DOAC_VTE_NMA_REVIEW.html,NCT00986154,HOKUSAI-VTE,NO_ROB,
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03122262,ADVANCE,NO_ROB,
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT02777229,NAMSAL,NO_ROB,
DOLUTEGRAVIR_ART_SSA_REVIEW.html,NCT03048422,IMPAACT 2010,NO_ROB,
DONANEMAB_AD_SOLO_REVIEW.html,NCT04437511,TRAILBLAZER-ALZ 2,NO_ROB,
DORAVIRINE_HIV_REVIEW.html,NCT02403674,DRIVE-AHEAD,NO_ROB,
DORAVIRINE_HIV_REVIEW.html,NCT02275780,DRIVE-FORWARD,NO_ROB,
DORAVIRINE_HIV_REVIEW.html,NCT02397096,DRIVE-SHIFT,NO_ROB,
DUPILUMAB_AD_REVIEW.html,NCT02277743,SOLO-1,NO_ROB,
DUPILUMAB_AD_REVIEW.html,NCT02277769,SOLO-2,NO_ROB,
DUPILUMAB_AD_REVIEW.html,NCT02260986,CHRONOS,NO_ROB,
DUPILUMAB_COPD_REVIEW.html,NCT03930732,BOREAS,NO_ROB,
DUPILUMAB_COPD_REVIEW.html,NCT04456673,NOTUS,NO_ROB,
EBOLA_VACCINE_REVIEW.html,NCT02378753,STRIVE Sierra Leone (rVSV\u0394G-ZEBOV),NO_ROB,
EBOLA_VACCINE_REVIEW.html,LEGACY-PACTR-EBOLA-CI-RING,Ebola ça Suffit Guinea Ring (Henao-Restrepo 2017),NO_ROB,
EFGARTIGIMOD_MG_REVIEW.html,NCT03669588,ADAPT,NO_ROB,
ELACESTRANT_BC_REVIEW.html,NCT03778931,EMERALD,NO_ROB,
ENSIFENTRINE_COPD_REVIEW.html,NCT04535986,ENHANCE-1,NO_ROB,
ENSIFENTRINE_COPD_REVIEW.html,NCT04542057,ENHANCE-2,NO_ROB,
ESKETAMINE_TRD_REVIEW.html,NCT02418585,TRANSFORM-2,NO_ROB,
ESKETAMINE_TRD_REVIEW.html,NCT02422186,TRANSFORM-3,NO_ROB,
ETRASIMOD_UC_REVIEW.html,NCT03945188,ELEVATE UC 52,NO_ROB,
ETRASIMOD_UC_REVIEW.html,NCT03996369,ELEVATE UC 12,NO_ROB,
EVT_BASILAR_REVIEW.html,NCT04751708,ATTENTION,NO_ROB,
EVT_BASILAR_REVIEW.html,NCT02737189,BAOCHE,NO_ROB,
EVT_BASILAR_REVIEW.html,NCT01717755,BASICS,NO_ROB,
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02142283,DAWN,NO_ROB,
EVT_EXTENDED_WINDOW_REVIEW.html,NCT02586415,DEFUSE 3,NO_ROB,
EVT_EXTENDED_WINDOW_REVIEW.html,NCT03098355,MR CLEAN-LATE,NO_ROB,
EVT_LARGECORE_REVIEW.html,NCT03702413,RESCUE-Japan LIMIT,NO_ROB,
EVT_LARGECORE_REVIEW.html,NCT04551664,ANGEL-ASPECT,NO_ROB,
EVT_LARGECORE_REVIEW.html,NCT03876457,SELECT2,NO_ROB,
EVT_LARGECORE_REVIEW.html,NCT03094715,TENSION,NO_ROB,
EVT_LARGECORE_REVIEW.html,NCT03811769,LASTE,NO_ROB,
EVT_LARGECORE_REVIEW.html,NCT03805308,TESLA,NO_ROB,
FARICIMAB_NAMD_REVIEW.html,NCT03823287,TENAYA,NO_ROB,
FARICIMAB_NAMD_REVIEW.html,NCT03823300,LUCERNE,NO_ROB,
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02682927,Study 1 (Dravet),NO_ROB,
FENFLURAMINE_SEIZURE_REVIEW.html,NCT02926898,Study 2 (Dravet+stiripentol),NO_ROB,
FENFLURAMINE_SEIZURE_REVIEW.html,NCT03355209,LGS Study 1,NO_ROB,
FEZOLINETANT_VMS_REVIEW.html,NCT04003155,SKYLIGHT-1,NO_ROB,
FEZOLINETANT_VMS_REVIEW.html,NCT04003142,SKYLIGHT-2,NO_ROB,
FINERENONE_REVIEW.html,NCT01874431,ARTS-DN,VARIED,"'low', 'low', 'some', 'low', 'low'"
FINERENONE_REVIEW.html,NCT02540993,FIDELIO-DKD,NO_ROB,
FINERENONE_REVIEW.html,NCT02545049,FIGARO-DKD,NO_ROB,
FINERENONE_REVIEW.html,NCT04435626,FINEARTS-HF,NO_ROB,
FRAGILITY_FRACTURE_REVIEW.html,NCT01631214,ARCH,NO_ROB,
FRAGILITY_FRACTURE_REVIEW.html,NCT01575834,FRAME,NO_ROB,
FRAGILITY_FRACTURE_REVIEW.html,NCT00321620,ACTIVE,NO_ROB,
FRAGILITY_FRACTURE_REVIEW.html,NCT00089791,FREEDOM,NO_ROB,
FRAGILITY_FRACTURE_REVIEW.html,LEGACY-VERT-1999,VERT,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT01179048,LEADER,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT01720446,SUSTAIN-6,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT01394952,REWIND,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT02692716,PIONEER-6,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT01147250,ELIXA,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT02465515,HARMONY-Outcomes,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT01144338,EXSCEL,NO_ROB,
GLP1_CVOT_NMA_REVIEW.html,NCT03496298,AMPLITUDE-O,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT01147250,ELIXA,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT01179048,LEADER,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT01720446,SUSTAIN-6,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT01144338,EXSCEL,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT02465515,Harmony,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT01394952,REWIND,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT02692716,PIONEER-6,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT03574597,SELECT,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT03496298,AMPLITUDE-O,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT03914326,SOUL,NO_ROB,
GLP1_CVOT_REVIEW.html,NCT03914728,SOUL,NO_ROB,
GLP1_MASH_REVIEW.html,NCT04822181,ESSENCE,NO_ROB,
GLP1_MASH_REVIEW.html,NCT04166773,SYNERGY-NASH,NO_ROB,
GLP1_MASH_REVIEW.html,NCT02970942,Newsome NAFLD,NO_ROB,
HCC_1L_REVIEW.html,NCT03434379,IMbrave150,NO_ROB,
HCC_1L_REVIEW.html,NCT03298451,HIMALAYA,NO_ROB,
HCC_1L_REVIEW.html,NCT04039607,CheckMate 9DW,NO_ROB,
HCC_1L_REVIEW.html,NCT03713593,LEAP-002,NO_ROB,
HEMOPHILIA_GENE_THERAPY_REVIEW.html,NCT03370913,GENEr8-1 (Ozelo 2022),NO_ROB,
HEMOPHILIA_GENE_THERAPY_REVIEW.html,NCT03569891,HOPE-B (Pipe 2023),NO_ROB,
HEMOPHILIA_GENE_THERAPY_REVIEW.html,NCT04370054,"AFFINE (giroctocogene fitelparvovec, 2024)",NO_ROB,
HEPATITIS_B_TAF_TDF_REVIEW.html,NCT01940341,"GS-US-320-0108 (TAF vs TDF, HBeAg-negative)",NO_ROB,
HEPATITIS_B_TAF_TDF_REVIEW.html,NCT01940471,"GS-US-320-0110 (TAF vs TDF, HBeAg-positive)",NO_ROB,
HEPATITIS_HCV_DAA_REVIEW.html,NCT02201940,ASTRAL-1,NO_ROB,
HEPATITIS_HCV_DAA_REVIEW.html,NCT02201953,ASTRAL-3,NO_ROB,
HEPATITIS_HCV_DAA_REVIEW.html,NCT02642432,EXPEDITION-1,NO_ROB,
HER2_LOW_ADC_REVIEW.html,NCT03734029,DESTINY-Breast04,NO_ROB,
HER2_LOW_ADC_REVIEW.html,NCT04494425,DESTINY-Breast06,NO_ROB,
HER2_LOW_ADC_REVIEW.html,NCT03901339,TROPiCS-02,NO_ROB,
HER2_LOW_ADC_REVIEW.html,NCT05374512,TROPION-Breast01,NO_ROB,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03036124,DAPA-HF,NO_ROB,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057977,EMPEROR-Reduced,NO_ROB,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03619213,DELIVER,NO_ROB,
HF_QUADRUPLE_NMA_REVIEW.html,NCT03057951,EMPEROR-Preserved,NO_ROB,
HF_QUADRUPLE_NMA_REVIEW.html,NCT01035255,PARADIGM-HF,NO_ROB,
HF_QUADRUPLE_NMA_REVIEW.html,NCT04435626,FINEARTS-HF,NO_ROB,
HIDRADENITIS_SUPPURATIVA_REVIEW.html,NCT01468207,PIONEER I (Kimball 2016),NO_ROB,
HIDRADENITIS_SUPPURATIVA_REVIEW.html,NCT01468233,PIONEER II (Kimball 2016),NO_ROB,
HIDRADENITIS_SUPPURATIVA_REVIEW.html,NCT04242446,BE HEARD I (Kimball 2024),NO_ROB,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02879305,ASCEND-D,NO_ROB,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02876835,ASCEND-ND,NO_ROB,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02648347,PRO2TECT,NO_ROB,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02892149,INNO2VATE,NO_ROB,
HIFPH_CKD_ANEMIA_REVIEW.html,NCT02052310,HIMALAYAS,NO_ROB,
HIGH_EFFICACY_MS_REVIEW.html,NCT01247324,OPERA-I,NO_ROB,
HIGH_EFFICACY_MS_REVIEW.html,NCT01412333,OPERA-II,NO_ROB,
