[  1/141] ablation-af-heart-failure                      {'NOT-ASSESSABLE': 4, 'PASS': 6, 'FAIL': 2}
[  2/141] ablation-af-medical-therapy                    {'NOT-ASSESSABLE': 4, 'PASS': 6, 'FAIL': 2}
[  3/141] ablation-af-review                             {'NOT-ASSESSABLE': 6, 'PASS': 6}
[  4/141] acs-antiplatelet-review                        {'NOT-ASSESSABLE': 6, 'PASS': 6}
[  5/141] agyw-hiv-prep-review                           {'NOT-ASSESSABLE': 5, 'PASS': 5, 'FAIL': 2}
[  6/141] alirocumab-lipid                               {'NOT-ASSESSABLE': 6, 'PASS': 6}
[  7/141] amoxicillin-aom                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[  8/141] anidulafungin-candida-auto-full-review         {'NOT-ASSESSABLE': 7, 'PASS': 5}
[  9/141] anidulafungin-fungal-auto-full-review          {'NOT-ASSESSABLE': 7, 'PASS': 5}
[ 10/141] antimalarial-act                               {'NOT-ASSESSABLE': 13, 'PASS': 4, 'FAIL': 1}
[101/141] mavacamten-ohcm-review                         {'NOT-ASSESSABLE': 6, 'FAIL': 1, 'PASS': 5}
[102/141] mdr-tb-shortened                               {'NOT-ASSESSABLE': 7, 'PASS': 5}
[103/141] men-acwy-auto-full-review                      {'NOT-ASSESSABLE': 7, 'PASS': 5}
[104/141] menacwy-booster                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[105/141] menacyw-healthy-volunteers-auto-full-review    {'NOT-ASSESSABLE': 7, 'PASS': 5}
[106/141] meropenem-auto-full-review                     {'NOT-ASSESSABLE': 7, 'PASS': 5}
[107/141] mipomersen-hofh                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[108/141] mitral-funcmr-review                           {'NOT-ASSESSABLE': 6, 'FAIL': 1, 'PASS': 5}
[109/141] moxifloxacin-respi                             {'NOT-ASSESSABLE': 7, 'PASS': 5}
[110/141] netarsudil-ocular-hypertension-auto-full-revie {'NOT-ASSESSABLE': 6, 'PASS': 6}
[111/141] nirsevimab-infant-rsv-review                   {'NOT-ASSESSABLE': 5, 'PASS': 5, 'FAIL': 2}
[112/141] olmesartan-htn                                 {'NOT-ASSESSABLE': 7, 'PASS': 5}
[113/141] omecamtiv-heartfail                            {'NOT-ASSESSABLE': 7, 'PASS': 5}
[114/141] pcsk9-inhibitors-cv-review                     {'NOT-ASSESSABLE': 6, 'PASS': 6}
[115/141] pediatric-hiv-art                              {'NOT-ASSESSABLE': 7, 'PASS': 5}
[116/141] pitavastatin-auto-full-review                  {'NOT-ASSESSABLE': 6, 'PASS': 6}
[117/141] plazomicin-infection-auto-full-review          {'NOT-ASSESSABLE': 7, 'PASS': 5}
[118/141] posaconazole-fungal                            {'NOT-ASSESSABLE': 7, 'PASS': 5}
[119/141] prevnar15-pneumo                               {'NOT-ASSESSABLE': 16, 'PASS': 4, 'FAIL': 1}
[120/141] raltegravir-hiv                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[121/141] remdesivir-covid                               {'NOT-ASSESSABLE': 7, 'PASS': 5}
[122/141] rifapentine-tb                                 {'NOT-ASSESSABLE': 7, 'PASS': 5}
[123/141] riociguat-pah                                  {'NOT-ASSESSABLE': 7, 'PASS': 5}
[124/141] rivaroxaban-acs-review                         {'NOT-ASSESSABLE': 6, 'FAIL': 1, 'PASS': 5}
[125/141] rivaroxaban-vasc-review                        {'NOT-ASSESSABLE': 6, 'FAIL': 1, 'PASS': 5}
[126/141] rosuvastatin-auto-full-review                  {'NOT-ASSESSABLE': 5, 'PASS': 5, 'FAIL': 1, 'FLAG': 1}
[127/141] rotavirus-vaccine-africa-review                {'NOT-ASSESSABLE': 6, 'PASS': 4, 'FAIL': 1, 'FLAG': 1}
[128/141] sacubitril-heartfail                           {'NOT-ASSESSABLE': 7, 'PASS': 5}
[129/141] sarilumab-covid                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[130/141] selexipag-pah                                  {'NOT-ASSESSABLE': 7, 'PASS': 5}
[131/141] ser109-cdi                                     {'NOT-ASSESSABLE': 7, 'PASS': 5}
[132/141] sglt2-ckd-review                               {'NOT-ASSESSABLE': 6, 'PASS': 6}
[133/141] sglt2-hf                                       {'PASS': 7, 'NOT-ASSESSABLE': 7, 'QUALIFIED': 1, 'FAIL': 3}
[134/141] sglt2-mace-cvot-review                         {'NOT-ASSESSABLE': 5, 'PASS': 5, 'FAIL': 1, 'FLAG': 1}
[135/141] sotagliflozin-hf                               {'PASS': 11, 'NOT-ASSESSABLE': 3, 'QUALIFIED': 2, 'FAIL': 2}
[136/141] sotatercept-pah                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[137/141] tecovirimat-mpox                               {'NOT-ASSESSABLE': 7, 'PASS': 5}
[138/141] thiamine-sepsis                                {'NOT-ASSESSABLE': 7, 'PASS': 5}
[139/141] tigecycline-ciai                               {'NOT-ASSESSABLE': 3, 'FAIL': 4, 'PASS': 5}
[140/141] tigecycline-infection                          {'NOT-ASSESSABLE': 7, 'PASS': 5}
[141/141] warfarin-af                                    {'NOT-ASSESSABLE': 7, 'PASS': 5}

==========================================================================
topics confirmed : 141
topics examined  : 141
fetch failures   : 0  []

check                    PASS   FAIL   QUAL   FLAG    N/A
self_refuting_claim       137      4      0      0      0
arithmetic                 10      0      0      0    160
direction_label             8      0      0      0    132
rob_no_information          1     21      0      0    119
falsy_render              120     21      0      0      0
three_surfaces             10      3      0      0    157
nct_links                  49      2      0      0     90
default_asserted          135      0      0      6      0
method_label                1      0      9      0    160
rob_outcome_column          1     21      0      0    119
page_stamped              137      4      0      0      0
scale_vs_measure          140      1      0      0      0
